Species Name,Assessment ID,Red List Category,Population Trend,Kingdom,Phylum,Class,Order,Family,Genus,2020,2021,2022,2023,2024,2025
Avena barbata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Avena,0,0,1,0,0,0
Baccharis salicifolia,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,0,0,1,0,0,0
Baeolophus inornatus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Paridae,Baeolophus,1,0,2,2,0,0
Batrachoseps nigriventris,Not Found,Unknown,Unknown,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Batrachoseps,0,0,0,5,2,0
Bellis perennis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bellis,0,0,1,0,0,0
Bidens pilosa,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bidens,0,0,1,0,1,0
Blattella germanica,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Blattodea,Ectobiidae,Blattella,0,0,0,0,1,0
Bolbitius titubans,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Bolbitius,0,0,0,1,2,0
Bombus melanopygus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,0,0,0,1,0,1
Bombycilla cedrorum,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Bombycillidae,Bombycilla,11,5,0,4,2,3
Borago officinalis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Borago,0,0,0,0,1,0
Brachymyrmex patagonicus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Brachymyrmex,0,0,0,1,0,0
Branta canadensis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,1,1,0,1,3,1
Bromus diandrus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus,0,0,1,0,0,0
Brotogeris chiriri,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,3,0,0,0,0,0
Bubo virginianus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,0,0,9,2,7,4
Buteo jamaicensis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,5,6,10,9,11,3
Buteo lineatus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,0,2,1,2,2,0
Calathus ruficollis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Calathus,0,1,0,0,0,0
Callipepla californica,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Callipepla,0,0,0,1,0,0
Calypte anna,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,14,14,7,5,1,1
Canis latrans,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,3,0,0,1,2,0
Capsella bursa-pastoris,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Capsella,0,0,1,2,0,0
Cathartes aura,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Cathartes,0,3,0,0,0,0
Catharus guttatus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Turdidae,Catharus,0,2,0,0,0,0
Ceanothus leucodermis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Ceanothus,0,0,0,0,1,0
Ceanothus megacarpus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Ceanothus,0,0,0,0,1,0
Ceanothus spinosus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Ceanothus,0,0,0,2,1,0
Cenchrus setaceus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cenchrus,0,1,1,0,0,0
Ceratitis capitata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Ceratitis,0,1,0,1,0,0
Chamaea fasciata,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Chamaea,0,1,0,0,0,0
Charadrius vociferus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,2,0,0,0,1,0
Chondestes grammacus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Chondestes,2,1,2,2,0,0
Claytonia perfoliata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Claytonia,0,0,0,0,1,0
Coccinella septempunctata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella,0,0,0,0,0,1
Colaptes auratus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,2,3,1,0,0,1
Columba livia,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,8,8,5,2,1,0
Copestylum haagii,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Copestylum,0,0,0,0,2,0
Coprinellus flocculosus,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,0,0,0,1,0,0
Corethrogyne filaginifolia,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Corethrogyne,0,0,1,0,0,0
Cornu aspersum,Not Found,Unknown,Unknown,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cornu,1,1,0,2,1,1
Corvus brachyrhynchos,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,13,8,8,5,2,0
Corvus corax,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,5,4,4,6,0,4
Cotinis mutabilis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Cotinis,0,0,0,0,1,0
Cotula australis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cotula,0,0,0,1,0,0
Ctenolepisma longicaudatum,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Zygentoma,Lepismatidae,Ctenolepisma,0,0,1,0,0,0
Cucurbita palmata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucurbita,0,0,0,0,1,0
Cyathus olla,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Cyathus,0,0,0,2,0,0
Cyprinus carpio,Not Found,Unknown,Unknown,Animalia,Chordata,Unknown,Cypriniformes,Cyprinidae,Cyprinus,0,0,0,0,0,1
Cystotheca lanestris,Not Found,Unknown,Unknown,Fungi,Ascomycota,Leotiomycetes,Helotiales,Erysiphaceae,Cystotheca,0,0,0,0,1,0
Danaus plexippus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,0,1,1,3,4,0
Datura wrightii,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Datura,0,0,1,0,0,0
Deroceras reticulatum,Not Found,Unknown,Unknown,Animalia,Mollusca,Gastropoda,Stylommatophora,Agriolimacidae,Deroceras,0,0,0,1,1,0
Didelphis virginiana,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,0,0,1,0,0,0
Dilophus occipitalis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Bibionidae,Dilophus,0,0,0,0,1,0
Dione vanillae,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dione,1,1,0,0,3,0
Discus rotundatus,Not Found,Unknown,Unknown,Animalia,Mollusca,Gastropoda,Stylommatophora,Discidae,Discus,0,0,0,2,0,0
Dryobates nuttallii,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,1,3,4,1,1,1
Dryobates pubescens,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,0,1,0,0,1,0
Dudleya lanceolata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Dudleya,0,0,0,0,1,0
Dudleya pulverulenta,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Dudleya,0,0,0,0,1,0
Echium candicans,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Echium,0,0,0,0,1,0
Egretta thula,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,2,2,0,0,0,0
Ehrharta erecta,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Ehrharta,0,0,1,0,0,0
Elaeocarpus decipiens,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae,Elaeocarpus,0,0,0,1,0,0
Eleodes littoralis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,0,0,0,1,1,0
Elgaria multicarinata,Not Found,Unknown,Unknown,Animalia,Chordata,Squamata,Unknown,Anguidae,Elgaria,0,2,0,0,1,1
Empidonax difficilis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,0,0,0,0,1,0
Encelia californica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Encelia,0,0,2,0,0,0
Entomobrya unostrigata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,Entomobrya,0,0,1,0,0,0
Erigeron canadensis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,0,0,0,1,0,0
Eriogonum fasciculatum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum,1,0,0,0,0,0
Eristalinus taeniops,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eristalinus,0,0,0,0,2,0
Erodium cicutarium,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Erodium,0,0,1,0,0,0
Erodium moschatum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Erodium,0,0,1,3,1,0
Eschscholzia californica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia,0,0,0,0,1,0
Eupeodes fumipennis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,0,0,1,0,0,0
Euphagus cyanocephalus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Icteridae,Euphagus,0,0,0,0,1,0
Euphorbia peplus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,0,0,0,2,0,0
Falco columbarius,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,2,3,0,1,2,1
Falco peregrinus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,0,2,1,0,0,0
Falco sparverius,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,0,1,0,0,0,0
Fazia micrura,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Fazia,0,0,0,1,0,0
Felis catus,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,0,0,0,1,0,0
Feltia subterranea,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Feltia,0,0,1,0,0,0
Foeniculum vulgare,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Foeniculum,0,0,0,1,0,0
Forficula dentata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Dermaptera,Forficulidae,Forficula,0,0,1,1,0,0
Fulica americana,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Gruiformes,Rallidae,Fulica,0,2,0,0,0,1
Galerina nigripes,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,0,0,0,1,0,0
Galium aparine,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,0,0,0,1,0,0
Geococcyx californianus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Geococcyx,0,0,0,0,1,0
Geothlypis trichas,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,0,0,0,1,0,0
Gryllodes sigillatus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllodes,1,2,1,0,1,0
Gymnopilus aurantiophyllus,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Gymnopilus,0,0,0,0,3,0
Habronattus pyrrithrix,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Habronattus,0,0,1,0,0,0
Haemorhous mexicanus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous,11,14,12,9,9,1
Haemorhous purpureus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous,0,1,0,0,0,0
Halyomorpha halys,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Halyomorpha,1,0,1,0,0,0
Harmonia axyridis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia,2,0,0,1,1,0
Hazardia squarrosa,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hazardia,0,1,0,0,0,0
Helianthus annuus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,0,0,1,0,0,0
Helminthoglypta traskii,Not Found,Unknown,Unknown,Animalia,Mollusca,Gastropoda,Stylommatophora,Xanthonychidae,Helminthoglypta,0,0,0,1,0,0
Helvella dryophila,Not Found,Unknown,Unknown,Fungi,Ascomycota,Pezizomycetes,Pezizales,Helvellaceae,Helvella,0,0,0,0,1,0
Henningsomyces candidus,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Henningsomyces,0,0,0,1,0,0
Heteromeles arbutifolia,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Heteromeles,0,0,1,1,1,0
Heterotheca grandiflora,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Heterotheca,0,0,1,0,1,1
Himantopus mexicanus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Himantopus,0,0,0,0,1,1
Holorusia hespera,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Holorusia,0,0,0,0,1,0
Homalodisca vitripennis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Homalodisca,1,0,0,0,1,0
Hygrophorus roseobrunneus,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrophorus,0,0,0,0,1,0
Hyles lineata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Hyles,0,0,0,1,1,0
Icerya purchasi,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Margarodidae,Icerya,0,0,0,1,0,0
Icterus cucullatus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,1,0,0,0,1,0
Ipheion uniflorum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Ipheion,0,0,0,0,1,0
Jadera haematoloma,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Rhopalidae,Jadera,0,2,0,0,0,1
Junco hyemalis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Junco,2,4,5,4,6,1
Laccaria amethysteo-occidentalis,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria,0,0,0,0,1,0
Laemostenus complanatus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Laemostenus,0,0,0,1,0,0
Lamium amplexicaule,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,0,1,1,1,1,0
Larus californicus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,2,0,0,3,1,0
Larus occidentalis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,3,0,2,0,0,0
Latrodectus geometricus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Latrodectus,1,0,0,0,2,0
Latrodectus hesperus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Latrodectus,0,0,1,1,0,0
Leiothlypis celata,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,5,1,3,2,5,2
Lepidium didymum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,0,1,0,0,0,0
Leptoglossus zonatus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Leptoglossus,0,0,0,0,2,0
Leratiomyces ceres,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Leratiomyces,0,0,0,0,1,0
Leratiomyces percevalii,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Leratiomyces,0,0,0,2,0,0
Ligustrum lucidum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Ligustrum,0,0,0,1,0,0
Limenitis bredowii,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Limenitis,0,0,0,0,1,0
Linepithema humile,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,0,0,1,1,0,0
Lonchura punctulata,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Lonchura,0,0,0,0,0,1
Lonicera subspicata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera,0,1,0,0,0,0
Lupinus succulentus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,0,0,0,1,0,0
Lynx rufus,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,0,0,0,2,0,0
Lysimachia arvensis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Lysimachia,0,0,0,0,1,0
Malosma laurina,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Malosma,1,1,0,0,0,0
Marah macrocarpa,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Marah,0,0,0,2,0,0
Mareca americana,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mareca,0,0,0,0,0,1
Megaceryle alcyon,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Megaceryle,0,0,0,0,0,1
Melanerpes formicivorus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,1,0,1,1,1,0
Melia azedarach,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Melia,0,0,1,0,0,0
Melospiza lincolnii,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,2,2,0,0,1,0
Melospiza melodia,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,4,9,9,7,9,2
Melozone crissalis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melozone,3,8,6,5,1,0
Mephitis mephitis,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Carnivora,Mephitidae,Mephitis,1,0,0,1,4,0
Metaltella simoni,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Desidae,Metaltella,0,0,0,0,1,0
Microcentrum rhombifolium,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Microcentrum,0,0,1,0,0,0
Milax gagates,Not Found,Unknown,Unknown,Animalia,Mollusca,Gastropoda,Stylommatophora,Milacidae,Milax,0,0,0,1,0,0
Mimus polyglottos,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Mimidae,Mimus,12,10,8,8,4,1
Morchella rufobrunnea,Not Found,Unknown,Unknown,Fungi,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Morchella,0,0,0,0,1,0
