Species Name,Assessment ID,Red List Category,Population Trend,Kingdom,Phylum,Class,Order,Family,Genus,2020,2021,2022,2023,2024,2025
Corvus brachyrhynchos,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,11,5,8,3,2,0
Corvus corax,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,3,3,6,1,1,0
Cotula australis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cotula,0,0,0,0,1,0
Culiseta incidens,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culiseta,0,1,0,0,0,0
Cycloneda sanguinea,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cycloneda,0,3,0,0,3,0
Danaus plexippus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,2,4,1,0,2,0
Deroceras laeve,Not Found,Unknown,Unknown,Animalia,Mollusca,Gastropoda,Stylommatophora,Agriolimacidae,Deroceras,0,0,0,0,2,0
Deroceras reticulatum,Not Found,Unknown,Unknown,Animalia,Mollusca,Gastropoda,Stylommatophora,Agriolimacidae,Deroceras,0,0,0,0,1,0
Diadophis punctatus,Not Found,Unknown,Unknown,Animalia,Chordata,Squamata,Unknown,Colubridae,Diadophis,0,0,1,0,0,0
Didelphis virginiana,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,0,1,0,0,8,0
Dione vanillae,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dione,0,0,0,0,2,3
Discus rotundatus,Not Found,Unknown,Unknown,Animalia,Mollusca,Gastropoda,Stylommatophora,Discidae,Discus,0,1,0,0,0,0
Egretta thula,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,0,0,2,0,0,0
Elgaria multicarinata,Not Found,Unknown,Unknown,Animalia,Chordata,Squamata,Unknown,Anguidae,Elgaria,0,0,0,1,0,1
Empidonax wrightii,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,0,0,1,2,0,0
Encelia californica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Encelia,0,0,0,0,1,0
Erodium moschatum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Erodium,0,0,1,0,0,0
Euborellia annulipes,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Dermaptera,Anisolabididae,Euborellia,0,0,0,0,1,0
Euphagus cyanocephalus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Icteridae,Euphagus,0,1,4,6,2,1
Euphorbia maculata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,0,0,0,0,1,0
Falco peregrinus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,0,1,0,1,0,0
Falco sparverius,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,1,0,1,1,0,0
Felis catus,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,0,0,0,0,2,0
Fulica americana,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Gruiformes,Rallidae,Fulica,2,8,3,7,2,3
Galgula partita,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Galgula,0,0,0,0,1,0
Geothlypis trichas,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,1,1,4,3,0,0
Gilia capitata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Gilia,0,0,0,0,2,0
Habronattus pyrrithrix,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Habronattus,0,0,3,0,0,0
Haemorhous mexicanus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous,12,13,13,6,4,0
Harmonia axyridis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia,0,1,0,0,2,1
Hedera helix,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Hedera,0,1,0,0,0,0
Hedypnois rhagadioloides,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hedypnois,0,0,0,0,1,0
Himantopus mexicanus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Himantopus,0,2,4,7,1,1
Hippodamia convergens,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Hippodamia,0,0,0,0,4,0
Holocnemus pluchei,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Pholcidae,Holocnemus,0,0,0,0,1,0
Hyles lineata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Hyles,0,0,0,0,2,0
Icterus cucullatus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,0,0,0,0,1,0
Ipomoea purpurea,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,0,0,0,0,1,0
Junco hyemalis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Junco,0,0,2,1,0,0
Lamium amplexicaule,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,0,0,0,0,1,0
Larus californicus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,12,2,7,6,0,1
Larus delawarensis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,10,1,2,1,0,0
Larus occidentalis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,5,5,6,8,1,1
Latrodectus geometricus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Latrodectus,0,1,0,0,1,0
Leiothlypis celata,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,1,1,5,2,3,0
Limacus flavus,Not Found,Unknown,Unknown,Animalia,Mollusca,Gastropoda,Stylommatophora,Limacidae,Limacus,0,0,0,0,1,0
Linaria maroccana,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Linaria,0,0,0,0,1,0
Linepithema humile,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,0,1,0,0,3,0
Lonchura punctulata,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Lonchura,0,0,2,2,0,0
Lonicera japonica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera,0,0,0,0,1,0
Mareca americana,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mareca,2,6,3,6,0,2
Mareca penelope,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mareca,0,2,0,6,0,0
Mareca strepera,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mareca,0,0,0,5,0,0
Medicago polymorpha,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,0,0,0,0,1,0
Melospiza lincolnii,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,1,1,1,0,0,0
Melospiza melodia,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,0,0,1,3,0,1
Melozone crissalis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melozone,0,0,1,1,1,0
Menemerus bivittatus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Menemerus,0,0,1,0,3,0
Mephitis mephitis,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Carnivora,Mephitidae,Mephitis,0,0,0,0,1,0
Milax gagates,Not Found,Unknown,Unknown,Animalia,Mollusca,Gastropoda,Stylommatophora,Milacidae,Milax,0,1,0,0,0,0
Mimus polyglottos,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Mimidae,Mimus,19,9,14,8,7,2
Molothrus ater,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Icteridae,Molothrus,0,0,2,8,0,1
Nezara viridula,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Nezara,0,0,0,0,1,0
Nycticorax nycticorax,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,0,0,2,4,0,0
Nymphalis antiopa,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalis,1,0,0,0,3,0
Ochlodes sylvanoides,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Ochlodes,0,0,0,0,1,0
Oryctolagus cuniculus,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,0,0,0,0,1,0
Oxalis pes-caprae,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,0,0,0,0,1,0
Oxyura jamaicensis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Oxyura,1,2,2,5,0,1
Pandion haliaetus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,0,1,0,1,0,0
Papilio rumiko,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,0,0,0,0,1,0
Passer domesticus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,19,7,12,9,23,3
Passerculus sandwichensis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Passerculus,0,0,1,0,0,0
Pelecanus erythrorhynchos,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,1,0,3,3,0,0
Pellaea stictica,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Pellaea,0,0,0,0,1,1
Phalacrocorax auritus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,1,2,3,5,0,1
Phidippus adumbratus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Phidippus,0,0,0,0,1,0
Phidippus audax,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Phidippus,0,0,0,0,8,0
Phoebis sennae,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Phoebis,0,1,0,0,1,0
Pholcus phalangioides,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Pholcidae,Pholcus,0,0,1,0,2,0
Pieris rapae,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris,0,1,0,0,5,0
Plantago lanceolata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,0,1,0,0,0,0
Plantago major,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,0,0,0,0,1,0
Podilymbus podiceps,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podilymbus,1,0,0,4,0,0
Polistes exclamans,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae,Polistes,0,0,1,0,1,0
Polycarpon tetraphyllum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Polycarpon,0,0,0,0,1,0
Procyon lotor,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Procyon,0,0,0,0,0,1
Psaltriparus minimus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Aegithalidae,Psaltriparus,9,5,6,4,0,0
Pyralis farinalis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Pyralis,0,0,0,0,1,0
Pyrocephalus rubinus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Pyrocephalus,0,4,3,5,0,3
Quiscalus mexicanus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Icteridae,Quiscalus,1,1,3,6,1,0
Regulus calendula,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Regulidae,Regulus,3,0,5,1,0,0
Rumina decollata,Not Found,Unknown,Unknown,Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Rumina,0,1,0,1,2,0
Sayornis nigricans,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Sayornis,11,15,16,10,2,2
Sayornis saya,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Sayornis,1,1,2,2,0,0
Scantius aegyptius,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Pyrrhocoridae,Scantius,0,0,0,0,2,0
Sceloporus occidentalis,Not Found,Unknown,Unknown,Animalia,Chordata,Squamata,Unknown,Phrynosomatidae,Sceloporus,0,0,0,0,3,0
Schinus terebinthifolia,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,0,1,0,0,0,0
Schistocerca nitens,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Schistocerca,0,0,0,0,4,0
Sciurus niger,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,0,8,0,0,19,3
Selasphorus rufus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,0,0,0,0,1,0
Selasphorus sasin,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,4,2,8,3,2,1
Setophaga coronata,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,18,15,16,9,0,3
Setophaga nigrescens,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,1,1,1,0,0,1
Setophaga palmarum,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,0,0,1,0,0,0
Setophaga petechia,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,2,0,0,0,0,0
Setophaga townsendi,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,1,0,2,0,0,0
Sialia mexicana,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Turdidae,Sialia,0,3,2,0,1,0
Sisymbrium irio,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Sisymbrium,0,1,0,0,0,0
Sitta canadensis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,1,0,0,0,0,0
Spatula clypeata,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,1,2,3,7,0,1
Spatula cyanoptera,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,0,0,0,1,0,0
Spilopelia chinensis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Columbiformes,Columbidae,Spilopelia,1,8,1,0,0,0
Spinus psaltria,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,2,1,5,4,1,0
Spinus tristis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,2,0,1,2,0,1
Spizella passerina,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Spizella,1,1,1,1,0,0
Steatoda grossa,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Steatoda,0,0,0,0,1,0
Steatoda nobilis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Steatoda,0,2,0,1,5,0
Stelgidopteryx serripennis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Stelgidopteryx,0,0,1,0,0,0
Streptopelia decaocto,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,18,8,12,3,4,3
Strymon melinus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Strymon,0,0,0,0,1,0
Sturnus vulgaris,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,20,8,12,7,4,2
Syritta pipiens,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Syritta,0,0,0,0,1,0
Taraxacum officinale,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum,0,2,0,0,1,0
Thelephora caryophyllea,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephora,0,0,0,0,1,0
Thomomys bottae,115163311,Least Concern,Stable,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,0,2,0,0,0,1
Tipula oleracea,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,0,0,0,0,1,0
Toxomerus marginatus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Toxomerus,0,1,0,0,0,0
Trachemys scripta,207988853,Not Applicable,Increasing,Animalia,Chordata,Testudines,Unknown,Emydidae,Trachemys,0,2,0,1,1,0
Trametes versicolor,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,0,1,0,0,0,0
