Species Name,Assessment ID,Red List Category,Population Trend,Kingdom,Phylum,Class,Order,Family,Genus,2020,2021,2022,2023,2024,2025
Artemisia californica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,2,0,3,1,0,0
Asclepias curassavica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Asclepias,0,1,0,0,0,1
Asparagus aethiopicus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Asparagus,0,0,0,0,0,1
Atriplex canescens,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Atriplex,1,0,0,0,0,0
Atriplex lentiformis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Atriplex,0,0,0,0,0,1
Aythya collaris,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,1,1,0,1,1,4
Baccharis salicifolia,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,0,0,0,1,0,0
Baeolophus inornatus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Paridae,Baeolophus,0,2,0,0,0,0
Bartheletia paradoxa,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Wallemiomycetes,Unknown,Unknown,Bartheletia,4,0,0,0,0,0
Batrachoseps nigriventris,Not Found,Unknown,Unknown,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Batrachoseps,0,0,1,0,0,0
Bellis perennis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bellis,0,0,1,2,1,1
Bipalium adventitium,Not Found,Unknown,Unknown,Animalia,Platyhelminthes,Unknown,Tricladida,Geoplanidae,Bipalium,1,0,0,0,0,0
Bolbitius titubans,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Bolbitius,0,0,0,0,1,0
Bombus melanopygus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,1,0,0,0,0,0
Bombus sonorus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,0,0,0,1,0,0
Bombus vosnesenskii,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,0,0,0,0,1,0
Bombycilla cedrorum,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Bombycillidae,Bombycilla,2,3,3,3,0,2
Bothriocyrtum californicum,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Halonoproctidae,Bothriocyrtum,0,1,0,0,0,0
Brachymyrmex patagonicus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Brachymyrmex,0,0,1,0,0,0
Branta canadensis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,2,3,1,2,1,3
Brassica nigra,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,0,0,0,0,0,2
Brotogeris chiriri,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,1,1,2,0,0,0
Bubo virginianus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,0,2,6,3,7,3
Buteo jamaicensis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,3,6,23,8,20,5
Buteo lineatus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,2,3,0,0,0,2
Butorides virescens,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Butorides,0,0,1,0,0,0
Byssomerulius corium,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Byssomerulius,0,0,0,1,2,0
Cacopsylla tobirae,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Psyllidae,Cacopsylla,0,0,0,0,0,1
Cairina moschata,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cairina,3,0,0,1,1,0
Calathus ruficollis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Calathus,0,0,1,0,0,0
Calypte anna,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,3,6,4,4,3,1
Calypte costae,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,0,1,0,0,0,0
Calystegia macrostegia,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Calystegia,0,1,0,0,0,1
Camissoniopsis cheiranthifolia,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Camissoniopsis,0,0,0,1,0,1
Camponotus clarithorax,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,0,0,1,0,0,0
Candolleomyces candolleanus,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Candolleomyces,0,0,0,4,0,0
Canis latrans,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,0,0,2,0,4,1
Cardamine occulta,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine,1,0,0,0,0,0
Cardellina pusilla,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Parulidae,Cardellina,2,0,1,0,0,0
Castianeira thalia,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Corinnidae,Castianeira,0,0,0,0,1,0
Cathartes aura,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Cathartes,0,0,0,1,0,0
Catharus guttatus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Turdidae,Catharus,0,2,1,2,0,0
Cenchrus setaceus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cenchrus,0,0,0,1,0,1
Ceratitis capitata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Ceratitis,0,0,1,0,0,0
Ceroplastes sinensis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Coccidae,Ceroplastes,0,0,0,0,1,0
Chinavia hilaris,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Chinavia,0,0,0,0,1,0
Chlorophyllum brunneum,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Chlorophyllum,1,0,0,0,0,0
Chondestes grammacus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Chondestes,0,1,2,0,0,1
Cleomella arborea,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Cleomaceae,Cleomella,0,0,0,0,0,1
Clogmia albipunctatus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Clogmia,0,0,0,1,2,1
Coccinella septempunctata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella,1,0,0,0,1,0
Cochlicopa lubrica,Not Found,Unknown,Unknown,Animalia,Mollusca,Gastropoda,Stylommatophora,Cochlicopidae,Cochlicopa,2,0,0,0,1,0
Colaptes auratus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,1,0,0,2,1,0
Columba livia,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,2,2,4,4,2,6
Conium maculatum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Conium,0,0,0,0,1,0
Coprinellus flocculosus,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,0,0,2,3,0,0
Coprinellus micaceus,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,0,0,0,1,0,0
Coprinopsis picacea,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,1,0,0,0,0,0
Coprinus comatus,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Coprinus,0,0,1,1,0,0
Corbicula fluminea,Not Found,Unknown,Unknown,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula,0,0,0,0,1,0
Cornu aspersum,Not Found,Unknown,Unknown,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cornu,6,2,4,3,8,0
Corvus brachyrhynchos,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,5,12,7,5,5,8
Corvus corax,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,2,3,2,1,2,4
Corythucha confraterna,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Tingidae,Corythucha,0,0,0,0,1,0
Cotinis mutabilis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Cotinis,0,0,0,0,1,0
Cryptolaemus montrouzieri,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cryptolaemus,0,0,1,0,0,0
Ctenolepisma lineata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Zygentoma,Lepismatidae,Ctenolepisma,0,0,0,1,0,0
Ctenolepisma longicaudatum,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Zygentoma,Lepismatidae,Ctenolepisma,0,0,0,0,0,2
Culiseta inornata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culiseta,0,0,1,0,0,0
Cupaniopsis anacardioides,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Cupaniopsis,0,0,0,1,1,0
Cycloneda sanguinea,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cycloneda,4,0,0,1,0,0
Cyclospermum leptophyllum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Cyclospermum,0,0,0,1,0,0
Cynodon dactylon,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cynodon,0,0,0,1,0,0
Danaus plexippus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,7,2,3,1,2,1
Dermacentor occidentalis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Dermacentor,0,0,0,0,1,1
Deroceras reticulatum,Not Found,Unknown,Unknown,Animalia,Mollusca,Gastropoda,Stylommatophora,Agriolimacidae,Deroceras,2,0,0,3,0,0
Didelphis virginiana,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,2,0,2,2,1,1
Dilophus orbatus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Bibionidae,Dilophus,1,0,0,0,0,0
Dimorphotheca fruticosa,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Dimorphotheca,1,0,0,0,0,0
Dione vanillae,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dione,1,0,0,0,1,1
Diplacus longiflorus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae,Diplacus,0,0,0,1,0,0
Disclisioprocta stellata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Disclisioprocta,0,1,0,0,0,0
Discus rotundatus,Not Found,Unknown,Unknown,Animalia,Mollusca,Gastropoda,Stylommatophora,Discidae,Discus,1,0,1,0,1,0
Druon quercuslanigerum,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Andricus,2,0,0,0,1,0
Dryobates nuttallii,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,1,2,2,0,1,2
Dysdera crocata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Dysderidae,Dysdera,0,0,0,0,0,2
Egira curialis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Egira,0,0,1,0,0,0
Egira hiemalis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Egira,0,0,1,0,0,0
Egretta thula,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,0,1,1,0,0,0
Elgaria multicarinata,Not Found,Unknown,Unknown,Animalia,Chordata,Squamata,Unknown,Anguidae,Elgaria,2,0,1,1,2,2
Empidonax hammondii,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,0,0,0,1,0,0
Encelia californica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Encelia,2,1,2,1,0,4
Entomobrya atrocincta,Not Found,Unknown,Unknown,Animalia,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,Entomobrya,1,0,0,0,0,0
Epichrysocharis burwelli,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Eulophidae,Epichrysocharis,1,0,0,0,0,0
Epicoccum nigrum,Not Found,Unknown,Unknown,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,0,1,0,0,0,0
Epilobium canum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,0,0,1,0,0,0
Equisetum praealtum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Polypodiopsida,Equisetales,Equisetaceae,Equisetum,0,0,0,1,0,0
Erigeron bonariensis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,0,0,0,0,0,3
Erigeron canadensis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,2,0,0,0,0,0
Eriogonum giganteum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum,0,0,0,0,1,0
Erodium moschatum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Erodium,0,0,0,1,0,0
Eschscholzia californica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia,0,0,1,0,0,0
Estigmene acrea,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Estigmene,0,0,0,0,0,1
Eucalyptolyma maideni,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Aphalaridae,Eucalyptolyma,3,0,0,0,0,0
Eupeodes fumipennis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,0,1,0,0,0,0
Eupeodes volucris,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,0,0,2,1,0,0
Euphagus cyanocephalus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Icteridae,Euphagus,1,2,0,1,0,0
Euphorbia hypericifolia,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,1,0,0,0,0,0
Euphorbia maculata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,1,0,0,0,0,0
Euphorbia peplus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,2,0,0,0,0,0
Euphorbia terracina,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,0,0,0,0,1,0
Eupteryx decemnotata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Eupteryx,0,0,1,0,0,0
Falco columbarius,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,0,0,0,0,0,1
Falco peregrinus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,0,0,2,0,0,0
Falco sparverius,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,0,0,1,1,1,0
Feralia februalis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Feralia,0,0,1,0,0,0
Forficula dentata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Dermaptera,Forficulidae,Forficula,0,0,0,0,1,0
Fraxinus pennsylvanica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,1,0,0,0,0,0
Fulica americana,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Gruiformes,Rallidae,Fulica,3,4,3,1,1,3
Ganoderma resinaceum,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,0,0,0,1,0,1
Geothlypis trichas,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,0,2,0,0,0,0
Gloeophyllum sepiarium,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,Gloeophyllum,0,0,0,1,0,0
Glycaspis brimblecombei,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Aphalaridae,Glycaspis,1,0,0,0,0,0
Gosibius monicus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Chilopoda,Lithobiomorpha,Lithobiidae,Gosibius,0,0,1,0,0,0
Gosodesmus claremontus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Diplopoda,Platydesmida,Andrognathidae,Gosodesmus,0,0,0,0,1,0
Gryllodes sigillatus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllodes,0,2,0,2,1,0
Gymnopilus luteofolius,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Gymnopilus,0,0,0,0,4,0
Gymnopilus ventricosus,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Gymnopilus,0,0,0,1,0,0
Habronattus pyrrithrix,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Habronattus,0,0,0,0,0,1
Haemorhous mexicanus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous,3,8,8,5,3,3
Haemorhous purpureus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous,0,1,0,0,0,0
Haliaeetus leucocephalus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,0,0,0,0,0,1
Halyomorpha halys,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Halyomorpha,0,1,0,0,0,1
Harmonia axyridis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia,4,0,1,0,5,0
Hebeloma crustuliniforme,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,0,0,0,1,0,0
Helminthoglypta traskii,Not Found,Unknown,Unknown,Animalia,Mollusca,Gastropoda,Stylommatophora,Xanthonychidae,Helminthoglypta,0,0,0,0,1,0
Heteromeles arbutifolia,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Heteromeles,0,1,2,3,4,4
Hibana incursa,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Anyphaenidae,Hibana,1,0,0,0,0,0
Hippodamia convergens,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Hippodamia,0,0,0,0,3,0
Homalodisca vitripennis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Homalodisca,0,1,0,0,0,0
Hydriomena albifasciata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Hydriomena,0,0,2,0,0,0
Hydriomena nubilofasciata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Hydriomena,0,0,1,0,0,0
Hypholoma fasciculare,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Hypholoma,0,0,0,0,2,0
Icerya purchasi,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Margarodidae,Icerya,1,0,1,0,0,1
