Month,Max Precipitation,Min Precipitation,Avg Precipitation,Max Temperature,Min Temperature,Avg Temperature,Max Soil Moisture,Min Soil Moisture,Avg Soil Moisture,Max Wind Speed,Min Wind Speed,Avg Wind Speed,Evergreen needleleaf forest,Evergreen broadleaf forest,Deciduous needleleaf forest,Deciduous broadleaf forest,Mixed forest,Wooded grassland,Other wooded land,Open shrubland,Savanna,Grassland,Permanent wetlands,Cropland,Urban and built-up,Cropland/natural vegetation mosaic,Snow and ice,Barren or sparsely vegetated,Water,Urban areas,Aegithalidae,Anacardiaceae,Araneidae,Arthoniaceae,Asparagaceae,Asteraceae,Blenniidae,Brachytheciaceae,Caliciaceae,Candelariaceae,Clupeidae,Embiotocidae,Eschrichtiidae,Fossombroniaceae,Geometridae,Gymnuridae,Lecanoraceae,Lottiidae,Lycosidae,Orthotrichaceae,Papaveraceae,Paralichthyidae,Platanaceae,Plethodontidae,Pleuronectidae,Poaceae,Polemoniaceae,Porcellionidae,Ramalinaceae,Rosaceae,Salticidae,Sciaenidae,Population,Amaranthaceae,Amaryllidaceae,Anyphaenidae,Araliaceae,Arecaceae,Blechnaceae,Brassicaceae,Bryaceae,Cactaceae,Clionaidae,Colubridae,Cucurbitaceae,Cyperaceae,Donacidae,Dryopteridaceae,Dysderidae,Ericaceae,Forficulidae,Grossulariaceae,Labridae,Mniaceae,Ostreidae,Paeoniaceae,Pectinidae,Phallaceae,Pinaceae,Plantaginaceae,Platystomatidae,Plumbaginaceae,Podocarpaceae,Polygonaceae,Pottiaceae,Psammobiidae,Pteridaceae,Sciuridae,Scutigeridae,Selaginellaceae,Solenidae,Sparassidae,Tellinidae,Trachelidae,Urticaceae,Veneridae,Acrididae,Euphorbiaceae,Miturgidae,Pentatomidae,Apocynaceae,Boraginaceae,Bromeliaceae,Cervidae,Lecideaceae,Leprocaulaceae,Megasporaceae,Muricidae,Pannariaceae,Peltulaceae,Physalacriaceae,Physciaceae,Ptilogonatidae,Salamandridae,Siphoviridae,Soricidae,Stereocaulaceae,Syngnathidae,Unknown,Verrucariaceae,Bacillariaceae,Cheloniidae,Cynipidae,Dinophysaceae,Ectopsocidae,Fabaceae,Felidae,Garryaceae,Gonyaulacaceae,Gymnodiniaceae,Hydrophyllaceae,Lepismatidae,Liviidae,Margarodidae,Polypodiaceae,Prorocentraceae,Rhinobatidae,Sabellariidae,Salicaceae,Tortricidae,Viburnaceae,Agaricaceae,Anguidae,Candonidae,Caryophyllaceae,Dermestidae,Epialtidae,Erebidae,Geomyidae,Gryllidae,Lamiaceae,Malvaceae,Oceanospirillaceae,Orobanchaceae,Paradoxosomatidae,Pleurobranchidae,Spirobolidae,Trogiidae,Uloboridae,Amblystegiaceae,Asteriidae,Casuarinaceae,Corynidae,Dendronotidae,Dironidae,Discodorididae,Dorididae,Eubranchidae,Ligiidae,Mytilidae,Oxalidaceae,Plagiostomidae,Polyceridae,Pseudococcidae,Scrophulariaceae,Scyliorhinidae,Timmiellaceae,Trichoniscidae,Trichopsocidae,Xanthonychidae,Acanthochitonidae,Actiniidae,Alariaceae,Alcyonidiidae,Alcyoniidae,Amphoriscidae,Aplysiidae,Aplysinidae,Asterinidae,Asteropseidae,Austrosiphonidae,Balanidae,Bugulidae,Callithamniaceae,Campanulariidae,Ceramiaceae,Chalinidae,Champiaceae,Chordariaceae,Cirratulidae,Cleomaceae,Colloniidae,Columbellidae,Corallinaceae,Costariaceae,Cystocloniaceae,Dasyaceae,Delesseriaceae,Derbesiaceae,Desmarestiaceae,Dictyotaceae,Dumontiaceae,Dysideidae,Echinasteridae,Ectocarpaceae,Endocladiaceae,Epitoniidae,Eudendriidae,Euherdmaniidae,Eurystomellidae,Fissurellidae,Flustrellidridae,Fucaceae,Gelidiaceae,Gigartinaceae,Gloiosiphoniaceae,Goniasteridae,Gracilariaceae,Grantiidae,Halichondriidae,Haminoeidae,Hapalidiaceae,Hapalogastridae,Holozoidae,Ischnochitonidae,Kallymeniaceae,Laminariaceae,Lessoniaceae,Leucosoleniidae,Lithophyllaceae,Littorinidae,Lomentariaceae,Membraniporidae,Mephitidae,Metridiidae,Montiaceae,Mopaliidae,Mycalidae,Myrrhinidae,Nemaliaceae,Nyctaginaceae,Onuphidae,Ophidiasteridae,Palinuridae,Palmariaceae,Phalangodidae,Phyllophoraceae,Plexauridae,Pocilloporidae,Polycitoridae,Polyclinidae,Procyonidae,Pseudolividae,Ralfsiaceae,Ranunculaceae,Rhodomelaceae,Sabellidae,Sclerodactylidae,Scytosiphonaceae,Sertulariidae,Tegulidae,Tonicellidae,Trochidae,Tudiclidae,Turbinidae,Ulmaridae,Varunidae,Vermetidae,Viscaceae,Wrangeliaceae,Apiaceae,Auriculariaceae,Betulaceae,Cinclidae,Convolvulaceae,Didelphidae,Fagaceae,Grimmiaceae,Lauraceae,Leporidae,Muridae,Polyporaceae,Rhamnaceae,Solanaceae,Sylviidae,Bolbitiaceae,Crassulaceae,Eumenidae,Geraniaceae,Helicidae,Juglandaceae,Mantidae,Mimetidae,Oligotomidae,Onagraceae,Oxyopidae,Phasianellidae,Rubiaceae,Scombridae,Sphingidae,Strophariaceae,Tephritidae,Verbenaceae,Aizoaceae,Armadillidiidae,Blattidae,Drosophilidae,Ectobiidae,Grapsidae,Octopodidae,Oleaceae,Pluteaceae,Sargassaceae,Varroidae,Balaenopteridae,Botrydiaceae,Cupressaceae,Namaceae,Parmeliaceae,Pholcidae,Phrymaceae,Saxifragaceae,Schizophyllaceae,Zopheridae,Agriolimacidae,Arionidae,Boletaceae,Calyptraeidae,Cheiracanthiidae,Gobiesocidae,Lacertidae,Limacidae,Marasmiaceae,Megomphicidae,Pholadidae,Psathyrellaceae,Psilotaceae,Russulaceae,Strongylocentrotidae,Tricholomataceae,Cambaridae,Cochlicopidae,Desidae,Heterodontidae,Laetiporaceae,Lygaeidae,Oenonidae,Pthiridae,Tamaricaceae,Typhaceae,Zosteropidae,Zygophyllaceae,Amanitaceae,Aytoniaceae,Certhiidae,Conidae,Geomitridae,Hydnaceae,Sapindaceae,Tetraclitidae,Tubariaceae,Acarosporaceae,Cicadellidae,Dendrasteridae,Entomobryidae,Gekkonidae,Gerridae,Numididae,Omphalotaceae,Saccharomycetaceae,Thiaridae,Urolophidae,Vitaceae,Anthessiidae,Cobitidae,Ixodidae,Myrtaceae,Pompilidae,Scolopocryptopidae,Cypraeidae,Hyaloriaceae,Naticidae,Oxychilidae,Rhopalidae,Tropaeolaceae,Diplocystidiaceae,Eriophyidae,Hydnangiaceae,Juncaceae,Lonchodidae,Lumbricidae,Lycoperdaceae,Mycenaceae,Peniophoraceae,Triviidae,Aphalaridae,Blepharipodidae,Cancridae,Caudinidae,Cecidomyiidae,Discidae,Flatidae,Hippidae,Hymenogastraceae,Kalotermitidae,Pipidae,Podoscyphaceae,Sclerogibbidae,Trionychidae,Date,Vegetation Count,Regional Fuel Content,Fire Readiness (%)
2008-11-01,60.4520022868086,0.0,1.9559850262287002,38.99000000000001,4.050000000000011,24.7139239055972,0.4026319980621338,0.1456656754016876,0.2989103365351858,5.771704555277325,0.0249135531659725,1.0653504277846475,797.2666666666667,47.0,0,4,47.89803921568628,4075.2,7435.811764705882,630.4392156862743,5544.517647058824,15551.3137254902,360.4627450980393,0,21712.60392156863,6.0,0,424.0,21351.894117647105,0,5.0,,,,,3.0,,,,,,,,,,,3.0,,,,,,,1.0,,2.0,,,,,,,658421.522363852,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-11-01,0.007692307692307693,1.2465218058551075,16.039783
2008-12-01,48.3058720826079,0.0,2.4484480841876,30.630000000000052,-8.369999999999948,15.277251325624604,0.4068696498870849,0.1497131586074829,0.3343043362055249,5.532328485970745,0.0265952410741926,1.481712011960014,797.2666666666667,47.0,0,4,47.89803921568628,4075.2,7435.811764705882,630.4392156862743,5544.517647058824,15551.3137254902,360.4627450980393,0,21712.60392156863,6.0,0,424.0,21351.894117647105,0,5.0,,,,,3.0,,,,,,,,,,,3.0,,,,,,,1.0,,2.0,,,,,,,658421.522363852,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-12-01,0.007692307692307693,1.2465218058551075,2.7740753
2009-01-01,11.4465263887382,0.0,0.6157781466717,30.390000000000043,-7.409999999999968,19.02211491777996,0.4168849885463714,0.1502213031053543,0.3154323506488012,5.006691087875665,0.0251418606757817,1.4771389944818492,649.8745098039216,42.0,0,4,36.89803921568628,3766.5568627450975,7330.003921568626,604.3058823529411,5271.266666666667,16429.152941176475,267.35686274509806,0,21729.60392156863,7.0,0,383.0,21351.894117647105,0,,3.0,,,3.0,6.0,,,,,,,,,,,,,,,,,,2.0,,5.0,,,,,1.0,,658421.522363852,3.0,,,,,,,,2.0,,1.0,2.0,,,,,,,11.0,1.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,125.0,,16.0,1.0,3.0,8.0,1.0,3.0,1.0,3.0,8.0,12.0,2.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01,0.010256410256410256,1.2180519310673747,10.807245
2009-02-01,44.8586642742157,0.0,4.3041991371557,30.05000000000001,-16.489999999999952,17.184755985384356,0.4089059829711914,0.1511755883693695,0.339774609753933,6.132395587792199,0.0348800752100897,1.4195973479578436,649.8745098039216,42.0,0,4,36.89803921568628,3766.5568627450975,7330.003921568626,604.3058823529411,5271.266666666667,16429.152941176475,267.35686274509806,0,21729.60392156863,7.0,0,383.0,21351.894117647105,0,,3.0,,,3.0,6.0,,,,,,,,,,,,,,,,,,2.0,,5.0,,,,,1.0,,658421.522363852,3.0,,,,,,,,2.0,,1.0,2.0,,,,,,,11.0,1.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,125.0,,16.0,1.0,3.0,8.0,1.0,3.0,1.0,3.0,8.0,12.0,2.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-02-01,0.010256410256410256,1.2180519310673747,2.4648216
2009-03-01,8.5232363752538,0.0,0.3225998134489,41.670000000000016,-2.1499999999999773,23.586698933902653,0.4179994165897369,0.1567605435848236,0.3308664197529135,5.807744764579327,0.0936787035102167,1.2544086011575095,649.8745098039216,42.0,0,4,36.89803921568628,3766.5568627450975,7330.003921568626,604.3058823529411,5271.266666666667,16429.152941176475,267.35686274509806,0,21729.60392156863,7.0,0,383.0,21351.894117647105,0,,3.0,,,3.0,6.0,,,,,,,,,,,,,,,,,,2.0,,5.0,,,,,1.0,,658421.522363852,3.0,,,,,,,,2.0,,1.0,2.0,,,,,,,11.0,1.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,125.0,,16.0,1.0,3.0,8.0,1.0,3.0,1.0,3.0,8.0,12.0,2.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-03-01,0.010256410256410256,1.2180519310673747,13.760715
2009-04-01,8.5260957479427,-5.959918780717999e-06,0.4074722954176,51.27000000000004,6.490000000000009,29.546552141451457,0.4045925140380859,0.1540741920471191,0.300461402533036,7.869284875113637,0.0889177803531151,1.5366820669127828,649.8745098039216,42.0,0,4,36.89803921568628,3766.5568627450975,7330.003921568626,604.3058823529411,5271.266666666667,16429.152941176475,267.35686274509806,0,21729.60392156863,7.0,0,383.0,21351.894117647105,0,,3.0,,,3.0,6.0,,,,,,,,,,,,,,,,,,2.0,,5.0,,,,,1.0,,658421.522363852,3.0,,,,,,,,2.0,,1.0,2.0,,,,,,,11.0,1.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,125.0,,16.0,1.0,3.0,8.0,1.0,3.0,1.0,3.0,8.0,12.0,2.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-04-01,0.010256410256410256,1.2180519310673747,19.471777
2009-05-01,3.1049998195271002,-3.2187983833864564e-05,0.0893239663484367,59.05000000000001,8.090000000000032,36.57624919256483,0.403196781873703,0.1498146057128906,0.2760965547733644,6.101716802338071,0.0988913836237918,1.2623916541462754,649.8745098039216,42.0,0,4,36.89803921568628,3766.5568627450975,7330.003921568626,604.3058823529411,5271.266666666667,16429.152941176475,267.35686274509806,0,21729.60392156863,7.0,0,383.0,21351.894117647105,0,,3.0,,,3.0,6.0,,,,,,,,,,,,,,,,,,2.0,,5.0,,,,,1.0,,658421.522363852,3.0,,,,,,,,2.0,,1.0,2.0,,,,,,,11.0,1.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,125.0,,16.0,1.0,3.0,8.0,1.0,3.0,1.0,3.0,8.0,12.0,2.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-05-01,0.010256410256410256,1.2180519310673747,62.793053
2009-06-01,10.7119751895083,0.0,0.2895575038202,61.43000000000001,8.010000000000048,35.99879610813065,0.4028114378452301,0.149777352809906,0.2760758075804033,4.6361973162665375,0.4397505769208698,1.8938512378173145,649.8745098039216,42.0,0,4,36.89803921568628,3766.5568627450975,7330.003921568626,604.3058823529411,5271.266666666667,16429.152941176475,267.35686274509806,0,21729.60392156863,7.0,0,383.0,21351.894117647105,0,,3.0,,,3.0,6.0,,,,,,,,,,,,,,,,,,2.0,,5.0,,,,,1.0,,658421.522363852,3.0,,,,,,,,2.0,,1.0,2.0,,,,,,,11.0,1.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,125.0,,16.0,1.0,3.0,8.0,1.0,3.0,1.0,3.0,8.0,12.0,2.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-06-01,0.010256410256410256,1.2180519310673747,64.921745
2009-07-01,4.0130853652904,0.0,0.08191201645834571,61.97000000000003,20.110000000000014,41.42218632619341,0.4017478823661804,0.1470319032669067,0.2639631095904184,3.751479438862181,0.1107045695390893,1.5145799514416822,649.8745098039216,42.0,0,4,36.89803921568628,3766.5568627450975,7330.003921568626,604.3058823529411,5271.266666666667,16429.152941176475,267.35686274509806,0,21729.60392156863,7.0,0,383.0,21351.894117647105,0,,3.0,,,3.0,6.0,,,,,,,,,,,,,,,,,,2.0,,5.0,,,,,1.0,,658421.522363852,3.0,,,,,,,,2.0,,1.0,2.0,,,,,,,11.0,1.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,125.0,,16.0,1.0,3.0,8.0,1.0,3.0,1.0,3.0,8.0,12.0,2.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-07-01,0.010256410256410256,1.2180519310673747,68.76287
2009-08-01,2.8994179768915,-2.9802322387695312e-05,0.056505533324602966,61.81,6.170000000000016,39.470557028276744,0.4010616540908813,0.142728567123413,0.2612597010795957,4.263194568515204,0.4315708657809684,1.576933845425171,649.8745098039216,42.0,0,4,36.89803921568628,3766.5568627450975,7330.003921568626,604.3058823529411,5271.266666666667,16429.152941176475,267.35686274509806,0,21729.60392156863,7.0,0,383.0,21351.894117647105,0,,3.0,,,3.0,6.0,,,,,,,,,,,,,,,,,,2.0,,5.0,,,,,1.0,,658421.522363852,3.0,,,,,,,,2.0,,1.0,2.0,,,,,,,11.0,1.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,125.0,,16.0,1.0,3.0,8.0,1.0,3.0,1.0,3.0,8.0,12.0,2.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-08-01,0.010256410256410256,1.2180519310673747,72.235954
2009-09-01,2.5820251000431997,-1.4901161193847656e-05,0.027828833642926806,54.23000000000002,21.190000000000055,39.590661258782745,0.4004088044166565,0.1433106511831283,0.2631001507089708,3.133847018673212,0.0118424977787377,0.7557030440607596,649.8745098039216,42.0,0,4,36.89803921568628,3766.5568627450975,7330.003921568626,604.3058823529411,5271.266666666667,16429.152941176475,267.35686274509806,0,21729.60392156863,7.0,0,383.0,21351.894117647105,0,,3.0,,,3.0,6.0,,,,,,,,,,,,,,,,,,2.0,,5.0,,,,,1.0,,658421.522363852,3.0,,,,,,,,2.0,,1.0,2.0,,,,,,,11.0,1.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,125.0,,16.0,1.0,3.0,8.0,1.0,3.0,1.0,3.0,8.0,12.0,2.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-09-01,0.010256410256410256,1.2180519310673747,59.101685
2009-10-01,50.3918215674055,0.0,0.8217318788344999,45.53000000000003,11.210000000000036,29.829134933828186,0.4022828042507171,0.1494684219360351,0.2756871742663747,5.206698858079791,0.3563157295399676,2.082004865781894,649.8745098039216,42.0,0,4,36.89803921568628,3766.5568627450975,7330.003921568626,604.3058823529411,5271.266666666667,16429.152941176475,267.35686274509806,0,21729.60392156863,7.0,0,383.0,21351.894117647105,0,,3.0,,,3.0,6.0,,,,,,,,,,,,,,,,,,2.0,,5.0,,,,,1.0,,658421.522363852,3.0,,,,,,,,2.0,,1.0,2.0,,,,,,,11.0,1.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,125.0,,16.0,1.0,3.0,8.0,1.0,3.0,1.0,3.0,8.0,12.0,2.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10-01,0.010256410256410256,1.2180519310673747,22.390299
2009-11-01,9.7484588623046,-5.960487214906607e-06,0.2052765700124,38.51000000000005,4.350000000000023,24.17094842218279,0.403937816619873,0.1500107645988464,0.2971123452380323,4.315201926742468,0.0167368420340675,1.4809212812362018,649.8745098039216,42.0,0,4,36.89803921568628,3766.5568627450975,7330.003921568626,604.3058823529411,5271.266666666667,16429.152941176475,267.35686274509806,0,21729.60392156863,7.0,0,383.0,21351.894117647105,0,,3.0,,,3.0,6.0,,,,,,,,,,,,,,,,,,2.0,,5.0,,,,,1.0,,658421.522363852,3.0,,,,,,,,2.0,,1.0,2.0,,,,,,,11.0,1.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,125.0,,16.0,1.0,3.0,8.0,1.0,3.0,1.0,3.0,8.0,12.0,2.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-11-01,0.010256410256410256,1.2180519310673747,11.386776
