Species Name,Assessment ID,Red List Category,Population Trend,Kingdom,Phylum,Class,Order,Family,Genus,2020,2021,2022,2023,2024,2025
Armillaria mellea,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria,0,0,0,2,0,0
Artemisia californica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,2,0,2,0,1,0
Aspidotis californica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Aspidotis,1,0,0,0,0,0
Asterella californica,Not Found,Unknown,Unknown,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Aytoniaceae,Asterella,0,0,0,0,1,0
Aythya collaris,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,9,2,11,0,0,3
Azolla filiculoides,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Polypodiopsida,Salviniales,Salviniaceae,Azolla,0,0,0,0,0,1
Baccharis pilularis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,0,0,1,2,1,0
Baccharis salicifolia,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,0,0,3,2,2,2
Baeolophus inornatus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Paridae,Baeolophus,2,1,2,1,2,0
Batrachoseps nigriventris,Not Found,Unknown,Unknown,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Batrachoseps,0,0,0,1,0,0
Bellis perennis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bellis,0,0,0,0,0,1
Bibiodes halteralis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Bibionidae,Bibiodes,0,0,0,1,0,0
Bidens alba,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bidens,0,0,0,0,0,1
Bjerkandera fumosa,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Bjerkandera,0,0,0,1,0,0
Bolbitius titubans,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Bolbitius,1,0,0,4,0,0
Bombus melanopygus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,0,0,0,1,0,0
Bombycilla cedrorum,137475540,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Bombycillidae,Bombycilla,1,0,0,0,0,1
Branta canadensis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,1,5,3,2,0,4
Brickellia californica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Brickellia,0,0,1,0,2,0
Brotogeris chiriri,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,1,0,0,0,0,0
Bubo virginianus,132039486,Least Concern,Stable,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,0,0,1,1,0,1
Bucephala albeola,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala,5,5,6,2,0,0
Buteo jamaicensis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,7,3,7,6,11,11
Buteo lineatus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,2,5,6,2,1,4
Butorides virescens,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Butorides,1,2,0,4,0,0
Cairina moschata,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cairina,0,3,2,1,0,0
Calidris minutilla,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,2,2,2,1,0,0
Callipepla californica,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Callipepla,0,0,0,1,0,2
Calypte anna,186913595,Least Concern,Increasing,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,1,3,3,1,1,6
Candelariella vitellina,Not Found,Unknown,Unknown,Fungi,Ascomycota,Candelariomycetes,Candelariales,Candelariaceae,Candelariella,0,0,0,1,0,0
Candolleomyces candolleanus,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Candolleomyces,0,0,0,1,1,0
Canis latrans,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,1,0,0,1,3,4
Capsella bursa-pastoris,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Capsella,0,0,0,0,0,1
Cathartes aura,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Cathartes,1,0,1,0,0,0
Catharus guttatus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Turdidae,Catharus,0,4,0,0,0,2
Ceanothus crassifolius,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Ceanothus,1,0,0,5,1,0
Ceanothus megacarpus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Ceanothus,1,0,0,1,0,0
Cenchrus longisetus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cenchrus,0,0,0,0,0,1
Cenchrus setaceus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cenchrus,0,0,2,0,4,1
Cercocarpus betuloides,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Cercocarpus,0,0,1,0,0,0
Chamaea fasciata,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Chamaea,0,1,0,0,0,2
Charadrius vociferus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,0,1,1,0,0,1
Chenopodiastrum murale,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodiastrum,0,0,0,0,1,0
Chondestes grammacus,136926221,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Chondestes,0,0,4,0,0,0
Chroicocephalus philadelphia,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,0,0,0,0,1,0
Cirsium vulgare,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,0,0,0,0,1,0
Coccinella septempunctata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella,0,0,0,0,1,0
Colaptes auratus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,0,2,0,0,2,1
Colinus virginianus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Colinus,0,0,0,0,0,1
Columba livia,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,4,0,0,0,3,1
Corethrogyne filaginifolia,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Corethrogyne,0,0,0,0,1,0
Cornu aspersum,Not Found,Unknown,Unknown,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cornu,1,1,0,0,0,1
Corvus brachyrhynchos,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,1,3,0,1,0,1
Corvus corax,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,1,5,1,2,5,3
Crassula multicava,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Crassula,0,1,0,0,0,0
Crotalus oreganus,Not Found,Unknown,Unknown,Animalia,Chordata,Squamata,Unknown,Viperidae,Crotalus,0,1,0,0,0,0
Cyanocitta stelleri,118809071,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Corvidae,Cyanocitta,0,0,1,0,0,0
Dacrymyces chrysospermus,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Dacrymycetes,Dacrymycetales,Dacrymycetaceae,Dacrymyces,0,0,1,0,0,0
Danaus plexippus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,0,1,0,0,0,0
Dargida procinctus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Dargida,1,0,0,0,0,0
Datura wrightii,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Datura,0,1,2,2,1,1
Dermacentor occidentalis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Dermacentor,0,0,1,0,0,0
Diaspis echinocacti,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Diaspididae,Diaspis,0,0,0,1,0,0
Didelphis virginiana,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,0,1,0,0,0,0
Dione vanillae,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dione,0,0,0,0,1,0
Diplacus longiflorus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae,Diplacus,0,0,1,0,0,0
Diplacus puniceus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae,Diplacus,0,0,1,0,0,0
Discus rotundatus,Not Found,Unknown,Unknown,Animalia,Mollusca,Gastropoda,Stylommatophora,Discidae,Discus,0,0,0,1,0,0
Drymocallis glandulosa,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Drymocallis,0,0,0,0,1,0
Dryobates nuttallii,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,3,6,4,2,0,2
Dryobates pubescens,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,1,0,1,0,0,0
Dudleya lanceolata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Dudleya,0,0,1,0,2,0
Dysdera crocata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Dysderidae,Dysdera,0,0,1,0,1,0
Egretta thula,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,0,2,1,0,0,3
Elgaria multicarinata,Not Found,Unknown,Unknown,Animalia,Chordata,Squamata,Unknown,Anguidae,Elgaria,1,2,0,0,0,0
Empidonax wrightii,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,0,1,0,0,0,0
Encelia farinosa,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Encelia,0,1,0,0,0,0
Entoloma sericeum,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,0,0,0,1,0,0
Epilobium ciliatum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,0,0,0,0,0,2
Eriogonum elongatum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum,0,0,0,2,0,0
Eriogonum fasciculatum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum,0,0,0,2,5,1
Eriophyllum confertiflorum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eriophyllum,0,0,0,0,1,0
Erodium cicutarium,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Erodium,1,0,2,1,7,0
Erodium moschatum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Erodium,0,0,0,0,2,0
Eschscholzia californica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia,0,1,0,0,0,0
Eupeodes fumipennis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,0,0,0,0,1,0
Euphagus cyanocephalus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Icteridae,Euphagus,5,0,2,1,1,0
Euphorbia maculata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,0,0,0,1,0,0
Euphorbia melanadenia,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,2,0,0,2,5,0
Euphorbia peplus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,0,0,0,0,0,1
Falco columbarius,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,1,1,2,0,2,0
Falco peregrinus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,7,1,1,0,0,1
Felis catus,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,0,0,1,0,1,0
Frangula californica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Frangula,0,0,1,0,1,0
Fulica americana,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Gruiformes,Rallidae,Fulica,1,7,3,0,1,7
Galium angustifolium,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,0,0,0,0,1,0
Gallinago delicata,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,0,0,0,0,0,1
Gazania linearis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gazania,0,0,0,0,0,1
Geothlypis trichas,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,3,3,1,1,0,2
Gryllodes sigillatus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllodes,1,0,1,0,0,2
Gymnopilus ventricosus,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Gymnopilus,0,0,0,0,1,0
Gynaikothrips ficorum,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Thysanoptera,Phlaeothripidae,Gynaikothrips,0,0,0,0,0,1
Haemorhous mexicanus,132001810,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous,1,4,0,2,8,2
Haemorhous purpureus,94672558,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous,0,1,2,0,0,0
Harmonia axyridis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia,1,0,2,0,1,0
Hazardia squarrosa,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hazardia,0,0,0,0,1,0
Helianthus annuus,47600755,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,0,0,0,0,2,0
Helichrysum luteoalbum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helichrysum,0,0,0,0,0,1
Herpyllus propinquus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Gnaphosidae,Herpyllus,1,0,0,0,0,0
Hesperoyucca whipplei,163128194,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Hesperoyucca,1,0,0,0,3,0
Heteromeles arbutifolia,156822117,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Heteromeles,6,0,0,8,9,4
Heterotheca grandiflora,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Heterotheca,1,0,0,3,1,0
Hibana incursa,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Anyphaenidae,Hibana,0,0,1,0,0,0
Himantopus mexicanus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Himantopus,5,4,2,3,1,5
Hirschfeldia incana,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Hirschfeldia,0,0,0,0,2,0
Iris oratoria,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Mantodea,Eremiaphilidae,Iris,0,0,0,0,1,0
Jadera haematoloma,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Rhopalidae,Jadera,1,0,0,0,0,0
Junco hyemalis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Junco,2,5,2,4,1,1
Junonia grisea,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Junonia,0,0,0,0,1,0
Keckiella cordifolia,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Keckiella,0,0,1,0,0,0
Lactarius alnicola,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,0,0,0,0,1,0
Lactarius rufulus,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,0,0,0,1,0,0
Laetiporus gilbertsonii,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Laetiporaceae,Laetiporus,0,1,0,0,0,0
Lamium amplexicaule,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,0,0,0,0,0,1
Largus californicus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Largidae,Largus,0,0,0,0,3,0
Larus delawarensis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,1,0,0,0,0,2
Larus occidentalis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,0,1,2,0,0,1
Larus smithsonianus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,2,1,1,1,0,0
Leiothlypis celata,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,1,1,0,1,2,1
Lepiota decorata,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota,0,0,0,1,0,0
Leptoglossus occidentalis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Leptoglossus,0,0,0,1,0,0
Leratiomyces ceres,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Leratiomyces,1,0,1,3,2,0
Leratiomyces percevalii,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Leratiomyces,0,0,0,8,0,0
Limenitis bredowii,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Limenitis,1,0,0,0,1,0
Linepithema humile,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,0,0,0,1,0,3
Liometopum occidentale,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Liometopum,2,0,0,0,0,0
Liorhyssus hyalinus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Rhopalidae,Liorhyssus,0,0,0,0,1,0
Lobularia maritima,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lobularia,0,0,1,0,0,0
Lonchura punctulata,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Lonchura,0,0,1,0,0,0
Lonicera japonica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera,0,0,0,0,0,1
Lonicera subspicata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera,0,0,0,1,0,0
Lophodytes cucullatus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Lophodytes,4,4,2,0,0,1
Ludwigia peploides,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Ludwigia,0,0,0,0,0,1
Lumbricus terrestris,Not Found,Unknown,Unknown,Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Lumbricus,0,0,0,0,1,0
Lupinus hirsutissimus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,0,0,1,0,0,0
Lupinus succulentus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,1,0,0,0,1,0
Lygaeus kalmii,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Lygaeus,0,0,0,0,1,0
Lysimachia arvensis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Lysimachia,0,0,0,1,0,0
Lysurus mokusin,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Lysurus,0,0,0,1,0,0
Malacothrix saxatilis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Malacothrix,2,0,0,1,0,0
