Species Name,Assessment ID,Red List Category,Population Trend,Kingdom,Phylum,Class,Order,Family,Genus,2020,2021,2022,2023,2024,2025
Anaxyrus boreas,Not Found,Unknown,Unknown,Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,0,1,0,0,0,0
Aphelocoma californica,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,2,24,5,3,2,6
Apis mellifera,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,3,0,3,2,1,6
Aquarius remigis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Gerridae,Aquarius,0,0,0,0,1,0
Arachnis picta,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Arachnis,0,0,0,1,0,1
Aratinga erythrogenys,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,0,0,1,0,0,0
Aratinga mitrata,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,1,0,0,3,2,2
Arctostaphylos glandulosa,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Arctostaphylos,0,0,0,0,1,0
Arctostaphylos glauca,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Arctostaphylos,1,0,0,1,1,0
Ardea alba,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,0,0,1,0,0,1
Armadillidium vulgare,Not Found,Unknown,Unknown,Animalia,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Armadillidium,2,0,1,0,0,0
Armillaria mellea,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria,0,0,0,1,1,0
Artemisia californica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,13,0,3,4,2,0
Artemisia douglasiana,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,0,0,0,0,0,1
Arundo donax,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Arundo,0,1,0,0,0,3
Asparagus setaceus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Asparagus,0,0,0,0,1,0
Asterella californica,Not Found,Unknown,Unknown,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Aytoniaceae,Asterella,1,0,0,1,2,0
Atriplex canescens,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Atriplex,0,0,1,0,0,0
Atriplex lentiformis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Atriplex,0,1,0,0,0,0
Aythya collaris,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,1,0,0,0,7,0
Baccharis salicifolia,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,5,0,2,5,0,2
Baeolophus inornatus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Paridae,Baeolophus,0,5,2,2,2,0
Batrachoseps nigriventris,Not Found,Unknown,Unknown,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Batrachoseps,1,0,2,1,0,0
Bibiodes halteralis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Bibionidae,Bibiodes,0,0,0,1,0,0
Bidens pilosa,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bidens,0,0,0,0,1,0
Boisea rubrolineata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Rhopalidae,Boisea,0,0,0,2,0,0
Bolbitius titubans,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Bolbitius,1,0,1,0,0,0
Bombus melanopygus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,0,0,0,0,1,0
Bombycilla cedrorum,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Bombycillidae,Bombycilla,2,1,0,1,1,0
Branta canadensis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,1,0,0,0,0,1
Brickellia californica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Brickellia,0,1,2,1,1,5
Bubo virginianus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,1,1,1,1,1,2
Buteo jamaicensis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,1,2,2,2,2,10
Buteo lineatus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,0,1,0,2,1,4
Butorides virescens,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Butorides,1,0,1,1,0,0
Cairina moschata,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cairina,1,0,0,0,0,0
Calathus ruficollis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Calathus,0,0,0,1,0,0
Calliandra haematocephala,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Calliandra,0,1,0,0,0,0
Callicladium imponens,Not Found,Unknown,Unknown,Plantae,Bryophyta,Bryopsida,Hypnales,Callicladiaceae,Callicladium,0,0,1,0,0,0
Callipepla californica,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Callipepla,0,0,0,0,0,1
Calypte anna,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,4,1,3,1,1,3
Canis latrans,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,0,1,0,0,5,4
Cardellina pusilla,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Parulidae,Cardellina,0,0,1,0,0,0
Cathartes aura,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Cathartes,0,2,0,0,1,1
Catharus guttatus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Turdidae,Catharus,0,0,0,1,0,1
Ceanothus crassifolius,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Ceanothus,1,0,0,1,2,0
Ceanothus leucodermis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Ceanothus,0,0,0,0,2,0
Ceanothus oliganthus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Ceanothus,0,0,0,1,0,0
Celastrina ladon,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Celastrina,1,0,0,0,0,0
Cenchrus setaceus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cenchrus,3,0,0,1,1,2
Ceratiomyxa fruticulosa,Not Found,Unknown,Unknown,Protozoa,Mycetozoa,Protosteliomycetes,Ceratiomyxales,Ceratiomyxaceae,Ceratiomyxa,0,0,0,1,0,0
Ceratitis capitata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Ceratitis,0,0,0,0,1,0
Cercocarpus betuloides,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Cercocarpus,0,0,1,0,1,3
Cerococcus quercus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Cerococcidae,Cerococcus,0,0,0,1,0,0
Chamaea fasciata,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Chamaea,0,0,1,0,0,0
Chenopodiastrum murale,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodiastrum,0,0,0,0,1,0
Chlaenius cumatilis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Chlaenius,0,0,0,1,0,0
Chlorophyllum brunneum,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Chlorophyllum,2,0,0,0,0,0
Chrysothrix xanthina,Not Found,Unknown,Unknown,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Chrysotrichaceae,Chrysothrix,0,0,0,0,1,0
Cistus ladanifer,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Cistus,0,0,0,1,0,0
Clematis lasiantha,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis,1,0,0,0,0,0
Colaptes auratus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,0,2,0,0,1,0
Colias eurytheme,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,0,0,0,0,1,0
Colonus hesperus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Colonus,0,0,0,0,0,1
Columba livia,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,0,0,0,0,1,2
Coprinellus flocculosus,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,0,0,0,0,0,1
Coprinellus radians,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,0,0,0,1,0,0
Corethrogyne filaginifolia,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Corethrogyne,0,0,0,0,1,0
Cornu aspersum,Not Found,Unknown,Unknown,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cornu,0,0,0,2,0,0
Corvus brachyrhynchos,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,3,2,5,4,0,4
Corvus corax,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,2,3,4,1,0,5
Cotula australis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cotula,1,0,0,0,0,0
Crassula connata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Crassula,0,0,0,1,0,0
Crepidotus applanatus,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Crepidotaceae,Crepidotus,0,0,0,1,0,0
Croton californicus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Croton,0,0,1,0,0,0
Cupaniopsis anacardioides,146621308,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Cupaniopsis,0,0,1,0,0,0
Cupressus arizonica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Cupressus,0,0,0,0,1,0
Curicaberis peninsulanus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Sparassidae,Curicaberis,0,0,0,0,1,0
Cuscuta californica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Cuscuta,0,0,0,3,0,0
Cuscuta subinclusa,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Cuscuta,0,0,0,1,0,0
Cyanocitta stelleri,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Corvidae,Cyanocitta,0,0,1,0,0,0
Cyperus eragrostis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus,0,0,0,1,0,0
Cyprinus carpio,Not Found,Unknown,Unknown,Animalia,Chordata,Unknown,Cypriniformes,Cyprinidae,Cyprinus,0,0,1,0,0,0
Danaus plexippus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,0,0,0,0,1,2
Delphinium cardinale,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Delphinium,0,0,1,1,2,0
Deroceras reticulatum,Not Found,Unknown,Unknown,Animalia,Mollusca,Gastropoda,Stylommatophora,Agriolimacidae,Deroceras,0,0,0,1,0,0
Descurainia pinnata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Descurainia,0,0,1,1,0,0
Dilophus orbatus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Bibionidae,Dilophus,0,0,0,0,1,0
Dione vanillae,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dione,0,0,0,0,0,2
Dioprosopa clavatus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Dioprosopa,0,0,0,1,0,0
Diplacus longiflorus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae,Diplacus,0,0,0,0,3,0
Discus rotundatus,Not Found,Unknown,Unknown,Animalia,Mollusca,Gastropoda,Stylommatophora,Discidae,Discus,0,0,2,0,0,0
Dryobates nuttallii,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,2,4,0,1,0,0
Dryopteris arguta,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Dryopteris,0,1,1,1,2,0
Dudleya cymosa,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Dudleya,0,17,1,0,5,0
Dudleya lanceolata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Dudleya,1,1,9,3,1,1
Dysdera crocata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Dysderidae,Dysdera,0,0,0,0,1,0
Egretta thula,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,4,0,0,0,3,0
Eleodes osculans,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,0,0,0,1,1,0
Elgaria multicarinata,Not Found,Unknown,Unknown,Animalia,Chordata,Squamata,Unknown,Anguidae,Elgaria,1,1,0,0,0,0
Encelia californica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Encelia,8,0,2,2,2,0
Endotropis crocea,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Endotropis,0,0,0,1,2,0
Epilobium canum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,0,1,1,0,1,0
Ericameria parishii,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ericameria,0,0,1,0,0,0
Ericameria pinifolia,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ericameria,1,0,0,0,1,0
Eriodictyon crassifolium,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Namaceae,Eriodictyon,0,2,1,1,1,1
Eriodictyon trichocalyx,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Namaceae,Eriodictyon,0,0,1,0,0,0
Eriogonum elongatum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum,1,0,0,1,1,1
Eriogonum fasciculatum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum,6,0,2,3,3,2
Eriophyllum confertiflorum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eriophyllum,0,0,0,0,4,0
Erodium cicutarium,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Erodium,0,0,0,1,1,0
Erodium moschatum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Erodium,2,0,0,1,0,0
Erythranthe guttata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae,Erythranthe,0,0,0,0,2,0
Euborellia annulipes,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Dermaptera,Anisolabididae,Euborellia,0,0,1,0,0,0
Eupeodes fumipennis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,0,0,1,0,0,0
Eupeodes volucris,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,0,0,0,0,1,0
Euphorbia dendroides,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,1,0,0,1,0,0
Euphorbia melanadenia,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,0,0,1,0,0,0
Euphorbia peplus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,0,0,1,0,0,0
Eupithecia miserulata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,0,0,0,0,1,0
Falco columbarius,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,0,1,0,0,1,0
Falco peregrinus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,0,0,0,1,1,1
Falco sparverius,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,0,0,1,1,0,0
Ficus carica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,0,0,0,0,1,0
Flavopunctelia flaventior,Not Found,Unknown,Unknown,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Flavopunctelia,0,0,0,1,0,0
Forficula dentata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Dermaptera,Forficulidae,Forficula,0,0,0,1,1,0
Frangula californica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Frangula,1,0,1,1,2,0
Fulica americana,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Gruiformes,Rallidae,Fulica,2,0,0,0,1,0
Furcraea foetida,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Furcraea,1,0,1,0,0,0
Galium angustifolium,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,0,0,0,0,1,0
Garrya veatchii,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Garryales,Garryaceae,Garrya,0,0,0,0,1,0
Geothlypis trichas,137315462,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,0,0,0,0,1,0
Glyptostoma gabrielense,Not Found,Unknown,Unknown,Animalia,Mollusca,Gastropoda,Stylommatophora,Megomphicidae,Glyptostoma,0,0,0,1,2,0
Gosodesmus claremontus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Diplopoda,Platydesmida,Andrognathidae,Gosodesmus,0,0,1,0,0,0
Gymnopilus aurantiophyllus,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Gymnopilus,0,0,0,1,1,0
Habronattus oregonensis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Habronattus,0,0,1,0,0,0
Haemorhous mexicanus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous,1,13,4,5,0,3
Haemorhous purpureus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous,2,1,0,0,0,0
Haliaeetus leucocephalus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,1,0,0,0,0,0
Haplophthalmus danicus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Haplophthalmus,0,0,1,0,0,0
Haplotrema caelatum,Not Found,Unknown,Unknown,Animalia,Mollusca,Gastropoda,Stylommatophora,Haplotrematidae,Haplotrema,0,1,0,0,0,0
Harmonia axyridis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia,1,0,0,1,0,1
Hazardia squarrosa,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hazardia,0,0,0,0,1,0
Hebestatis theveneti,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Halonoproctidae,Hebestatis,0,0,1,0,0,0
Helianthus annuus,47600755,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,0,0,0,1,0,0
Helminthoglypta tudiculata,Not Found,Unknown,Unknown,Animalia,Mollusca,Gastropoda,Stylommatophora,Xanthonychidae,Helminthoglypta,0,0,0,4,1,0
Helops confluens,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Helops,0,0,0,1,0,0
Hesperoyucca whipplei,163128194,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Hesperoyucca,10,2,3,2,1,2
Heteromeles arbutifolia,156822117,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Heteromeles,6,2,1,5,0,2
Heterotheca grandiflora,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Heterotheca,0,0,1,0,1,0
Hibana incursa,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Anyphaenidae,Hibana,0,0,0,0,1,0
Hirschfeldia incana,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Hirschfeldia,1,0,0,0,1,0
Homalodisca vitripennis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Homalodisca,0,0,1,0,0,0
Hoplosphyrum boreale,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Orthoptera,Mogoplistidae,Hoplosphyrum,0,0,0,2,0,1
Hylephila phyleus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Hylephila,0,0,0,0,0,1
Ixodes pacificus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Ixodes,0,0,0,1,0,0
Jadera haematoloma,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Rhopalidae,Jadera,0,0,0,0,1,0
Junco hyemalis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Junco,0,10,5,0,0,4
Keckiella cordifolia,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Keckiella,1,0,1,0,0,0
Lactarius alnicola,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,0,0,0,3,0,0
Lamium amplexicaule,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,0,0,1,0,0,0
Larus californicus,132542511,Least Concern,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,0,1,0,0,0,0
Larus occidentalis,132543621,Least Concern,Increasing,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,1,0,0,0,0,0
