Species Name,Assessment ID,Red List Category,Population Trend,Kingdom,Phylum,Class,Order,Family,Genus,2020,2021,2022,2023,2024,2025
Anser albifrons,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,0,0,1,0,0,0
Anser anser,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,0,0,1,1,0,0
Anser cygnoides,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,0,0,1,2,4,0
Anser rossii,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,0,0,0,0,1,0
Anthus rubescens,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,0,0,0,0,0,1
Antianthe expansa,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Membracidae,Antianthe,0,0,1,0,0,0
Aphelocoma californica,112293863,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,0,7,3,2,4,0
Apis mellifera,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,3,0,1,2,0,7
Aratinga mitrata,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,0,1,0,0,1,0
Ardea alba,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,3,0,0,4,4,2
Ardea herodias,181565357,Least Concern,Increasing,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,1,0,0,0,1,5
Armadillidium vulgare,Not Found,Unknown,Unknown,Animalia,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Armadillidium,0,0,1,0,0,0
Armillaria mellea,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria,0,0,2,0,1,0
Artemisia californica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,0,0,0,0,1,0
Arundo donax,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Arundo,1,0,0,0,0,0
Asclepias curassavica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Asclepias,1,0,0,0,0,0
Aythya affinis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,1,0,0,5,2,0
Aythya collaris,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,3,0,0,1,0,0
Baccharis pilularis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,0,2,0,1,0,0
Baccharis salicifolia,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,0,0,0,2,0,0
Baeolophus inornatus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Paridae,Baeolophus,0,1,0,1,1,0
Bagrada hilaris,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Bagrada,0,0,0,1,0,0
Batrachoseps nigriventris,Not Found,Unknown,Unknown,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Batrachoseps,0,0,2,0,0,0
Bidens pilosa,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bidens,0,0,0,0,2,0
Bolbitius titubans,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Bolbitius,0,0,0,0,0,1
Bombus melanopygus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,1,1,0,0,0,0
Bombus sonorus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,1,0,0,0,0,0
Bombus vosnesenskii,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,0,0,0,0,0,1
Bombycilla cedrorum,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Bombycillidae,Bombycilla,1,0,0,3,4,0
Bothriocyrtum californicum,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Halonoproctidae,Bothriocyrtum,0,1,1,0,0,0
Branta canadensis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,6,1,2,2,5,6
Branta hutchinsii,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,0,0,0,0,1,0
Brotogeris chiriri,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,2,3,1,1,1,6
Bubo virginianus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,0,1,8,2,8,4
Bucephala albeola,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala,1,0,1,0,0,1
Bucephala clangula,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala,0,0,0,0,0,1
Buteo jamaicensis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,5,38,36,9,14,2
Buteo lineatus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,0,3,1,0,0,1
Butorides virescens,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Butorides,4,0,0,2,2,1
Cairina moschata,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cairina,4,0,5,2,2,1
Calathus ruficollis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Calathus,0,0,1,0,0,0
Calidris minutilla,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,0,0,0,0,0,2
Calycomyza malvae,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Agromyzidae,Calycomyza,0,0,1,0,0,0
Calypte anna,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,6,10,4,0,4,1
Candolleomyces candolleanus,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Candolleomyces,0,0,0,1,0,0
Canis latrans,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,0,2,4,0,1,1
Capsella bursa-pastoris,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Capsella,1,0,0,1,0,0
Cathartes aura,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Cathartes,0,0,2,0,1,0
Catharus guttatus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Turdidae,Catharus,0,2,2,0,0,0
Cenchrus setaceus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cenchrus,0,0,1,0,0,0
Ceratitis capitata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Ceratitis,0,0,0,0,2,0
Chamaea fasciata,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Chamaea,0,1,0,0,0,0
Charadrius vociferus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,0,0,0,0,1,0
Chenopodiastrum murale,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodiastrum,0,0,0,1,2,0
Cistothorus palustris,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Cistothorus,3,0,0,0,0,0
Clogmia albipunctatus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Clogmia,1,0,0,0,0,0
Coccinella septempunctata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella,1,1,0,0,1,0
Colaptes auratus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,0,1,1,2,6,0
Colonus hesperus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Colonus,1,0,0,0,0,0
Columba livia,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,10,1,2,3,3,9
Coprinellus flocculosus,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,0,0,0,3,0,0
Coprinus comatus,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Coprinus,0,0,1,0,0,0
Cornu aspersum,Not Found,Unknown,Unknown,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cornu,7,0,0,0,0,0
Corvus brachyrhynchos,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,3,3,2,0,0,0
Corvus corax,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,1,10,3,1,4,4
Cotinis mutabilis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Cotinis,1,0,0,0,0,1
Cycloneda sanguinea,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cycloneda,1,1,1,1,2,1
Cyprinus carpio,Not Found,Unknown,Unknown,Animalia,Chordata,Unknown,Cypriniformes,Cyprinidae,Cyprinus,0,0,0,1,0,0
Cystotheca lanestris,Not Found,Unknown,Unknown,Fungi,Ascomycota,Leotiomycetes,Helotiales,Erysiphaceae,Cystotheca,0,0,0,0,0,1
Danaus plexippus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,4,1,3,1,2,0
Datura wrightii,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Datura,0,0,0,2,3,0
Didelphis virginiana,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,1,1,1,0,0,4
Dione vanillae,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dione,1,0,2,1,0,0
Disclisioprocta stellata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Disclisioprocta,0,0,0,0,0,1
Dorymyrmex insanus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Dorymyrmex,0,0,0,1,0,0
Dryobates nuttallii,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,1,2,3,1,2,0
Dryobates pubescens,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,0,0,1,0,0,0
Dysdera crocata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Dysderidae,Dysdera,0,0,1,0,0,0
Echium candicans,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Echium,0,0,0,0,0,1
Egretta thula,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,0,2,0,1,0,2
Elgaria multicarinata,Not Found,Unknown,Unknown,Animalia,Chordata,Squamata,Unknown,Anguidae,Elgaria,0,0,2,0,0,0
Empidonax difficilis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,0,0,0,0,0,1
Encelia californica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Encelia,0,1,2,2,0,0
Epicoccum nigrum,Not Found,Unknown,Unknown,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,1,0,0,0,0,0
Erigeron bonariensis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,0,1,0,0,0,0
Eriogonum fasciculatum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum,0,3,0,0,0,0
Eriosporangium evadens,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Eriosporangium,0,0,0,0,0,1
Erodium moschatum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Erodium,0,0,1,3,1,0
Eschscholzia californica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia,0,0,1,0,0,0
Estigmene acrea,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Estigmene,0,0,0,0,1,0
Eucalyptus cladocalyx,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,0,0,0,1,0,0
Eucalyptus polyanthemos,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,0,0,0,0,1,0
Eupeodes fumipennis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,0,1,0,0,0,0
Eupeodes volucris,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,0,0,3,0,0,0
Euphagus cyanocephalus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Icteridae,Euphagus,6,0,0,0,0,3
Euphorbia maculata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,0,0,0,1,0,0
Euphorbia peplus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,1,0,1,0,0,0
Falco columbarius,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,1,0,0,0,0,1
Falco peregrinus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,0,0,0,1,2,0
Falco sparverius,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,1,1,1,0,0,4
Felis catus,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,0,0,1,0,0,1
Ficus auriculata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,0,0,0,1,0,0
Foeniculum vulgare,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Foeniculum,1,0,0,0,0,0
Forficula dentata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Dermaptera,Forficulidae,Forficula,0,0,0,0,1,0
Frangula californica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Frangula,0,0,1,0,0,1
Fulica americana,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Gruiformes,Rallidae,Fulica,6,1,4,5,4,4
Gallinula chloropus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallinula,0,0,0,1,0,1
Geothlypis trichas,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,1,0,0,0,0,4
Graphocephala versuta,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Graphocephala,0,0,0,0,0,1
Gryllodes sigillatus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllodes,5,0,1,0,1,0
Habronattus pyrrithrix,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Habronattus,0,0,0,0,1,1
Haemorhous mexicanus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous,4,19,6,1,8,4
Haemorhous purpureus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous,0,3,0,0,0,0
Halyomorpha halys,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Halyomorpha,0,0,0,0,2,0
Harmonia axyridis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia,0,0,1,2,0,7
Helminthoglypta traskii,Not Found,Unknown,Unknown,Animalia,Mollusca,Gastropoda,Stylommatophora,Xanthonychidae,Helminthoglypta,0,0,1,0,0,0
Helminthotheca echioides,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helminthotheca,0,0,1,0,0,0
Hesperoyucca whipplei,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Hesperoyucca,0,1,0,0,0,0
Heteromeles arbutifolia,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Heteromeles,4,3,2,3,4,8
Heterotheca grandiflora,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Heterotheca,1,0,1,0,0,0
Himantopus mexicanus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Himantopus,0,0,0,0,0,1
Hippodamia convergens,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Hippodamia,1,0,1,0,0,1
Hoplosphyrum boreale,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Orthoptera,Mogoplistidae,Hoplosphyrum,0,0,1,0,0,0
Hordeum murinum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Hordeum,0,0,1,0,0,0
Hylephila phyleus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Hylephila,0,0,0,0,0,2
Icerya purchasi,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Margarodidae,Icerya,0,0,1,0,0,0
Ixodes pacificus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Ixodes,0,1,0,1,0,0
Juglans californica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans,0,1,0,0,2,1
Junco hyemalis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Junco,1,3,4,0,3,2
Kniphofia uvaria,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Asparagales,Asphodelaceae,Kniphofia,0,0,0,0,0,1
Lactarius alnicola,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,0,0,0,1,0,0
Laetiporus gilbertsonii,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Laetiporaceae,Laetiporus,0,0,1,0,0,0
Lamium amplexicaule,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,0,0,0,1,0,0
Larus brachyrhynchus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,0,0,0,0,1,0
Larus californicus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,2,0,0,4,1,0
Larus fuscus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,0,0,0,1,4,0
Larus glaucescens,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,1,0,0,7,2,3
Larus glaucoides,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,0,0,0,0,3,2
Larus occidentalis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,1,0,0,8,4,0
Larus smithsonianus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,0,0,0,7,7,6
Latrodectus geometricus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Latrodectus,0,1,0,1,1,0
Latrodectus hesperus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Latrodectus,0,0,0,1,0,0
Leiothlypis celata,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,0,1,1,0,1,2
Leptopteromyia americana,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Asilidae,Leptopteromyia,0,1,0,0,0,0
Leptotes marina,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Leptotes,1,1,0,3,0,0
Leratiomyces ceres,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Leratiomyces,1,0,0,1,1,0
Leucocoprinus birnbaumii,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucocoprinus,0,0,1,0,0,0
Linepithema humile,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,1,1,0,0,1,0
Lobularia maritima,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lobularia,0,0,0,0,1,0
Lonchura punctulata,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Lonchura,0,1,1,0,0,4
Lonicera subspicata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera,0,1,0,0,0,0
Lophodytes cucullatus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Lophodytes,0,1,0,0,3,1
Lophostemon confertus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Lophostemon,0,0,0,0,1,0
Lunularia cruciata,Not Found,Unknown,Unknown,Plantae,Marchantiophyta,Marchantiopsida,Lunulariales,Lunulariaceae,Lunularia,0,0,0,1,0,0
Lupinus hirsutissimus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,1,0,0,0,0,0
Lupinus longifolius,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,0,0,0,1,0,0
Lynx rufus,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,0,0,0,1,0,0
Malacothrix saxatilis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Malacothrix,1,0,0,0,1,0
Malosma laurina,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Malosma,0,2,0,0,0,0
Marah macrocarpa,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Marah,0,0,1,1,0,0
Marasmius albogriseus,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,0,0,0,2,0,0
Marasmius plicatulus,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,0,0,0,1,0,0
Mareca americana,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mareca,3,0,1,3,1,2
Marrubium vulgare,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Marrubium,1,0,0,0,0,1
Medicago sativa,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,0,1,0,0,0,0
Melanerpes formicivorus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,0,3,2,3,3,0
Melilotus albus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,0,0,0,0,1,0
Melopsittacus undulatus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Melopsittacus,0,0,1,0,0,0
Melospiza lincolnii,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,0,0,0,0,0,1
