Species Name,Assessment ID,Red List Category,Population Trend,Kingdom,Phylum,Class,Order,Family,Genus,Observations_2015,Observations_2016,Observations_2017,Observations_2018,Observations_2019,Observations_2020,Observations_2021,Observations_2022,Observations_2023
Veronica chamaedrys,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,,,,,,1.0,,,
Agonum thoreyi,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Agonum,,,,,,,1.0,,
Buteo buteo,210507000,Least Concern,Stable,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,4.0,5.0,6.0,,1.0,7.0,2.0,4.0,5.0
Pica pica,264575751,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Corvidae,Pica,11.0,4.0,1.0,1.0,2.0,3.0,12.0,8.0,15.0
Lilioceris lilii,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Lilioceris,,,,1.0,,2.0,,,
Lamium purpureum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,,,,,2.0,,,,
Protapion fulvipes,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Apionidae,Protapion,,,,,,,1.0,,1.0
Passer montanus,166399056,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,,,,,1.0,1.0,,,1.0
Psylliodes chrysocephalus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Psylliodes,,,,,,1.0,,,
Mustela erminea,45203335,Least Concern,Stable,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,,,1.0,,,,,,
Aythya ferina,205288455,Vulnerable,Decreasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,,1.0,1.0,,1.0,,,1.0,
Hyacinthoides hispanica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Hyacinthoides,,,,1.0,,,,,
Gonepteryx rhamni,53720018,Least Concern,Decreasing,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Gonepteryx,,,1.0,2.0,1.0,,,,
Rattus norvegicus,221339363,Not Applicable,Stable,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,,,,,,,2.0,,
Egretta garzetta,166459851,Least Concern,Decreasing,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,,3.0,8.0,,,,1.0,6.0,3.0
Falco peregrinus,210513652,Least Concern,Unknown,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,,4.0,4.0,,7.0,1.0,,,
Subcoccinella vigintiquatuorpunctata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Subcoccinella,,,,,,,1.0,,
Amara similata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Amara,,,,,,,,,1.0
Poecilus versicolor,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Poecilus,,,,,,1.0,1.0,,
Ceutorhynchus pallidactylus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Ceutorhynchus,,,,,1.0,,1.0,,1.0
Chamaecyparis lawsoniana,2840024,Near Threatened,Increasing,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Chamaecyparis,1.0,,,,,,,,
Amara communis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Amara,,,,,,,1.0,,
Hypericum androsaemum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,,,,,,1.0,,,
Acupalpus dubius,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Acupalpus,,,,,,1.0,1.0,,1.0
Allium triquetrum,19355168,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Allium,,,,,,1.0,,,
Acer pseudoplatanus,125923004,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,1.0,,,,,,,,
Leiosoma deflexum,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Leiosoma,,1.0,,,,1.0,,,1.0
Cortinicara gibbosa,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Latridiidae,Cortinicara,,,,,,,2.0,,
Passer domesticus,199147773,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,11.0,8.0,,,2.0,4.0,9.0,2.0,7.0
Spatula clypeata,166200605,Least Concern,Decreasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,2.0,,1.0,,1.0,,,1.0,4.0
Lunaria annua,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lunaria,,,,,,1.0,,,
Pterostichus diligens,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,,,,,,,1.0,,
Polygonia c-album,53719853,Least Concern,Stable,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Polygonia,,,,1.0,2.0,,,,
Poecilus cupreus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Poecilus,,,,,,1.0,,,
Athene noctua,210505328,Least Concern,Unknown,Animalia,Chordata,Aves,Strigiformes,Strigidae,Athene,,2.0,5.0,1.0,2.0,,,,
Xanthoria parietina,Not Found,Unknown,Unknown,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Xanthoria,,,,,1.0,,,,
Tripleurospermum inodorum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tripleurospermum,,,,,2.0,,,,
Pentarthrum confine,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Pentarthrum,,,,,,,2.0,,
Altica lythri,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Altica,,,,,,1.0,,,
Euphorbia peplus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,,,,,,1.0,,,
Phyllotreta exclamationis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Phyllotreta,,,,,,,1.0,,
Sturnus vulgaris,166360937,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,1.0,1.0,1.0,,1.0,1.0,3.0,6.0,8.0
Polistes dominula,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae,Polistes,,,,,,,,,1.0
Pterostichus gracilis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,,,,,,1.0,,,
Branta bernicla,166196200,Least Concern,Stable,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,,,,1.0,,,,,
Fumaria muralis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Fumaria,,,,,2.0,,,,
Phaedon tumidulus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Phaedon,,,,,,1.0,,,
Limosa lapponica,166245372,Least Concern,Stable,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limosa,,1.0,1.0,1.0,2.0,,,,
Scolopax rusticola,166241741,Least Concern,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,1.0,,,,,,,,
Pterostichus vernalis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,,,,,,1.0,,,
Agonum muelleri,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Agonum,,,,,,,1.0,,
Sylvia atricapilla,166384785,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,1.0,3.0,,,,,,,3.0
Sitona lineatus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Sitona,,,,,,1.0,,,1.0
Phigalia pilosaria,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Phigalia,3.0,3.0,2.0,2.0,5.0,,,,
Aglais urticae,53706994,Least Concern,Stable,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Aglais,3.0,,,3.0,2.0,,,,
Larus glaucoides,196469259,Least Concern,Stable,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,,2.0,2.0,3.0,1.0,,,,
Vulpes vulpes,46190249,Least Concern,Stable,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,,,,,1.0,5.0,,,
Theria primaria,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Theria,1.0,,,,,,,,
Hydrometra stagnorum,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Hydrometridae,Hydrometra,,,,,,1.0,,,
Conistra ligula,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Conistra,2.0,2.0,2.0,,2.0,,,,
Eupithecia abbreviata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,,1.0,2.0,9.0,4.0,,,,
Phocoena phocoena,219010660,Least Concern,Stable,Animalia,Chordata,Mammalia,Cetacea,Phocoenidae,Phocoena,,,,,2.0,3.0,,1.0,
Tringa totanus,166248623,Vulnerable,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,,3.0,2.0,2.0,2.0,2.0,1.0,6.0,
Sciurus carolinensis,217344510,Not Applicable,Increasing,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,1.0,,,,,6.0,,,
Bradycellus sharpi,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bradycellus,,,,,,,1.0,,
Hedera helix,2758285,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Hedera,,,,,2.0,1.0,,,
Chelidonium majus,2758225,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Chelidonium,,,,,,1.0,,,
Parus major,264577711,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,15.0,6.0,1.0,,,2.0,2.0,1.0,10.0
Triticum aestivum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Triticum,,,,,,,2.0,,
Lacanobia oleracea,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacanobia,,,,,1.0,,,,
Anthocoris nemoralis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Anthocoridae,Anthocoris,,,,,,1.0,,,
Rhyzobius litura,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Rhyzobius,,1.0,,,,1.0,,,1.0
Ulex europaeus,86138815,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Ulex,,,,,,1.0,,,
Bembidion aeneum,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,,,,,,,1.0,,
Lithophane socia,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lithophane,,,,1.0,,,,,
Galanthus nivalis,5551773,Near Threatened,Decreasing,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Galanthus,1.0,,,,,,,,
Anisosticta novemdecimpunctata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Anisosticta,,,,,,1.0,1.0,,
Centaurea cyanus,51180112,Least Concern,Decreasing,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Centaurea,,,,,2.0,,,,
Arvicola amphibius,219451755,Least Concern,Unknown,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Arvicola,,,1.0,,,,,,
Lamium album,2762544,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,,,,,,1.0,,,
Rosulabryum capillare,Not Found,Unknown,Unknown,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Rosulabryum,1.0,,,,,,,,
Pieris rapae,53720063,Least Concern,Increasing,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris,,,,4.0,1.0,,,,
Larus marinus,166273324,Least Concern,Stable,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,,2.0,2.0,2.0,,3.0,1.0,5.0,2.0
Alliaria petiolata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Alliaria,,,,,6.0,5.0,,,
Agriopis marginaria,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Agriopis,6.0,,1.0,2.0,4.0,,,,
Columba palumbus,166231450,Least Concern,Increasing,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,14.0,9.0,1.0,1.0,1.0,4.0,17.0,8.0,18.0
Anser anser,166194209,Least Concern,Increasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,,,,1.0,1.0,,,2.0,
Charadrius hiaticula,166263388,Least Concern,Increasing,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,,1.0,2.0,,2.0,,,1.0,
Muntiacus reevesi,22166608,Least Concern,Decreasing,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus,,,,1.0,,,,,
Bembidion biguttatum,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,,,,,,1.0,,,
Bembidion minimum,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,,,,,,,1.0,,
Orthosia cruda,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Orthosia,3.0,,3.0,9.0,11.0,,,,
Orthosia incerta,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Orthosia,8.0,,13.0,23.0,11.0,,,,
Viola riviniana,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,,,,,,1.0,,,
Mareca strepera,166198537,Least Concern,Increasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mareca,,,1.0,,1.0,2.0,,4.0,4.0
Glechoma hederacea,2762526,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Glechoma,,,,,,1.0,,,
Cygnus olor,166189862,Least Concern,Increasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,,2.0,1.0,,1.0,3.0,5.0,2.0,2.0
Prunus avium,50673544,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,,,,,,1.0,,,
Rallus aquaticus,166431056,Least Concern,Unknown,Animalia,Chordata,Aves,Gruiformes,Rallidae,Rallus,,,1.0,,,,1.0,1.0,
Anommatus duodecimstriatus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Teredidae,Anommatus,,,,,,,1.0,,
Mareca penelope,166199138,Least Concern,Decreasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mareca,,2.0,2.0,,2.0,,1.0,4.0,
Larus fuscus,166275319,Least Concern,Increasing,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,,2.0,1.0,1.0,,3.0,1.0,2.0,1.0
Loricera pilicornis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Loricera,,1.0,,,,,1.0,,
Enicmus transversus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Latridiidae,Enicmus,,,,,,,,,1.0
Petasites pyrenaicus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Petasites,,,,,,1.0,,,
Aythya marila,166206177,Least Concern,Decreasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,,,,,1.0,1.0,,,
Longitarsus melanocephalus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Longitarsus,,,,,,,1.0,,
Pentaglottis sempervirens,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Pentaglottis,,,,,,1.0,,,
Plantago major,1257878,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,,,,,2.0,,,,
Lapsana communis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Lapsana,,,,,2.0,,,,
Coccidula rufa,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccidula,,,,,,1.0,1.0,,
Cerylon histeroides,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Cerylonidae,Cerylon,,,,,,,1.0,,
Troglodytes troglodytes,199569861,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes,5.0,3.0,,1.0,,2.0,4.0,7.0,4.0
Selenia dentaria,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Selenia,,,2.0,5.0,,,,,
Chloroclystis v-ata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Chloroclystis,,,,1.0,,,,,
Psylliodes affinis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Psylliodes,,,,,,1.0,1.0,,
Notaris acridulus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Brachyceridae,Notaris,,,,,,,1.0,,
Lissotriton vulgaris,229006372,Least Concern,Stable,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton,,,,,,,1.0,,
Brunnera macrophylla,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Brunnera,,,,,,1.0,,,
Paranchus albipes,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Paranchus,,,,,,1.0,,,
Motacilla cinerea,221313612,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,,,,,,,,2.0,2.0
Vanellus vanellus,166266204,Vulnerable,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,1.0,1.0,1.0,,,4.0,3.0,5.0,2.0
Corvus corone,264543876,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,3.0,1.0,1.0,1.0,,3.0,13.0,8.0,13.0
Nedyus quadrimaculatus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Nedyus,,,,,1.0,,,,
Eristalis tenax,151663293,Least Concern,Stable,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eristalis,,,,,,,,,2.0
Linaria cannabina,166415057,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Linaria,,6.0,5.0,1.0,,1.0,2.0,4.0,3.0
Corticaria impressa,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Latridiidae,Corticaria,,,,,,,1.0,,
