Species Name,Assessment ID,Red List Category,Population Trend,Kingdom,Phylum,Class,Order,Family,Genus,Observations_2015,Observations_2016,Observations_2017,Observations_2018,Observations_2019,Observations_2020,Observations_2021,Observations_2022,Observations_2023
Dicranum scoparium,87768972,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,2.0,,,,,,,,
Calliphora vomitoria,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,Calliphora,,,,,,,1.0,,
Rosulabryum rubens,Not Found,Unknown,Unknown,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Rosulabryum,1.0,,,,,,,,
Leptura quadrifasciata,87310944,Least Concern,Stable,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Leptura,,,,,1.0,,,,
Viburnum lantana,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Viburnum,,,,,,1.0,,,
Haematopota pluvialis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Haematopota,,,,,,,,5.0,
Phaonia halterata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Muscidae,Phaonia,,,,1.0,,,,,
Lotophila atra,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Sphaeroceridae,Lotophila,,,,1.0,,,,,
Frullania dilatata,87770133,Least Concern,Stable,Plantae,Marchantiophyta,Jungermanniopsida,Porellales,Frullaniaceae,Frullania,1.0,,,,,,1.0,,
Coreus marginatus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Coreus,,,,,,,,,2.0
Meiosimyza rorida,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Lauxaniidae,Meiosimyza,,,,,,,,1.0,
Pyrophaena granditarsa,149166163,Near Threatened,Decreasing,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Pyrophaena,,,,,,,,2.0,
Cydalima perspectalis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Cydalima,,,,,,,,,1.0
Tricyphona immaculata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Pediciidae,Tricyphona,,,,1.0,,,,,
Muscicapa striata,166348124,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Muscicapa,,,,,,1.0,,,1.0
Cephennium gallicum,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Cephennium,,,,,,1.0,,,1.0
Myrmica scabrinodis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,,,,,,,,1.0,
Pararge aegeria,53719848,Least Concern,Stable,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Pararge,,16.0,8.0,4.0,9.0,,,,
Persicaria maculosa,1423029,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria,,,,,,,1.0,,
Phaonia palpata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Muscidae,Phaonia,,,,1.0,,,,,
Rhadicoleptus alpestris,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Trichoptera,Limnephilidae,Rhadicoleptus,,,,1.0,,,,,
Meles meles,45203002,Least Concern,Stable,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Meles,,1.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0
Columba oenas,264541812,Least Concern,Increasing,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,,,,,,,,,3.0
Apion rubens,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Apionidae,Apion,,,,1.0,,,,,
Apamea monoglypha,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,,,1.0,,,,,,
Platycheirus albimanus,149172486,Least Concern,Stable,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Platycheirus,,,,1.0,,,,5.0,
Impatiens glandulifera,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,,,,,,,1.0,,
Melanostoma mellina,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Melanostoma,,,,,,,,2.0,
Polycentropus flavomaculatus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Trichoptera,Polycentropodidae,Polycentropus,,,,1.0,,,,,
Nomada marshamella,21462058,Least Concern,Stable,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Nomada,,,,1.0,,,,,
Falco tinnunculus,210515355,Least Concern,Unknown,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,,,,,,,4.0,,1.0
Dipsacus fullonum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Dipsacus,,,,,,,1.0,,
Vanessa cardui,161326679,Least Concern,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,,2.0,3.0,,7.0,,,,
Selenia tetralunaria,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Selenia,,,1.0,,,,,,
Rhipidia maculata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Rhipidia,,,,2.0,,,,,
Drepana falcataria,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Drepanidae,Drepana,,,1.0,,,,,,
Garrulus glandarius,196469765,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Corvidae,Garrulus,1.0,1.0,,,,3.0,5.0,2.0,
Axylia putris,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Axylia,,,2.0,,,,,,
Oxalis articulata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,,,,,,,1.0,,
Anemone nemorosa,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Anemone,,,,,,,2.0,,
Opacifrons humida,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Sphaeroceridae,Opacifrons,,,,1.0,,,,,
Sepsis punctum,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Sepsidae,Sepsis,,,,1.0,,,,,
Rumex acetosa,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,,,,,,1.0,,,
Andrena fucata,21310210,Data Deficient,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Andrena,,,,1.0,,,,,
Spilosoma lubricipeda,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Spilosoma,,,1.0,,,,,,
Senecio vulgaris,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,,,,,,,,1.0,
Malva trimestris,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malva,,,,,,,,,1.0
Eristalis arbustorum,152281682,Least Concern,Stable,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eristalis,,,,1.0,,,,,
Sympetrum striolatum,208822454,Least Concern,Stable,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Sympetrum,,,,,1.0,,2.0,,1.0
Campanula lactiflora,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Campanula,,,,,,,1.0,,
Malus domestica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Malus,,,,,,,,,1.0
Fulica atra,166239776,Near Threatened,Decreasing,Animalia,Chordata,Aves,Gruiformes,Rallidae,Fulica,,,,,,,4.0,,2.0
Brachythecium rutabulum,87732839,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Brachythecium,5.0,,,,,,,,
Pheosia gnoma,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Pheosia,,,2.0,,,,,,
Anthriscus sylvestris,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Anthriscus,,,,,,1.0,,1.0,1.0
Syringa vulgaris,61919345,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Syringa,,,,,,,,1.0,
Timandra comae,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Timandra,,2.0,1.0,,,,,,
Juncus effusus,65914179,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,1.0,,,,,,,,
Laetiporus sulphureus,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Laetiporaceae,Laetiporus,,,,,,,,1.0,
Tinodes waeneri,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Trichoptera,Psychomyiidae,Tinodes,,,,1.0,,,,,
Periparus ater,264545478,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Paridae,Periparus,1.0,,,,,1.0,3.0,1.0,1.0
Gymnoscelis rufifasciata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Gymnoscelis,,,3.0,1.0,,,,,
Hydrotaea cyrtoneurina,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Muscidae,Hydrotaea,,,,3.0,,,,,
Dypterygia scabriuscula,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Dypterygia,,,1.0,,,,,,
Bibio marci,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Bibionidae,Bibio,,,,1.0,,,,1.0,
Bufo bufo,200188858,Least Concern,Decreasing,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo,,,,,,2.0,,,4.0
Picus viridis,264587872,Least Concern,Stable,Animalia,Chordata,Aves,Piciformes,Picidae,Picus,,,,,,,1.0,,
Ranunculus sceleratus,1027583,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,,,,,,,,1.0,
Habrosyne pyritoides,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Drepanidae,Habrosyne,,,1.0,,,,,,
Tussilago farfara,2758465,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tussilago,,,,,,1.0,,,
Motacilla flava,199149040,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,,,,,,,,1.0,
Nysius huttoni,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Nysius,,,,1.0,,,,,
Stenichnus scutellaris,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Stenichnus,,,,,,1.0,,,1.0
Lepidium didymum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,,,,,,,,1.0,
Lype phaeopa,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Trichoptera,Psychomyiidae,Lype,,,,1.0,,,,,
Euplexia lucipara,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Euplexia,,,2.0,,,,,,
Gemmabryum dichotomum,Not Found,Unknown,Unknown,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Gemmabryum,2.0,,,,,,,,
Pseudisothecium myosuroides,Not Found,Unknown,Unknown,Plantae,Bryophyta,Bryopsida,Hypnales,Lembophyllaceae,Pseudisothecium,2.0,,,,,,,,
Erioptera lutea,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,,,,1.0,,,,,
Lewinskya affinis,87727290,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Lewinskya,5.0,,,,,,,,
Chrysolina americana,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Chrysolina,,2.0,3.0,1.0,4.0,6.0,1.0,,
Orthosia gothica,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Orthosia,,,1.0,,,,,,
Clusia flava,136788607,Least Concern,Stable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1.0,,,,,
Hydrellia meigeni,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Ephydridae,Hydrellia,,,,1.0,,,,,
Eristalis pertinax,152281614,Least Concern,Stable,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eristalis,,,,1.0,1.0,,1.0,4.0,
Sericostoma personatum,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Trichoptera,Sericostomatidae,Sericostoma,,,,1.0,1.0,,,,
Polydrusus cervinus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Polydrusus,,,,1.0,,,,,
Accipiter nisus,210499136,Least Concern,Unknown,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,,1.0,,,1.0,,2.0,,
Chroicocephalus ridibundus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,,,1.0,,,,2.0,,2.0
Circaea lutetiana,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Circaea,,,,,,2.0,2.0,,
Lunularia cruciata,87714722,Least Concern,Stable,Plantae,Marchantiophyta,Marchantiopsida,Lunulariales,Lunulariaceae,Lunularia,1.0,,,,,,,,
Halyzia sedecimguttata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Halyzia,,,,1.0,,,,,
Epirrhoe alternata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Epirrhoe,,1.0,1.0,,,,,,
Ectropis crepuscularia,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Ectropis,,,3.0,,,,,,
Chloromyia formosa,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Chloromyia,,,,,,,,1.0,
Veronica filiformis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,,,,,,1.0,,1.0,
Hebrus ruficeps,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Hebridae,Hebrus,,,,,,,,2.0,
Lochmaea suturalis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Lochmaea,,,,,,,,2.0,
Symphytum orientale,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Symphytum,,,,,,1.0,,,
Phaonia errans,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Muscidae,Phaonia,,,,2.0,,,,,
Phoenicurus phoenicurus,264539269,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Phoenicurus,,,,,,1.0,,,
Streptopelia decaocto,166435449,Least Concern,Stable,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,,1.0,,,,,,,1.0
Rosa rugosa,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,,,,,,2.0,1.0,,
Veronica chamaedrys,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,,,,,,,,,2.0
Pyronia tithonus,53719909,Least Concern,Stable,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Pyronia,,3.0,3.0,,3.0,,,,1.0
Exapion ulicis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Brentidae,Exapion,,,,2.0,,1.0,,,
Petrosedum rupestre,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Petrosedum,,,,,,,,,1.0
Buteo buteo,210507000,Least Concern,Stable,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,4.0,1.0,2.0,,2.0,2.0,10.0,1.0,4.0
Pica pica,264575751,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Corvidae,Pica,1.0,,1.0,,,3.0,3.0,,4.0
Lilioceris lilii,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Lilioceris,,4.0,1.0,1.0,,4.0,1.0,,
Lamium purpureum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,,,,,,1.0,,2.0,1.0
Gunnera tinctoria,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Gunnerales,Gunneraceae,Gunnera,,,,,,,,1.0,
Protapion fulvipes,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Apionidae,Protapion,,,,,,1.0,,,
Ectemnius continuus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Ectemnius,,,,1.0,,,,,
Rhytisma acerinum,Not Found,Unknown,Unknown,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Rhytisma,,,,,,,,,1.0
Mnium stellare,87756284,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Mnium,1.0,,,,,,,,
Esox lucius,221207099,Least Concern,Unknown,Animalia,Chordata,Unknown,Esociformes,Esocidae,Esox,,,,,,,,,1.0
Comibaena bajularia,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Comibaena,,,1.0,,,,,,
Allium paradoxum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Allium,,,,,,1.0,,,
Sambucus nigra,88328586,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Sambucus,1.0,,,,,1.0,,,1.0
Aythya ferina,205288455,Vulnerable,Decreasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,,,,,,,1.0,,
Leucocoprinus birnbaumii,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucocoprinus,,,,,,,,,1.0
Leycesteria formosa,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Leycesteria,,,,,,,1.0,,
Notidobia ciliaris,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Trichoptera,Sericostomatidae,Notidobia,,,,1.0,,,,,
Baccha elongata,149168295,Least Concern,Unknown,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Baccha,,,,1.0,,,,3.0,
Cantharis nigricans,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,,,,1.0,,,,,
Cirsium vulgare,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,,,,,,1.0,1.0,,1.0
Pseudotaxiphyllum elegans,87780622,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Plagiotheciaceae,Pseudotaxiphyllum,6.0,,,,,,,,
Colletes cunicularius,13309451,Least Concern,Decreasing,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Colletes,,,,,,,,1.0,
Collita griseola,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Collita,,,1.0,,,,1.0,,
Tabanus autumnalis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Tabanus,,,,,,,,,1.0
Allium roseum,6825591,Least Concern,Unknown,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Allium,,,,,,,1.0,,
Gonepteryx rhamni,53720018,Least Concern,Decreasing,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Gonepteryx,,,,1.0,2.0,,,,
Castanea sativa,67740523,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Castanea,,,,,,,,1.0,
Asplenium adiantum-nigrum,83467491,Least Concern,Stable,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,,1.0,,,,,,,
Stilbus testaceus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Phalacridae,Stilbus,,,,1.0,1.0,,,,
Dicranomyia chorea,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Dicranomyia,,,,2.0,,,,,
Aphantopus hyperantus,53707070,Least Concern,Decreasing,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Aphantopus,,1.0,1.0,,2.0,,,,
Scardinius erythrophthalmus,221227850,Least Concern,Stable,Animalia,Chordata,Unknown,Cypriniformes,Cyprinidae,Scardinius,,,,,,,,,6.0
Nabis ericetorum,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Nabidae,Nabis,,,,1.0,,,,,
Amara similata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Amara,,,,1.0,,,,,
Ceutorhynchus pallidactylus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Ceutorhynchus,,,,,,,,,1.0
Centaurea montana,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Centaurea,,,,,,,,,1.0
Aeshna mixta,208843381,Least Concern,Stable,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Aeshna,,,,,,,,3.0,
Harpocera thoracica,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Harpocera,,,,5.0,,,,,
Hypericum androsaemum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,,,,,,,1.0,1.0,
Panolis flammea,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Panolis,,,1.0,,,,,,
Acupalpus dubius,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Acupalpus,,,,,,,,,1.0
Orthotrichum pulchellum,87821384,Least Concern,Increasing,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Orthotrichum,1.0,,,,,,,,
Hoplodrina octogenaria,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Hoplodrina,,,2.0,,,,,,
Brachythecium rivulare,87732832,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Brachythecium,1.0,,,,,,,,
Stellaria media,2758351,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stellaria,,,,,,1.0,,,
Oligia fasciuncula,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Oligia,,,1.0,,,,,,
Cis boleti,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Ciidae,Cis,,,,,,1.0,,,1.0
Macrolepiota procera,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Macrolepiota,,,,,,,,1.0,
Acer pseudoplatanus,125923004,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,1.0,,,,,,,,
Campaea margaritaria,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Campaea,,,2.0,,,,,,
Xanthorhoe designata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Xanthorhoe,,,1.0,,,,,,
Epiphragma ocellare,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Epiphragma,,,,2.0,,,,,
Austrolimnophila ochracea,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Austrolimnophila,,,,2.0,,,,,
Curculio glandium,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Curculio,,,,1.0,,,,,
Beris chalybata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Beris,,,,1.0,,,,,
