Species Name,Assessment ID,Red List Category,Population Trend,Kingdom,Phylum,Class,Order,Family,Genus,Observations_2015,Observations_2016,Observations_2017,Observations_2018,Observations_2019,Observations_2020,Observations_2021,Observations_2022,Observations_2023
Sylvia atricapilla,166384785,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,,,2.0,,,1.0,,,3.0
Turdus pilaris,264547173,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,2.0,,,1.0,,5.0,,,1.0
Sitona lineatus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Sitona,,1.0,,,,,,,
Trichaptum abietinum,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Unknown,Trichaptum,,,,,,,,1.0,
Brachythecium albicans,87733775,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Brachythecium,,,1.0,,,,,,
Phigalia pilosaria,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Phigalia,,3.0,,,,,,,
Saxicola rubetra,264591332,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Saxicola,,,1.0,,,,,,
Coloeus monedula,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Corvidae,Coloeus,2.0,,,,2.0,3.0,1.0,2.0,1.0
Coincya monensis,20701242,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Coincya,,,1.0,,,,,,
Aglais urticae,53706994,Least Concern,Stable,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Aglais,,,1.0,,1.0,,,,
Larus argentatus,206585142,Least Concern,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,12.0,6.0,4.0,3.0,8.0,4.0,12.0,12.0,9.0
Cettia cetti,264547885,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Cettiidae,Cettia,,,,,,,,1.0,
Medicago lupulina,7248555,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,,,1.0,,,,,,
Xylocampa areola,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Xylocampa,,6.0,12.0,,,,,,
Coccinella septempunctata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella,,,,1.0,,,,,
Cardamine hirsuta,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine,,,1.0,,,,,,
Ensis leei,Not Found,Unknown,Unknown,Animalia,Mollusca,Bivalvia,Adapedonta,Pharidae,Ensis,,,,,,,,,1.0
Calidris alpina,255846610,Near Threatened,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,6.0,4.0,3.0,2.0,3.0,5.0,4.0,7.0,4.0
Verbascum thapsus,2766139,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Verbascum,,,1.0,,,,,,
Hydrocoloeus minutus,166278859,Least Concern,Unknown,Animalia,Chordata,Aves,Charadriiformes,Laridae,Hydrocoloeus,,,,,,,,,1.0
Acasis viretata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Acasis,,,1.0,,,,,,
Mecinus pyraster,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Mecinus,,1.0,,,,,,,
Raja clavata,183779744,Near Threatened,Decreasing,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,,,,,,,1.0,1.0,2.0
Prunella modularis,166409165,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Prunellidae,Prunella,1.0,,1.0,16.0,16.0,6.0,5.0,3.0,3.0
Saxicola rubicola,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Saxicola,,1.0,2.0,1.0,,,1.0,2.0,1.0
Sylvia communis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,,,1.0,,,,,,
Pasiphila rectangulata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Pasiphila,,,1.0,,,,,,
Vulpes vulpes,46190249,Least Concern,Stable,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,,,1.0,,2.0,1.0,2.0,1.0,
Bembidion assimile,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,,1.0,,,,,,,
Trechus quadristriatus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Trechus,,1.0,,,,,,,
Philorhizus melanocephalus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Philorhizus,,1.0,,,,,,,
Taraxacum officinale,2758459,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum,,,,,,,,,1.0
Arenaria interpres,254413189,Near Threatened,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Arenaria,16.0,9.0,2.0,2.0,4.0,5.0,9.0,12.0,12.0
Melarhaphe neritoides,Not Found,Unknown,Unknown,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Melarhaphe,,4.0,,,,,,,
Charanyca trigrammica,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Charanyca,,,1.0,,,,,,
Conistra ligula,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Conistra,1.0,,,,,,,,
Anthonomus rubi,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Anthonomus,,1.0,,,,,,,
Cynara cardunculus,2758375,Least Concern,Decreasing,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cynara,,,,,,,1.0,,
Fringilla coelebs,166409759,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Fringilla,,,1.0,13.0,1.0,1.0,5.0,2.0,1.0
Fumaria bastardii,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Fumaria,,,1.0,,,,,,
Reynoutria japonica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,2.0,5.0,4.0,,,,,,
Eupithecia abbreviata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,,1.0,,,,,,,
Ichthyaetus melanocephalus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Laridae,Ichthyaetus,2.0,,,,1.0,1.0,1.0,,2.0
Geranium robertianum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,,,1.0,,,,,,
Bembidion mannerheimii,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,,1.0,,,,,,,
Tachybaptus ruficollis,166311395,Least Concern,Stable,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Tachybaptus,,,,,,,1.0,,
Phocoena phocoena,219010660,Least Concern,Stable,Animalia,Chordata,Mammalia,Cetacea,Phocoenidae,Phocoena,,,1.0,,,,,,
Tringa totanus,166248623,Vulnerable,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,16.0,13.0,5.0,3.0,4.0,5.0,7.0,11.0,10.0
Hirundo rustica,166369730,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,,,2.0,,,,,,
Apus apus,166220766,Near Threatened,Decreasing,Animalia,Chordata,Aves,Apodiformes,Apodidae,Apus,,,1.0,,,,,,
Pieris brassicae,53720039,Least Concern,Stable,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris,,1.0,,,,,,,
Cerastium semidecandrum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Cerastium,,,1.0,,,,,,
Epilobium parviflorum,1051649,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,,,1.0,,,,,,
Numenius arquata,166247142,Near Threatened,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,4.0,5.0,,,3.0,,2.0,4.0,2.0
Lutraria lutraria,Not Found,Unknown,Unknown,Animalia,Mollusca,Bivalvia,Venerida,Mactridae,Lutraria,,,,,,,,,4.0
Sylvia borin,264550759,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,,,,,,,,,1.0
Columba oenas,264541812,Least Concern,Increasing,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,,,,7.0,3.0,4.0,,2.0,3.0
Sciurus carolinensis,217344510,Not Applicable,Increasing,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,,7.0,4.0,,,,,,1.0
Rumex crispus,1032245,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,,,1.0,,,,,,
Mergus serrator,166211173,Near Threatened,Decreasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mergus,2.0,,,,,,,,
Emberiza schoeniclus,166426048,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,,,2.0,,,,,,1.0
Sonchus oleraceus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Sonchus,,,1.0,,,,,,
Hedera helix,2758285,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Hedera,,2.0,1.0,,,,,,
Impatiens glandulifera,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,1.0,,,,,,,,
Heracleum mantegazzianum,2641599,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,,1.0,3.0,,,,,,
Bellis perennis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bellis,,,1.0,,,,,,
Holotrichapion pisi,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Apionidae,Holotrichapion,,1.0,,,,,,,
Tringa ochropus,166250734,Least Concern,Unknown,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,1.0,,,,,,,,
Calidris maritima,262353424,Least Concern,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,13.0,4.0,1.0,2.0,3.0,6.0,3.0,9.0,5.0
Parus major,264577711,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,1.0,,1.0,16.0,15.0,15.0,6.0,4.0,5.0
Oenanthe oenanthe,200214214,Least Concern,Unknown,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Oenanthe,,1.0,4.0,,,,,,
Triturus cristatus,200183152,Least Concern,Decreasing,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Triturus,,,1.0,,,,,,
Gallinago gallinago,166243239,Vulnerable,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,,,,,,,,,3.0
Rana temporaria,200721782,Least Concern,Stable,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,1.0,,,,,,,,
Columba livia,166230154,Least Concern,Unknown,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,2.0,1.0,2.0,2.0,5.0,1.0,1.0,8.0,5.0
Alauda arvensis,200204640,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Alauda,,,2.0,,,,,1.0,1.0
Lacanobia oleracea,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacanobia,,,1.0,,,,,,
Prunella vulgaris,78457152,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Prunella,,,1.0,,,,,,
Aythya fuligula,166205462,Near Threatened,Decreasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,,,,,1.0,,1.0,,1.0
Falco tinnunculus,210515355,Least Concern,Unknown,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,,2.0,1.0,,,,2.0,1.0,4.0
Hyacinthoides non-scripta,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Hyacinthoides,,,2.0,,,,,,
Rhyzobius litura,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Rhyzobius,,1.0,,,,,,,
Bembidion guttula,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,,1.0,,,,,,,
Corvus corax,166340260,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,,3.0,1.0,,,,,2.0,1.0
Ulex europaeus,86138815,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Ulex,,,1.0,,,,,1.0,
Pyrrhula pyrrhula,166418813,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Pyrrhula,,,,,,,2.0,2.0,1.0
Apamea unanimis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,,,1.0,,,,,,
Littorina littorea,Not Found,Unknown,Unknown,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorina,,14.0,,1.0,,,,,
Chilocorus renipustulatus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Chilocorus,,,1.0,,,,,,
Selenia tetralunaria,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Selenia,,,1.0,,,,,,
Pluvialis apricaria,166262122,Least Concern,Stable,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,,,,,,,1.0,,
Lithophane semibrunnea,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lithophane,,1.0,,,,,,,
Garrulus glandarius,196469765,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Corvidae,Garrulus,,,,1.0,,,1.0,1.0,2.0
Larus hyperboreus,166273983,Least Concern,Stable,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,,,1.0,,,,,,
Phalaropus fulicarius,262609165,Least Concern,Unknown,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Phalaropus,1.0,,,,,,,,
Senecio squalidus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,,,1.0,,,,,,2.0
Orthosia cerasi,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Orthosia,,10.0,8.0,,,,,,
Pterostichus strenuus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,,1.0,,,,,,,
Agrotis puta,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Agrotis,,,2.0,,,,,,
Stenopterapion tenue,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Brentidae,Stenopterapion,,1.0,,,,,,,
Tripleurospermum maritimum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tripleurospermum,,,1.0,,,,,,1.0
Pieris rapae,53720063,Least Concern,Increasing,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris,,1.0,1.0,,,,,,
Chloris chloris,166412593,Least Concern,Decreasing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,2.0,,,1.0,6.0,2.0,2.0
Larus marinus,166273324,Least Concern,Stable,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,5.0,4.0,2.0,2.0,,,5.0,5.0,
Daucus carota,19412090,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Daucus,,,1.0,,,,,,
Cerastium diffusum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Cerastium,,,1.0,,,,,,
Euphorbia helioscopia,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,,,1.0,,,,,,
Cochlearia danica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cochlearia,,,1.0,,,,,,
Agrotis exclamationis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Agrotis,,,4.0,,,,,,
Columba palumbus,166231450,Least Concern,Increasing,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,1.0,1.0,3.0,14.0,17.0,13.0,12.0,9.0,9.0
Cartodere nodifer,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Latridiidae,Cartodere,,1.0,,,,,,,
Spilosoma lubricipeda,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Spilosoma,,,1.0,,,,,,
Senecio vulgaris,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,,,1.0,,,,,,1.0
Anser anser,166194209,Least Concern,Increasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,,,1.0,,,,,,
Paradromius linearis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Paradromius,,1.0,,,,,,,
Charadrius hiaticula,166263388,Least Concern,Increasing,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,3.0,1.0,,2.0,,,1.0,1.0,1.0
Plantago lanceolata,2764827,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,,,1.0,,,,,,
Turdus iliacus,166346241,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,2.0,,,,,5.0,2.0,1.0,1.0
Fulica atra,166239776,Near Threatened,Decreasing,Animalia,Chordata,Aves,Gruiformes,Rallidae,Fulica,1.0,,3.0,,2.0,,1.0,1.0,2.0
Brachythecium rutabulum,87732839,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Brachythecium,,,1.0,,,,,,
Orthosia cruda,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Orthosia,,1.0,,,,,,,
Bombus hypnorum,57349456,Least Concern,Increasing,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,1.0,,,,,,,
Limosa limosa,166244428,Near Threatened,Stable,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limosa,,,1.0,1.0,,,,2.0,2.0
Strix aluco,264546097,Least Concern,Stable,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,,,,1.0,,3.0,,1.0,1.0
Orthosia incerta,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Orthosia,,5.0,6.0,,,,,,
Conger conger,18982581,Least Concern,Unknown,Animalia,Chordata,Unknown,Anguilliformes,Congridae,Conger,,,,,,,1.0,,
Motacilla alba,166400912,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,4.0,4.0,,,3.0,5.0,11.0,11.0,7.0
Potamopyrgus antipodarum,738398,Least Concern,Stable,Animalia,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Potamopyrgus,,1.0,,,,,,,
Demetrias atricapillus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Demetrias,,1.0,,,,,,,
Oenanthe crocata,63735175,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Oenanthe,,,,,,,,,1.0
Larus canus,166271946,Least Concern,Unknown,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,12.0,2.0,1.0,,3.0,9.0,7.0,8.0,9.0
Periparus ater,264545478,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Paridae,Periparus,,1.0,,,7.0,,,,
Tringa nebularia,166249933,Least Concern,Increasing,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,1.0,1.0,,1.0,,1.0,,1.0,1.0
Bufo bufo,200188858,Least Concern,Decreasing,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo,1.0,,,,,,,,
Gymnoscelis rufifasciata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Gymnoscelis,,2.0,6.0,,,,,,
Andrion regensteinense,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Andrion,,1.0,,,,,,,
Geranium molle,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,,,1.0,,,,,,
Phasianus colchicus,166454046,Least Concern,Stable,Animalia,Chordata,Aves,Galliformes,Phasianidae,Phasianus,,,1.0,3.0,6.0,6.0,3.0,1.0,1.0
Smyrnium olusatrum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Smyrnium,,,1.0,,,,,,
Anser brachyrhynchus,166191820,Least Concern,Increasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,,,,1.0,6.0,,2.0,,
Entomobrya multifasciata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,Entomobrya,,,,,,,,,1.0
Nucella lapillus,Not Found,Unknown,Unknown,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,3.0,,,,,,,,
Cygnus olor,166189862,Least Concern,Increasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,1.0,1.0,1.0,1.0,1.0,,,1.0,
Odontopera bidentata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Odontopera,,,1.0,,,,,,
Petrophora chlorosata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Pterophoridae,Pterophorus,,,1.0,,,,,,
Rallus aquaticus,166431056,Least Concern,Unknown,Animalia,Chordata,Aves,Gruiformes,Rallidae,Rallus,,,,,,,,1.0,2.0
Chrysolina americana,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Chrysolina,,,3.0,1.0,,,,,
Orthosia gothica,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Orthosia,,7.0,14.0,,,,,,
Larus fuscus,166275319,Least Concern,Increasing,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,6.0,4.0,1.0,1.0,2.0,,9.0,5.0,4.0
Phlogophora meticulosa,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Phlogophora,,1.0,,,,,,,
Primula vulgaris,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula,,1.0,,,,,,,
Protapion dissimile,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Apionidae,Protapion,,1.0,,,,,,,
Calliergonella cuspidata,87836375,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Pylaisiaceae,Calliergonella,,,1.0,,,,,,
Mareca penelope,166199138,Least Concern,Decreasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mareca,,,,,,,,,2.0
Orchesella cincta,Not Found,Unknown,Unknown,Animalia,Arthropoda,Collembola,Entomobryomorpha,Orchesellidae,Orchesella,,,,,,,,,1.0
Chroicocephalus ridibundus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,17.0,6.0,1.0,3.0,7.0,11.0,10.0,13.0,7.0
Accipiter nisus,210499136,Least Concern,Unknown,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,,,3.0,1.0,,,1.0,1.0,
Agonum fuliginosum,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Agonum,,1.0,,,,,,,
Lunularia cruciata,87714722,Least Concern,Stable,Plantae,Marchantiophyta,Marchantiopsida,Lunulariales,Lunulariaceae,Lunularia,,,1.0,,,,,,
