Species Name,Assessment ID,Red List Category,Population Trend,Kingdom,Phylum,Class,Order,Family,Genus,Observations_2015,Observations_2016,Observations_2017,Observations_2018,Observations_2019,Observations_2020,Observations_2021,Observations_2022,Observations_2023
Limonia flavipes,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Limonia,,1.0,,,,,,,
Tussilago farfara,2758465,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tussilago,1.0,,,,,1.0,,1.0,
Gemmabryum dichotomum,Not Found,Unknown,Unknown,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Gemmabryum,,4.0,,,,,,,
Oxychilus alliarius,1323544,Least Concern,Increasing,Animalia,Mollusca,Gastropoda,Stylommatophora,Oxychilidae,Oxychilus,,,,,1.0,,,,
Lewinskya affinis,87727290,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Lewinskya,4.0,3.0,,,,,,,
Chrysolina americana,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Chrysolina,,1.0,3.0,,,,1.0,,
Orthosia gothica,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Orthosia,7.0,10.0,16.0,13.0,15.0,,,,
Calliergonella cuspidata,87836375,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Pylaisiaceae,Calliergonella,1.0,5.0,,,,,,,
Eristalis pertinax,152281614,Least Concern,Stable,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eristalis,1.0,,,,,,,,2.0
Achlya flavicornis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Drepanidae,Achlya,,,,1.0,,,,,
Boeremia hedericola,Not Found,Unknown,Unknown,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Boeremia,,,,,,,1.0,,
Chroicocephalus ridibundus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,7.0
Accipiter nisus,210499136,Least Concern,Unknown,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,1.0,,,,1.0,,,,1.0
Caradrina morpheus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Caradrina,,,,1.0,,,,,
Hylastes ater,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Hylastes,,,,1.0,,,,,
Agonum fuliginosum,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Agonum,,,,1.0,,,1.0,1.0,1.0
Angelica sylvestris,19621071,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Angelica,,,,,,,1.0,,
Lunularia cruciata,87714722,Least Concern,Stable,Plantae,Marchantiophyta,Marchantiopsida,Lunulariales,Lunulariaceae,Lunularia,1.0,2.0,,,,,,,
Halyzia sedecimguttata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Halyzia,,,,2.0,,,,,
Epirrhoe alternata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Epirrhoe,,,1.0,1.0,,,,,
Salix cinerea,86138163,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,,,,,,,1.0,,
Ectropis crepuscularia,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Ectropis,,,,3.0,,,,,
Hydriomena impluviata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Hydriomena,,,,1.0,,,,,
Veronica filiformis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,,,,,,,2.0,,
Bombylius major,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Bombyliidae,Bombylius,,,,,1.0,,1.0,,
Lochmaea suturalis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Lochmaea,,,,,,,,1.0,
Stenopelmus rufinasus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Brachyceridae,Stenopelmus,,,,,,1.0,,,
Symphytum orientale,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Symphytum,,,,,,,2.0,,
Conopodium majus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Conopodium,,,,,,,1.0,,
Streptopelia decaocto,166435449,Least Concern,Stable,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,,,1.0,1.0,1.0,3.0,1.0,2.0,6.0
Veronica beccabunga,140517636,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,,,,,,,1.0,,
Buteo buteo,210507000,Least Concern,Stable,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,4.0,2.0,,1.0,1.0,5.0,2.0,2.0,5.0
Lomographa bimaculata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Lomographa,,,,1.0,,,,,
Pica pica,264575751,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Corvidae,Pica,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,8.0
Lilioceris lilii,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Lilioceris,,1.0,3.0,6.0,1.0,4.0,,,
Lamium purpureum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,,,,,,,1.0,2.0,2.0
Potentilla sterilis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,,,,,,1.0,,,
Sambucus nigra,88328586,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Sambucus,1.0,,,,,,2.0,,
Leycesteria formosa,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Leycesteria,,,,,,1.0,,,
Cirsium vulgare,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,,1.0,,,,,,,
Hyacinthoides hispanica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Hyacinthoides,,,,,1.0,,,,1.0
Pseudotaxiphyllum elegans,87780622,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Plagiotheciaceae,Pseudotaxiphyllum,,2.0,,,,,,,
Vinealobryum nicholsonii,Not Found,Unknown,Unknown,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Vinealobryum,,1.0,,,,,,,
Catops nigricans,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Leiodidae,Catops,,,,,,2.0,,1.0,
Dactylis glomerata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Dactylis,1.0,,,,,,,,
Gonepteryx rhamni,53720018,Least Concern,Decreasing,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Gonepteryx,5.0,,7.0,22.0,20.0,,,,
Didymodon icmadophilus,88382524,Least Concern,Unknown,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Didymodon,,1.0,,,,,,,
Egretta garzetta,166459851,Least Concern,Decreasing,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,,,,,,,,,1.0
Physa fontinalis,4903350,Least Concern,Stable,Animalia,Mollusca,Gastropoda,Unknown,Physidae,Physa,,,,,,1.0,,,
Stilbus testaceus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Phalacridae,Stilbus,,,,,,1.0,,,
Dicranomyia chorea,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Dicranomyia,,,,,,,,1.0,
Scardinius erythrophthalmus,221227850,Least Concern,Stable,Animalia,Chordata,Unknown,Cypriniformes,Cyprinidae,Scardinius,,,,,,,1.0,,1.0
Falco peregrinus,210513652,Least Concern,Unknown,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,1.0,1.0,,,1.0,,,,
Subcoccinella vigintiquatuorpunctata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Subcoccinella,,,,,,,1.0,,
Cochlicopa lubrica,85579921,Least Concern,Unknown,Animalia,Mollusca,Gastropoda,Stylommatophora,Cochlicopidae,Cochlicopa,,,,,,1.0,,,
Pipistrellus pygmaeus,216729008,Least Concern,Stable,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,,,,,,1.0,2.0,,
Amara communis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Amara,,,,,,,1.0,,
Bombus lucorum,57351523,Least Concern,Stable,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,,,,2.0,1.0,,,
Acupalpus dubius,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Acupalpus,,,,,,,1.0,,1.0
Panolis flammea,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Panolis,1.0,,1.0,,,,,,
Stellaria media,2758351,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stellaria,2.0,,,,,,1.0,,
Orthotrichum pulchellum,87821384,Least Concern,Increasing,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Orthotrichum,,1.0,,,,,,,
Oligia fasciuncula,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Oligia,,,1.0,,,,,,
Cis boleti,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Ciidae,Cis,,,,,,1.0,,,
Acer pseudoplatanus,125923004,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,,,,,,1.0,4.0,1.0,
Dicranoweisia cirrata,87773153,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Dicranales,Rhabdoweisiaceae,Dicranoweisia,,1.0,,,,,,,
Clostera curtula,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Clostera,,,1.0,,1.0,,,,
Gasterosteus aculeatus,221209504,Least Concern,Unknown,Animalia,Chordata,Unknown,Gasterosteiformes,Gasterosteidae,Gasterosteus,,,,,,,1.0,,
Dilophus febrilis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Bibionidae,Dilophus,,,,,,,,1.0,
Grimmia trichophylla,87713865,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Grimmia,,1.0,,,,,,,
Cortinicara gibbosa,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Latridiidae,Cortinicara,,,,,,,,1.0,
Passer domesticus,199147773,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,,1.0,1.0,1.0,,4.0,2.0,2.0,13.0
Spatula clypeata,166200605,Least Concern,Decreasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,,,,,1.0,,,,1.0
Lunaria annua,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lunaria,,,,,1.0,2.0,1.0,,
Pterostichus diligens,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,,,,,,,,1.0,1.0
Polygonia c-album,53719853,Least Concern,Stable,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Polygonia,2.0,1.0,4.0,,,1.0,,,
Athene noctua,210505328,Least Concern,Unknown,Animalia,Chordata,Aves,Strigiformes,Strigidae,Athene,,,1.0,,,,,,
Vanessa atalanta,172421220,Least Concern,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,,,1.0,,,,,,
Crunoecia irrorata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Trichoptera,Lepidostomatidae,Crunoecia,1.0,,,,,,,,
Erythromma najas,208842979,Least Concern,Stable,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Erythromma,,,1.0,,,,,,
Oxyloma elegans,107219680,Least Concern,Stable,Animalia,Mollusca,Gastropoda,Stylommatophora,Succineidae,Oxyloma,,,,,,2.0,,,
Vinealobryum insulanum,Not Found,Unknown,Unknown,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Vinealobryum,,4.0,,,,,,,
Pentarthrum confine,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Pentarthrum,,,,1.0,,,,1.0,
Altica lythri,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Altica,,,,,,,1.0,,
Agapetus fuscipes,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Trichoptera,Glossosomatidae,Agapetus,2.0,,,1.0,,,,,
Sturnus vulgaris,166360937,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,1.0,1.0,,1.0,1.0,1.0,2.0,3.0,5.0
Eupithecia indigata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,,,,1.0,,,,,
Rosa arvensis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,,1.0,,,,,,,
Perca fluviatilis,221237573,Least Concern,Unknown,Animalia,Chordata,Unknown,Perciformes,Percidae,Perca,,,,,,,1.0,,1.0
Galium aparine,2765924,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,1.0,1.0,,,1.0,,3.0,,
Limnephilus centralis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilus,,,,2.0,,,,,
Phaedon tumidulus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Phaedon,,,,,,1.0,1.0,,
Notiophilus biguttatus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Notiophilus,,,,1.0,,1.0,,1.0,
Pterostichus vernalis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,,,,,,,1.0,,
Notodonta ziczac,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Notodonta,,,,1.0,,,,,
Theridion mystaceum,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Theridion,,,,1.0,,,,,
Palomena prasina,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Palomena,,,,,1.0,,,,
Sylvia atricapilla,166384785,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,,,1.0,,1.0,,,1.0,1.0
Didymodon rigidulus,87771901,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Didymodon,,2.0,,,,,,,
Phigalia pilosaria,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Phigalia,,,1.0,,,,,,
Aglais urticae,53706994,Least Concern,Stable,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Aglais,3.0,3.0,6.0,2.0,1.0,,,,
Stenichnus collaris,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Stenichnus,,,,1.0,,,,1.0,
Rhyacophila dorsalis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,1.0,,,,,,,,
Xestia triangulum,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Xestia,,,1.0,,,,,,
Cardamine hirsuta,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine,1.0,,,,,,,,
Aulacomnium androgynum,87724214,Least Concern,Unknown,Plantae,Bryophyta,Bryopsida,Aulacomniales,Aulacomniaceae,Aulacomnium,1.0,1.0,,,,,,,
Diaphora mendica,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Diaphora,,,,1.0,,,,,
Uromyces hyacinthi,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Uromyces,,,,,,,2.0,,
Vulpes vulpes,46190249,Least Concern,Stable,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,,,,,,2.0,,,
Arum italicum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Arum,,,,,,,1.0,,
Hydrometra stagnorum,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Hydrometridae,Hydrometra,,,,,,2.0,,,
Pinus sylvestris,95846320,Least Concern,Stable,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,1.0,,,,,,,,
Propylaea quatuordecimpunctata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Propylaea,,,,,,,,1.0,
Fissidens taxifolius,87769961,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Dicranales,Fissidentaceae,Fissidens,,1.0,,,,,,,
Hydropsyche fulvipes,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Hydropsyche,1.0,,,,,,,,
Microvelia reticulata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Veliidae,Microvelia,,,,,,1.0,,,
Aegopodium podagraria,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Aegopodium,,,,,,,1.0,1.0,
Eriocheir sinensis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Malacostraca,Decapoda,Varunidae,Eriocheir,,,,,,,,1.0,
Eupithecia abbreviata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,1.0,2.0,4.0,6.0,6.0,,,,
Tringa totanus,166248623,Vulnerable,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,,,,1.0,,,,,
Apus apus,166220766,Near Threatened,Decreasing,Animalia,Chordata,Aves,Apodiformes,Apodidae,Apus,,,4.0,1.0,,,,1.0,
