Species Name,Assessment ID,Red List Category,Population Trend,Kingdom,Phylum,Class,Order,Family,Genus,Observations_2015,Observations_2016,Observations_2017,Observations_2018,Observations_2019,Observations_2020,Observations_2021,Observations_2022,Observations_2023
Falco columbarius,154505853,Least Concern,Stable,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,2.0,1.0,1.0,1.0,1.0,,,,
Sylvia atricapilla,166384785,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,,,,,1.0,,,,
Turdus pilaris,264547173,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,1.0,1.0,2.0,1.0,1.0,,5.0,,1.0
Alle alle,166287942,Least Concern,Unknown,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alle,,3.0,,,,,,,
Brachythecium albicans,87733775,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Brachythecium,,,,,,1.0,,,
Iris foetidissima,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Iris,,,,,,,1.0,,
Phigalia pilosaria,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Phigalia,1.0,3.0,4.0,,5.0,,,,
Euthrix potatoria,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Euthrix,,,,2.0,,,,,
Coloeus monedula,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Corvidae,Coloeus,5.0,6.0,6.0,5.0,2.0,2.0,5.0,2.0,2.0
Physcia aipolia,Not Found,Unknown,Unknown,Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Physcia,,,,,,1.0,,,
Larus argentatus,206585142,Least Concern,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,1.0,3.0,6.0,8.0,3.0,3.0,2.0,3.0,3.0
Helvella lacunosa,Not Found,Unknown,Unknown,Fungi,Ascomycota,Pezizomycetes,Pezizales,Helvellaceae,Helvella,,,,,1.0,,,,
Cettia cetti,264547885,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Cettiidae,Cettia,,1.0,,,1.0,,,3.0,
Beta maritima,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Beta,,,,,,1.0,,,
Calidris alpina,255846610,Near Threatened,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,6.0,2.0,3.0,2.0,2.0,1.0,,3.0,1.0
Eurhynchium striatum,87768422,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Eurhynchium,,,,,,1.0,,,
Prunella modularis,166409165,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Prunellidae,Prunella,2.0,4.0,3.0,1.0,3.0,2.0,5.0,2.0,5.0
Saxicola rubicola,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Saxicola,1.0,1.0,1.0,2.0,2.0,,2.0,6.0,4.0
Vulpes vulpes,46190249,Least Concern,Stable,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,,,,2.0,,,,,
Frullania dilatata,87770133,Least Concern,Stable,Plantae,Marchantiophyta,Jungermanniopsida,Porellales,Frullaniaceae,Frullania,,,,,,1.0,,,
Rutilus rutilus,58301083,Least Concern,Unknown,Animalia,Chordata,Unknown,Cypriniformes,Cyprinidae,Rutilus,,,,,,,,1.0,
Amylostereum laevigatum,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Russulales,Echinodontiaceae,Amylostereum,,,,,,,,1.0,
Theria primaria,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Theria,,3.0,2.0,2.0,2.0,,,,
Conistra ligula,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Conistra,1.0,1.0,2.0,,,,,,
Asio flammeus,210503760,Near Threatened,Stable,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,1.0,2.0,1.0,4.0,1.0,4.0,,8.0,
Fringilla coelebs,166409759,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Fringilla,6.0,5.0,3.0,2.0,8.0,5.0,6.0,3.0,4.0
Corylus avellana,80567135,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Corylus,,,,1.0,,1.0,,,
Agonum marginatum,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Agonum,,,,,,,,,1.0
Anthus spinoletta,166407360,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,,1.0,2.0,,,,,,
Tachybaptus ruficollis,166311395,Least Concern,Stable,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Tachybaptus,2.0,1.0,2.0,2.0,5.0,1.0,1.0,2.0,
Cygnus cygnus,166190527,Least Concern,Increasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,3.0,4.0,2.0,,,,1.0,1.0,
Tringa totanus,166248623,Vulnerable,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,15.0,9.0,8.0,6.0,9.0,1.0,1.0,6.0,4.0
Numenius arquata,166247142,Near Threatened,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,7.0,5.0,4.0,3.0,7.0,5.0,5.0,6.0,7.0
Meles meles,45203002,Least Concern,Stable,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Meles,,,,,2.0,,,,
Bryum argenteum,87724543,Least Concern,Unknown,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Bryum,,,,,,3.0,,,
Tyto alba,210527163,Least Concern,Decreasing,Animalia,Chordata,Aves,Strigiformes,Tytonidae,Tyto,,,,,,,,1.0,3.0
Columba oenas,264541812,Least Concern,Increasing,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,2.0,,2.0,2.0,2.0,,1.0,,
Tringa erythropus,166247954,Least Concern,Unknown,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,12.0,3.0,5.0,2.0,,1.0,,,
Sciurus carolinensis,217344510,Not Applicable,Increasing,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,1.0,1.0,2.0,2.0,2.0,2.0,,5.0,1.0
Calidris minuta,166255168,Least Concern,Unknown,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,1.0,,,,,,,,
Emberiza schoeniclus,166426048,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,3.0,1.0,2.0,1.0,3.0,,2.0,,1.0
Anas acuta,166201297,Vulnerable,Decreasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,,,1.0,,2.0,1.0,1.0,4.0,
Hedera helix,2758285,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Hedera,,,1.0,,,1.0,,,
Bellis perennis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bellis,,,1.0,,,1.0,,,
Sonchus oleraceus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Sonchus,,,,,,1.0,,,
Mergus serrator,166211173,Near Threatened,Decreasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mergus,,,,,,1.0,,,
Tringa ochropus,166250734,Least Concern,Unknown,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,,1.0,,,,,,,
Parus major,264577711,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,1.0,3.0,7.0,1.0,5.0,2.0,7.0,5.0,3.0
Kindbergia praelonga,88382580,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Kindbergia,,,,,,3.0,,,
Gallinago gallinago,166243239,Vulnerable,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,5.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0
Alauda arvensis,200204640,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Alauda,2.0,3.0,3.0,3.0,2.0,,,,1.0
Aythya fuligula,166205462,Near Threatened,Decreasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,,4.0,2.0,4.0,3.0,2.0,1.0,3.0,3.0
Columba livia,166230154,Least Concern,Unknown,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,,1.0,,1.0,1.0,,3.0,,
Oryctolagus cuniculus,170619657,Endangered,Decreasing,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,,,,1.0,1.0,2.0,,,
Circus cyaneus,210509233,Vulnerable,Decreasing,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,3.0,,2.0,7.0,2.0,3.0,3.0,1.0,
Falco tinnunculus,210515355,Least Concern,Unknown,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,,2.0,3.0,5.0,2.0,4.0,3.0,10.0,4.0
Cygnus columbianus,166191206,Vulnerable,Decreasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,3.0,3.0,2.0,1.0,,,,1.0,
Dipsacus fullonum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Dipsacus,,,,,,,,1.0,
Ulex europaeus,86138815,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Ulex,,,1.0,1.0,,4.0,,,
Pyrrhula pyrrhula,166418813,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Pyrrhula,1.0,,1.0,3.0,2.0,,2.0,,1.0
Corvus corax,166340260,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,1.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,1.0
Pluvialis apricaria,166262122,Least Concern,Stable,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,,,,,,,2.0,,
Acanthis flammea,166430280,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Acanthis,,1.0,,,,,,,1.0
Garrulus glandarius,196469765,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Corvidae,Garrulus,1.0,,1.0,,2.0,,2.0,1.0,
Larus hyperboreus,166273983,Least Concern,Stable,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,,,,2.0,,,,,
Orthosia cerasi,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Orthosia,,2.0,,,1.0,,,,
Rosulabryum capillare,Not Found,Unknown,Unknown,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Rosulabryum,,,,,,3.0,,,
Alcedo atthis,264589271,Least Concern,Decreasing,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Alcedo,3.0,,1.0,,,,,,
Bjerkandera adusta,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Bjerkandera,,,,1.0,,,,,
Chloris chloris,166412593,Least Concern,Decreasing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,1.0,1.0,,5.0,4.0,3.0,3.0,
Larus marinus,166273324,Least Concern,Stable,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,2.0,,1.0,3.0,2.0,1.0,2.0,,1.0
Anser albifrons,213839615,Least Concern,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,1.0,,,,,,,,
Oxyrrhynchium hians,87778123,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Oxyrrhynchium,,,,,,1.0,,,
Agriopis marginaria,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Agriopis,,4.0,1.0,,2.0,,,,
Columba palumbus,166231450,Least Concern,Increasing,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,6.0,7.0,7.0,3.0,4.0,3.0,7.0,14.0,7.0
Senecio vulgaris,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,,,1.0,,,1.0,,,
Anser anser,166194209,Least Concern,Increasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,1.0,5.0,3.0,2.0,4.0,4.0,6.0,4.0,2.0
Charadrius hiaticula,166263388,Least Concern,Increasing,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,,1.0,1.0,,,,,,
Turdus iliacus,166346241,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,1.0,2.0,2.0,,1.0,1.0,4.0,,2.0
Fulica atra,166239776,Near Threatened,Decreasing,Animalia,Chordata,Aves,Gruiformes,Rallidae,Fulica,5.0,3.0,4.0,1.0,3.0,3.0,5.0,5.0,4.0
Trametes versicolor,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,,,,,1.0,1.0,,,
Brachythecium rutabulum,87732839,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Brachythecium,,,,,,3.0,,,
Ceratodon purpureus,87768999,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Dicranales,Ditrichaceae,Ceratodon,,,,,,2.0,,,
Limosa limosa,166244428,Near Threatened,Stable,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limosa,5.0,3.0,2.0,5.0,3.0,4.0,2.0,4.0,4.0
Motacilla alba,166400912,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,,1.0,3.0,1.0,2.0,3.0,5.0,,2.0
Anser brachyrhynchus,166191820,Least Concern,Increasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,4.0,3.0,3.0,2.0,3.0,8.0,4.0,7.0,7.0
Larus canus,166271946,Least Concern,Unknown,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,1.0,1.0,2.0,1.0,1.0,,,2.0,1.0
Tringa nebularia,166249933,Least Concern,Increasing,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,4.0,1.0,2.0,1.0,1.0,,,,
Mareca strepera,166198537,Least Concern,Increasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mareca,2.0,,2.0,,2.0,2.0,3.0,2.0,1.0
Picus viridis,264587872,Least Concern,Stable,Animalia,Chordata,Aves,Piciformes,Picidae,Picus,1.0,1.0,,,1.0,,,,
Phasianus colchicus,166454046,Least Concern,Stable,Animalia,Chordata,Aves,Galliformes,Phasianidae,Phasianus,1.0,,2.0,3.0,5.0,4.0,4.0,4.0,8.0
Periparus ater,264545478,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Paridae,Periparus,,2.0,1.0,1.0,1.0,1.0,4.0,,3.0
Barbula unguiculata,87738651,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Barbula,,,,,,3.0,,,
Fissidens incurvus,Not Found,Unknown,Unknown,Plantae,Bryophyta,Bryopsida,Dicranales,Fissidentaceae,Fissidens,,,,,,1.0,,,
Smyrnium olusatrum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Smyrnium,,,,,,1.0,,,
Cryphaea heteromalla,87768617,Least Concern,Increasing,Plantae,Bryophyta,Bryopsida,Hypnales,Cryphaeaceae,Cryphaea,,,,,,1.0,,,
Physcia adscendens,Not Found,Unknown,Unknown,Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Physcia,,,,,,1.0,,,
Cygnus olor,166189862,Least Concern,Increasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,3.0,4.0,2.0,3.0,2.0,1.0,3.0,,1.0
Lophocolea heterophylla,88382588,Least Concern,Stable,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lophocoleaceae,Lophocolea,,,,,,1.0,,,
Alopochen aegyptiaca,131910647,Least Concern,Decreasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Alopochen,,,,,4.0,,,1.0,
Neobulgaria pura,Not Found,Unknown,Unknown,Fungi,Ascomycota,Leotiomycetes,Helotiales,Gelatinodiscaceae,Neobulgaria,,,,,,,,1.0,
Gemmabryum dichotomum,Not Found,Unknown,Unknown,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Gemmabryum,,,,,,1.0,,,
Rallus aquaticus,166431056,Least Concern,Unknown,Animalia,Chordata,Aves,Gruiformes,Rallidae,Rallus,,3.0,,3.0,,,,1.0,
Auricularia auricula-judae,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,,1.0,,1.0,,1.0,1.0,1.0,
Metzgeria furcata,87781385,Least Concern,Stable,Plantae,Marchantiophyta,Jungermanniopsida,Metzgeriales,Metzgeriaceae,Metzgeria,,,,,,1.0,,,
Mareca penelope,166199138,Least Concern,Decreasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mareca,7.0,6.0,6.0,3.0,8.0,2.0,5.0,5.0,5.0
Larus fuscus,166275319,Least Concern,Increasing,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,2.0,,3.0,4.0,2.0,2.0,2.0,,3.0
Cygnus atratus,131907524,Least Concern,Stable,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,2.0,,1.0,1.0,1.0,,,,
Calliergonella cuspidata,87836375,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Pylaisiaceae,Calliergonella,,,,1.0,,4.0,,,
Phlogophora meticulosa,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Phlogophora,,,,,1.0,,,,
Lewinskya affinis,87727290,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Lewinskya,,,,,,1.0,,,
Ramularia rubella,Not Found,Unknown,Unknown,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Ramularia,,,,,,1.0,,,
Chroicocephalus ridibundus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,4.0,5.0,5.0,6.0,6.0,4.0,6.0,12.0,5.0
Accipiter nisus,210499136,Least Concern,Unknown,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,,3.0,2.0,1.0,,1.0,,,1.0
Syntrichia montana,88382728,Least Concern,Increasing,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Syntrichia,,,,,,3.0,,,
Leucanthemum vulgare,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Leucanthemum,,,,,,1.0,,,
Mycena stylobates,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,,,,,,,,1.0,
Amblystegium serpens,87766856,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Amblystegium,,,,1.0,,1.0,,,
Lunularia cruciata,87714722,Least Concern,Stable,Plantae,Marchantiophyta,Marchantiopsida,Lunulariales,Lunulariaceae,Lunularia,,,,,,1.0,,,
Anas platyrhynchos,166199836,Least Concern,Decreasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,10.0,6.0,2.0,8.0,7.0,4.0,9.0,8.0,7.0
Daldinia concentrica,Not Found,Unknown,Unknown,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Daldinia,,,,,1.0,1.0,,,
Petasites pyrenaicus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Petasites,,,,,,,,1.0,
Sitta europaea,199569378,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,1.0,,,1.0,2.0,1.0,2.0,2.0,2.0
Pluvialis squatarola,254375039,Vulnerable,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,1.0,,,,,,,,
Grimmia pulvinata,87713761,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Grimmia,,,,,,1.0,,,
Linaria flavirostris,264565819,Least Concern,Unknown,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Linaria,10.0,5.0,9.0,4.0,2.0,,,,1.0
Turdus merula,264548442,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,8.0,7.0,7.0,7.0,6.0,4.0,8.0,11.0,19.0
Turdus viscivorus,264544715,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,2.0,3.0,1.0,2.0,1.0,1.0,1.0,,
Erithacus rubecula,166350059,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Erithacus,3.0,5.0,4.0,3.0,4.0,2.0,10.0,8.0,14.0
Geastrum triplex,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,Geastrum,,,,1.0,,,,1.0,
Pseudocrossidium hornschuchianum,87783210,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Pseudocrossidium,,,,,,1.0,,,
Phylloscopus collybita,264567918,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,,2.0,,,,,,1.0,
Streptopelia decaocto,166435449,Least Concern,Stable,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,,1.0,1.0,,1.0,,,2.0,
Parietaria judaica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Parietaria,,,,,,1.0,,,
Eupsilia transversa,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Eupsilia,,2.0,,,1.0,,,,
Buteo buteo,210507000,Least Concern,Stable,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,4.0,2.0,3.0,4.0,4.0,1.0,3.0,5.0,1.0
Mergus merganser,166211915,Least Concern,Increasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mergus,,,,,,,,1.0,
Plagiodera versicolora,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Plagiodera,,,1.0,,,,,,
Pica pica,264575751,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Corvidae,Pica,4.0,5.0,6.0,5.0,4.0,3.0,5.0,4.0,8.0
Lamium purpureum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,,,1.0,,,,,,
Orthotrichum diaphanum,87727888,Least Concern,Increasing,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Orthotrichum,,,,,,2.0,,,
Passer montanus,166399056,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,,,,,,,1.0,,
Operophtera brumata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Operophtera,,6.0,8.0,2.0,1.0,,,,
Circus aeruginosus,210508502,Least Concern,Decreasing,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,,3.0,6.0,9.0,3.0,4.0,7.0,5.0,10.0
Marrubium vulgare,2762568,Near Threatened,Decreasing,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Marrubium,,,,,,,,1.0,
Troglodytes troglodytes,199569861,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes,2.0,3.0,5.0,1.0,4.0,2.0,4.0,3.0,3.0
Ardea cinerea,166317370,Least Concern,Decreasing,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,6.0,4.0,4.0,7.0,6.0,6.0,7.0,3.0,7.0
Mustela erminea,45203335,Least Concern,Stable,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,,,,1.0,,,,,
Aythya ferina,205288455,Vulnerable,Decreasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,,,,,1.0,,,,
Carduelis carduelis,199579742,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Carduelis,3.0,5.0,3.0,1.0,4.0,7.0,6.0,4.0,2.0
Anthus pratensis,154480081,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,1.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0
Sonchus asper,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Sonchus,,,,,,1.0,,,
Chondrostereum purpureum,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cyphellaceae,Chondrostereum,,,,,1.0,,,,
Dactylis glomerata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Dactylis,,,,,,1.0,,,
Motacilla cinerea,221313612,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,,2.0,1.0,2.0,,,,,
