Species Name,Assessment ID,Red List Category,Population Trend,Kingdom,Phylum,Class,Order,Family,Genus,Observations_2015,Observations_2016,Observations_2017,Observations_2018,Observations_2019,Observations_2020,Observations_2021,Observations_2022,Observations_2023
Garrulus glandarius,196469765,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Corvidae,Garrulus,2.0,4.0,4.0,3.0,1.0,3.0,3.0,4.0,6.0
Cepaea nemoralis,5013701,Least Concern,Stable,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cepaea,,,,,,3.0,,,
Senecio vulgaris,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,2.0,,3.0,,,,,,
Perdix perdix,154496308,Least Concern,Decreasing,Animalia,Chordata,Aves,Galliformes,Phasianidae,Perdix,,,,,,1.0,,,
Fulica atra,166239776,Near Threatened,Decreasing,Animalia,Chordata,Aves,Gruiformes,Rallidae,Fulica,3.0,3.0,5.0,5.0,5.0,2.0,13.0,8.0,6.0
Brachythecium rutabulum,87732839,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Brachythecium,1.0,3.0,,1.0,,,1.0,,
Anthriscus sylvestris,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Anthriscus,3.0,,,2.0,,3.0,,,
Juncus effusus,65914179,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,1.0,,1.0,1.0,,,,,
Anser brachyrhynchus,166191820,Least Concern,Increasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,,,1.0,,,,,,2.0
Periparus ater,264545478,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Paridae,Periparus,,1.0,2.0,3.0,4.0,14.0,8.0,5.0,3.0
Picus viridis,264587872,Least Concern,Stable,Animalia,Chordata,Aves,Piciformes,Picidae,Picus,,,5.0,3.0,1.0,,,,
Bufo bufo,200188858,Least Concern,Decreasing,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo,,6.0,,,,,,,
Nostoc commune,Not Found,Unknown,Unknown,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Nostoc,,,,,,,,1.0,
Tussilago farfara,2758465,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tussilago,,,,,,4.0,,,
Gemmabryum dichotomum,Not Found,Unknown,Unknown,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Gemmabryum,,2.0,,,,,,,
Oxychilus alliarius,1323544,Least Concern,Increasing,Animalia,Mollusca,Gastropoda,Stylommatophora,Oxychilidae,Oxychilus,1.0,,,,,,,,
Pilosella aurantiaca,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pilosella,,,,2.0,,,,,
Lewinskya affinis,87727290,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Lewinskya,1.0,3.0,,,,1.0,1.0,,
Chrysolina americana,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Chrysolina,,5.0,,,,,,,
Orthosia gothica,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Orthosia,,3.0,,1.0,,,,,
Calliergonella cuspidata,87836375,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Pylaisiaceae,Calliergonella,,3.0,,,,2.0,,,
Boeremia hedericola,Not Found,Unknown,Unknown,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Boeremia,1.0,,,,,,,,
Chroicocephalus ridibundus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,2.0,1.0,5.0,4.0,10.0,2.0,5.0,7.0,8.0
Accipiter nisus,210499136,Least Concern,Unknown,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,2.0,,2.0,3.0,,1.0,2.0,2.0,1.0
Lunularia cruciata,87714722,Least Concern,Stable,Plantae,Marchantiophyta,Marchantiopsida,Lunulariales,Lunulariaceae,Lunularia,1.0,2.0,,,,,,,
Halyzia sedecimguttata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Halyzia,,,,1.0,,,,,
Ectropis crepuscularia,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Ectropis,,,1.0,,,,,,
Streptopelia decaocto,166435449,Least Concern,Stable,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,2.0,2.0,1.0,2.0,1.0,1.0,2.0,6.0,4.0
Buteo buteo,210507000,Least Concern,Stable,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,1.0,4.0,5.0,4.0,2.0,3.0,4.0,3.0,2.0
Pica pica,264575751,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Corvidae,Pica,4.0,6.0,4.0,7.0,11.0,4.0,7.0,11.0,21.0
Lamium purpureum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,,,1.0,,,,,,
Passer montanus,166399056,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,,,,,1.0,,1.0,,
Aythya ferina,205288455,Vulnerable,Decreasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0
Sambucus nigra,88328586,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Sambucus,11.0,2.0,,,,1.0,,,
Cirsium vulgare,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,1.0,,,2.0,,1.0,,,
Pseudotaxiphyllum elegans,87780622,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Plagiotheciaceae,Pseudotaxiphyllum,,2.0,,,,,,,
Dactylis glomerata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Dactylis,,,,,,2.0,,2.0,
Gonepteryx rhamni,53720018,Least Concern,Decreasing,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Gonepteryx,,1.0,,,,1.0,,,
Rattus norvegicus,221339363,Not Applicable,Stable,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,1.0,,,,,,,,
Egretta garzetta,166459851,Least Concern,Decreasing,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,,,1.0,,,,,,1.0
Hypericum androsaemum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,,,,,,,1.0,,
Orthotrichum pulchellum,87821384,Least Concern,Increasing,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Orthotrichum,,2.0,,,,,,,
Brachythecium rivulare,87732832,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Brachythecium,1.0,,,,,,,,
Acer pseudoplatanus,125923004,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,2.0,,,,,,,,
Spatula clypeata,166200605,Least Concern,Decreasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,1.0,,4.0,1.0,2.0,2.0,2.0,3.0,1.0
Passer domesticus,199147773,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,,2.0,,2.0,7.0,3.0,4.0,8.0,8.0
Polygonia c-album,53719853,Least Concern,Stable,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Polygonia,,1.0,,,,,,,
Poa annua,1217340,Least Concern,Increasing,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,,,1.0,,,,,,
Pulvinaria floccifera,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Coccidae,Pulvinaria,5.0,,,,,,,,
Bathyphantes gracilis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Bathyphantes,,,,1.0,,,,,
Xanthoria parietina,Not Found,Unknown,Unknown,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Xanthoria,7.0,,,,,2.0,1.0,,
Euphorbia peplus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,,,1.0,,,,,,
Sturnus vulgaris,166360937,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,,1.0,2.0,2.0,2.0,,3.0,9.0,7.0
Poecile montanus,200206517,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,,,2.0,2.0,,,1.0,1.0,1.0
Scolopax rusticola,166241741,Least Concern,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,,,2.0,,,,,,
Sylvia atricapilla,166384785,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,,,,,1.0,,1.0,,1.0
Helophora insignis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Helophora,,,,1.0,,,,,
Phigalia pilosaria,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Phigalia,1.0,,4.0,2.0,4.0,,,,
Larus glaucoides,196469259,Least Concern,Stable,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,,,,,2.0,,,,
Vulpes vulpes,46190249,Least Concern,Stable,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,,,,2.0,,1.0,2.0,,
Pinus sylvestris,95846320,Least Concern,Stable,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,1.0,,,,,,,,
Chromatomyia primulae,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Agromyzidae,Chromatomyia,1.0,,,,,,,,
Fissidens taxifolius,87769961,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Dicranales,Fissidentaceae,Fissidens,,2.0,,,,,,,
Conistra ligula,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Conistra,,,,,2.0,,,,
Tringa totanus,166248623,Vulnerable,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,,,2.0,1.0,,,,,1.0
Epiphyas postvittana,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Epiphyas,,,,,4.0,,,,
Sciurus carolinensis,217344510,Not Applicable,Increasing,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,2.0,1.0,,2.0,,12.0,2.0,4.0,4.0
Myotis nattereri,211005466,Least Concern,Increasing,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,,,,,,2.0,,,
Hedera helix,2758285,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Hedera,12.0,,4.0,,,1.0,6.0,,
Parus major,264577711,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,4.0,6.0,4.0,5.0,4.0,9.0,9.0,8.0,11.0
Triturus cristatus,200183152,Least Concern,Decreasing,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Triturus,,4.0,1.0,,,,,,
Quercus robur,3126467,Least Concern,Decreasing,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,3.0,,,6.0,,,,,
Ulex europaeus,86138815,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Ulex,1.0,1.0,1.0,1.0,2.0,4.0,2.0,,
Adalia bipunctata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Adalia,,,,,,,,2.0,
Galanthus nivalis,5551773,Near Threatened,Decreasing,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Galanthus,5.0,,,,,,,,
Metzgeria violacea,87781490,Least Concern,Increasing,Plantae,Marchantiophyta,Jungermanniopsida,Metzgeriales,Metzgeriaceae,Metzgeria,,3.0,,,,,,,
Lamium album,2762544,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,,,,,,2.0,,,
Rosulabryum capillare,Not Found,Unknown,Unknown,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Rosulabryum,1.0,3.0,1.0,,,1.0,,,
Typha latifolia,84300723,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Poales,Typhaceae,Typha,1.0,2.0,2.0,,4.0,,2.0,,
Larus marinus,166273324,Least Concern,Stable,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,,1.0,2.0,,1.0,,,1.0,
Alliaria petiolata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Alliaria,,2.0,,,,,,,
Agriopis marginaria,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Agriopis,,,2.0,,,,,,
Columba palumbus,166231450,Least Concern,Increasing,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,3.0,4.0,5.0,5.0,10.0,2.0,5.0,9.0,15.0
Anser anser,166194209,Least Concern,Increasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,,,2.0,1.0,1.0,,,,1.0
Apopellia endiviifolia,87737999,Least Concern,Stable,Plantae,Marchantiophyta,Jungermanniopsida,Pelliales,Pelliaceae,Apopellia,1.0,,,,,,,,
Lepus europaeus,45187424,Least Concern,Decreasing,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,1.0,1.0,1.0,,,,,,
Aquilegia vulgaris,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aquilegia,,,,,,3.0,,,
Strix aluco,264546097,Least Concern,Stable,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,1.0,,,,,1.0,,,
Orthosia incerta,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Orthosia,,2.0,,,,,,,
Potamopyrgus antipodarum,738398,Least Concern,Stable,Animalia,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Potamopyrgus,,2.0,,,,,,,
Mareca strepera,166198537,Least Concern,Increasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mareca,1.0,1.0,4.0,2.0,5.0,2.0,2.0,6.0,5.0
Dryopteris dilatata,85425018,Least Concern,Stable,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Dryopteris,,,1.0,,,,2.0,,
Cryphaea heteromalla,87768617,Least Concern,Increasing,Plantae,Bryophyta,Bryopsida,Hypnales,Cryphaeaceae,Cryphaea,,2.0,,,,,,,
Marchantia quadrata,87737378,Least Concern,Stable,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Marchantiaceae,Marchantia,,2.0,,,,,,,
Cygnus olor,166189862,Least Concern,Increasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,,2.0,,4.0,4.0,1.0,13.0,10.0,4.0
Carex pendula,5853327,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,,,,,,,2.0,2.0,
Auricularia auricula-judae,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,1.0,,,,,,1.0,1.0,
Rallus aquaticus,166431056,Least Concern,Unknown,Animalia,Chordata,Aves,Gruiformes,Rallidae,Rallus,,,2.0,1.0,,,,,
Mareca penelope,166199138,Least Concern,Decreasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mareca,1.0,1.0,1.0,5.0,3.0,3.0,1.0,3.0,2.0
Larus fuscus,166275319,Least Concern,Increasing,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,2.0,2.0,2.0,,3.0,,2.0,1.0,3.0
Amblystegium serpens,87766856,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Amblystegium,,2.0,,,,,,,
Lecidella elaeochroma,Not Found,Unknown,Unknown,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecidella,,,,,,3.0,,,
Phalaris arundinacea,1021826,Least Concern,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Phalaris,,,1.0,,,,,,
Ganoderma adspersum,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,1.0,,,,,,,,
Diplocephalus latifrons,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Diplocephalus,,,,1.0,,,,,
Pentaglottis sempervirens,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Pentaglottis,,,,,,,2.0,,
Myodes glareolus,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Myodes,,,,2.0,,,,,
Orthotrichum diaphanum,87727888,Least Concern,Increasing,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Orthotrichum,,1.0,,,,,,,
Troglodytes troglodytes,199569861,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes,5.0,2.0,3.0,5.0,1.0,3.0,5.0,3.0,1.0
Tremella mesenterica,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Tremella,,,,,,,1.0,,
Jacobaea vulgaris,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Jacobaea,,,,,,7.0,,,
Lissotriton vulgaris,229006372,Least Concern,Stable,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton,,5.0,,,,,,,
Lophocolea bidentata,87714673,Least Concern,Stable,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lophocoleaceae,Lophocolea,,2.0,,,,,,,
Motacilla cinerea,221313612,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,,,1.0,,6.0,1.0,1.0,,1.0
Vanellus vanellus,166266204,Vulnerable,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,,1.0,2.0,1.0,1.0,,3.0,,1.0
Corvus corone,264543876,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,2.0,4.0,5.0,5.0,13.0,3.0,5.0,6.0,7.0
Neuroterus quercusbaccarum,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Neuroterus,2.0,,,,,,,,
Linaria cannabina,166415057,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Linaria,,1.0,1.0,,2.0,,1.0,,1.0
Hypnum cupressiforme,87713959,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Hypnum,,2.0,,,,2.0,,,
Rhododendron ponticum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,4.0,,,,,,,,
Anthocoris confusus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Anthocoridae,Anthocoris,,,,1.0,,,,,
Rhytidiadelphus squarrosus,87737123,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Hylocomiaceae,Rhytidiadelphus,1.0,3.0,,,,3.0,,,
Bombus terrestris,57372577,Least Concern,Increasing,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,2.0,1.0,1.0,,1.0,1.0,,,
Marchantia polymorpha,87781155,Least Concern,Stable,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Marchantiaceae,Marchantia,1.0,2.0,1.0,,,,,,
Vespula vulgaris,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula,,1.0,1.0,,,3.0,,,
Campylopus introflexus,87771114,Not Applicable,Increasing,Plantae,Bryophyta,Bryopsida,Dicranales,Leucobryaceae,Campylopus,,1.0,1.0,,,2.0,,,
Phytomyza ilicis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Agromyzidae,Phytomyza,4.0,,,,,,1.0,,
Trochulus hispidus,126101798,Least Concern,Stable,Animalia,Mollusca,Gastropoda,Stylommatophora,Hygromiidae,Trochulus,3.0,,,,,,,,
Betula pendula,3115662,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Betula,1.0,,1.0,,,2.0,,,
Xylaria hypoxylon,Not Found,Unknown,Unknown,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,1.0,,,,,,,,
Lymnocryptes minimus,166243794,Least Concern,Unknown,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Lymnocryptes,,,,,,,1.0,,
Limnephilus lunatus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilus,,1.0,,,,,,,
Dendrocopos major,166214479,Least Concern,Decreasing,Animalia,Chordata,Aves,Piciformes,Picidae,Dendrocopos,1.0,2.0,4.0,4.0,2.0,2.0,1.0,2.0,3.0
Philoscia muscorum,Not Found,Unknown,Unknown,Animalia,Arthropoda,Malacostraca,Isopoda,Philosciidae,Philoscia,1.0,,,,,,,,
Fringilla montifringilla,264534717,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Fringilla,,,,,,,1.0,,
Stigmella aurella,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Nepticulidae,Stigmella,6.0,,,,,,,,
Cornus sanguinea,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,,,2.0,2.0,,,,,
Struthiopteris spicant,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,Struthiopteris,,,,,,,,2.0,
Tadorna tadorna,166197940,Least Concern,Stable,Animalia,Chordata,Aves,Anseriformes,Anatidae,Tadorna,,1.0,,,1.0,,,,
Erannis defoliaria,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Erannis,,,2.0,,,,,,
Deroceras invadens,83478783,Least Concern,Increasing,Animalia,Mollusca,Gastropoda,Stylommatophora,Agriolimacidae,Deroceras,1.0,,,,,,,,
Capsella bursa-pastoris,2758177,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Capsella,,,1.0,,,,,,
Pseudoscleropodium purum,88382414,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Pseudoscleropodium,,1.0,,,,,,,
Aegithalos caudatus,264587236,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Aegithalidae,Aegithalos,3.0,4.0,5.0,6.0,4.0,3.0,9.0,4.0,12.0
Turdus philomelos,166346863,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,,,3.0,4.0,4.0,1.0,2.0,,
Coloeus monedula,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Corvidae,Coloeus,2.0,1.0,3.0,3.0,9.0,1.0,4.0,5.0,3.0
Larus argentatus,206585142,Least Concern,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,1.0,2.0,3.0,3.0,6.0,,1.0,4.0,6.0
Cornu aspersum,5012868,Least Concern,Stable,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cornu,2.0,2.0,,,,,2.0,,
Asplenium ruta-muraria,83504118,Least Concern,Stable,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,,,1.0,,,,,,
Tachybaptus ruficollis,166311395,Least Concern,Stable,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Tachybaptus,2.0,1.0,4.0,2.0,3.0,2.0,2.0,3.0,1.0
Phyllonorycter leucographella,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,,,1.0,,,,,,
Emberiza schoeniclus,166426048,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,1.0,3.0,3.0,3.0,2.0,1.0,2.0,,2.0
Bellis perennis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bellis,1.0,,1.0,,1.0,3.0,,,
