Species Name,Assessment ID,Red List Category,Population Trend,Kingdom,Phylum,Class,Order,Family,Genus,Observations_2015,Observations_2016,Observations_2017,Observations_2018,Observations_2019,Observations_2020,Observations_2021,Observations_2022,Observations_2023
Falco peregrinus,210513652,Least Concern,Unknown,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,,,,2.0,,,,,
Entoloma sericeum,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,,,,,,,,1.0,
Flavoparmelia caperata,180096996,Least Concern,Increasing,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Flavoparmelia,,,,,,1.0,,,
Asplenium ceterach,83470575,Least Concern,Stable,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,,,,,,1.0,,,
Chamaecyparis lawsoniana,2840024,Near Threatened,Increasing,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Chamaecyparis,,,,,,,,,1.0
Xanthoporia radiata,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Xanthoporia,,,,1.0,,1.0,,,
Stellaria media,2758351,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stellaria,,,,,,,,1.0,1.0
Clitocybe fragrans,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Clitocybe,,,,,,,,1.0,
Hylocomiadelphus triquetrus,Not Found,Unknown,Unknown,Plantae,Bryophyta,Bryopsida,Hypnales,Hylocomiaceae,Hylocomiadelphus,,,,,,1.0,,,
Acer pseudoplatanus,125923004,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,,,,,,1.0,,1.0,
Xylaria longipes,Not Found,Unknown,Unknown,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,,,,,1.0,1.0,,1.0,
Gasterosteus aculeatus,221209504,Least Concern,Unknown,Animalia,Chordata,Unknown,Gasterosteiformes,Gasterosteidae,Gasterosteus,,1.0,,,,,,,
Fomes fomentarius,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Fomes,,,,,,1.0,,,
Passer domesticus,199147773,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,1.0,3.0,6.0,6.0,4.0,4.0,3.0,7.0,6.0
Spatula clypeata,166200605,Least Concern,Decreasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,1.0,,,,,,,,
Polygonia c-album,53719853,Least Concern,Stable,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Polygonia,,,1.0,,1.0,,,,1.0
Vanessa atalanta,172421220,Least Concern,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,,,,,,1.0,,1.0,
Xanthoria parietina,Not Found,Unknown,Unknown,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Xanthoria,,,,,,2.0,,,
Agapetus fuscipes,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Trichoptera,Glossosomatidae,Agapetus,,,4.0,,,,,,
Sturnus vulgaris,166360937,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,,,5.0,5.0,2.0,1.0,1.0,6.0,5.0
Drapetis exilis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Hybotidae,Drapetis,,,,,,,,1.0,
Ranunculus ficariiformis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,,,1.0,,,,,,
Galium aparine,2765924,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,,,,,,1.0,,1.0,2.0
Scolopax rusticola,166241741,Least Concern,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,1.0,1.0,,2.0,,,2.0,1.0,1.0
Mustela putorius,45214384,Least Concern,Decreasing,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,1.0,1.0,,,,,1.0,,
Phigalia pilosaria,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Phigalia,,,,,1.0,,,,
Aglais urticae,53706994,Least Concern,Stable,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Aglais,1.0,,,,2.0,1.0,3.0,5.0,
Rhyacophila dorsalis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,,,2.0,,,,,,
Vulpes vulpes,46190249,Least Concern,Stable,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,15.0,,2.0,1.0,1.0,1.0,,2.0,1.0
Theria primaria,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Theria,,,,,2.0,,,,
Conistra ligula,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Conistra,,,,,,,1.0,,
Aegopodium podagraria,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Aegopodium,,,,,,,,1.0,
Eupithecia abbreviata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,,1.0,,,,,,,
Physcia tenella,Not Found,Unknown,Unknown,Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Physcia,,,,,,1.0,,,
Epiphyas postvittana,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Epiphyas,,,,,,,1.0,,
Sciurus carolinensis,217344510,Not Applicable,Increasing,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,,,,1.0,3.0,4.0,6.0,,
Myotis nattereri,211005466,Least Concern,Increasing,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,2.0,3.0,4.0,5.0,1.0,1.0,,4.0,
Hedera helix,2758285,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Hedera,,,,,,3.0,,,
Parus major,264577711,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,3.0,2.0,7.0,6.0,10.0,7.0,4.0,3.0,5.0
Triturus cristatus,200183152,Least Concern,Decreasing,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Triturus,,17.0,6.0,8.0,4.0,,2.0,1.0,19.0
Cephalozia bicuspidata,87793787,Least Concern,Decreasing,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Cephaloziaceae,Cephalozia,,,,,1.0,,,,
Ulex europaeus,86138815,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Ulex,,,,,1.0,,,1.0,
Dacrymyces stillatus,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Dacrymycetes,Dacrymycetales,Dacrymycetaceae,Dacrymyces,,,,,1.0,,,1.0,
Galanthus nivalis,5551773,Near Threatened,Decreasing,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Galanthus,,,,1.0,2.0,,1.0,,
Metzgeria violacea,87781490,Least Concern,Increasing,Plantae,Marchantiophyta,Jungermanniopsida,Metzgeriales,Metzgeriaceae,Metzgeria,,2.0,2.0,,3.0,,,,
Crepidotus cesatii,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Crepidotaceae,Crepidotus,,,,,,2.0,,,
Plagiochila asplenioides,87738325,Least Concern,Stable,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Plagiochilaceae,Plagiochila,,2.0,,,,,,,
Conocephalum conicum,87834471,Least Concern,Stable,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Conocephalaceae,Conocephalum,,1.0,,,2.0,1.0,,,
Bjerkandera adusta,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Bjerkandera,,,,,1.0,,1.0,1.0,
Lepidozia reptans,87714454,Least Concern,Stable,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lepidoziaceae,Lepidozia,,,,,1.0,,,,
Alliaria petiolata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Alliaria,,,,,,,,,1.0
Caltha palustris,42321925,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Caltha,,,,,,,1.0,,
Agriopis marginaria,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Agriopis,,,,,1.0,,,,
Columba palumbus,166231450,Least Concern,Increasing,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,4.0,3.0,12.0,7.0,10.0,10.0,8.0,6.0,10.0
Thuidium tamariscinum,87743497,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Thuidiaceae,Thuidium,,,,,,2.0,,,
Apopellia endiviifolia,87737999,Least Concern,Stable,Plantae,Marchantiophyta,Jungermanniopsida,Pelliales,Pelliaceae,Apopellia,,1.0,,,2.0,,,,
Anser anser,166194209,Least Concern,Increasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,,,,,,,2.0,,
Lepus europaeus,45187424,Least Concern,Decreasing,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,,3.0,,,2.0,,,,
Hypholoma fasciculare,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Hypholoma,,,,,,1.0,,,
Arum maculatum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Arum,,,,,,,,1.0,2.0
Strix aluco,264546097,Least Concern,Stable,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,4.0,,,1.0,2.0,1.0,,,2.0
Orthosia cruda,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Orthosia,,1.0,,,,,2.0,,
Sarcomyxa serotina,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Sarcomyxaceae,Sarcomyxa,,,,,,,,1.0,1.0
Orthosia incerta,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Orthosia,,3.0,,,,,2.0,,
Dryopteris dilatata,85425018,Least Concern,Stable,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Dryopteris,,,,,,,,1.0,
Cygnus olor,166189862,Least Concern,Increasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,,,,,,1.0,,,
Charadrius dubius,166264107,Least Concern,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,,,,4.0,,,,,
Lemna minor,120125670,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Lemna,,,,,,1.0,,,
Auricularia auricula-judae,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,,,,1.0,,2.0,1.0,2.0,1.0
Larus fuscus,166275319,Least Concern,Increasing,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,,,1.0,2.0,,1.0,,,3.0
Petasites pyrenaicus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Petasites,,,,2.0,,1.0,1.0,,
Daldinia concentrica,Not Found,Unknown,Unknown,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Daldinia,,,,1.0,,3.0,1.0,,
Fossombronia pusilla,87770095,Least Concern,Stable,Plantae,Marchantiophyta,Jungermanniopsida,Fossombroniales,Fossombroniaceae,Fossombronia,,,1.0,,,,,,
Pentaglottis sempervirens,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Pentaglottis,,,,,,,1.0,,
Myodes glareolus,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Myodes,,,,1.0,,,,,
Chrysosplenium oppositifolium,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Chrysosplenium,,,,,,,,1.0,
Troglodytes troglodytes,199569861,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes,3.0,11.0,6.0,1.0,5.0,3.0,5.0,1.0,3.0
Tremella mesenterica,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Tremella,,,,,1.0,1.0,,1.0,2.0
Lissotriton vulgaris,229006372,Least Concern,Stable,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton,,7.0,,9.0,4.0,3.0,3.0,1.0,13.0
Lophocolea bidentata,87714673,Least Concern,Stable,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lophocoleaceae,Lophocolea,,2.0,2.0,,2.0,,,,
Motacilla cinerea,221313612,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,1.0,2.0,,1.0,,,3.0,,3.0
Vanellus vanellus,166266204,Vulnerable,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,,3.0,,1.0,,,,,1.0
Puschkinia scilloides,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Puschkinia,,,,,,,,1.0,
Corvus corone,264543876,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,1.0,,6.0,7.0,7.0,11.0,2.0,8.0,7.0
Taphrina betulina,Not Found,Unknown,Unknown,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,,,,,,1.0,,,
Peniophora lycii,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Peniophora,,,,,,1.0,,1.0,
Linaria cannabina,166415057,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Linaria,,,1.0,2.0,2.0,,,,
Zootoca vivipara,217510164,Least Concern,Unknown,Animalia,Chordata,Squamata,Unknown,Lacertidae,Zootoca,,1.0,1.0,,,,3.0,,5.0
Conistra vaccinii,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Conistra,,,,,2.0,,,,
Corticaria impressa,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Latridiidae,Corticaria,,,,,,,,1.0,
Mustela nivalis,45200499,Least Concern,Stable,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,,2.0,,1.0,,,,,
Rhododendron ponticum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,,,,1.0,,,,,
Rhytidiadelphus squarrosus,87737123,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Hylocomiaceae,Rhytidiadelphus,,,,,,3.0,,,
Bombus terrestris,57372577,Least Concern,Increasing,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,,,,,,,1.0,1.0
Perapion hydrolapathi,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Brentidae,Perapion,,,,,,,,1.0,
Marchantia polymorpha,87781155,Least Concern,Stable,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Marchantiaceae,Marchantia,,5.0,5.0,,1.0,,,,
Vespula vulgaris,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula,1.0,,,,,,,,
Calycina citrina,Not Found,Unknown,Unknown,Fungi,Ascomycota,Leotiomycetes,Helotiales,Pezizellaceae,Calycina,,,,,,,,2.0,
Exidia thuretiana,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Exidia,,,,,,1.0,,,
Prunus domestica,50135957,Data Deficient,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,,,,,,1.0,,,
Vuilleminia coryli,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Vuilleminiaceae,Vuilleminia,,,,,,1.0,,,
Spirodela polyrhiza,120208445,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Spirodela,,,,,,1.0,,,
Stenus clavicornis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Stenus,,,,,,,,1.0,
Flammulina velutipes,122090923,Least Concern,Stable,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Flammulina,,,,1.0,,2.0,1.0,,
Betula pendula,3115662,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Betula,,,,,,1.0,,1.0,
Allium ursinum,6826231,Least Concern,Unknown,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Allium,,,,,,,,1.0,
Xylaria hypoxylon,Not Found,Unknown,Unknown,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,,,,,1.0,2.0,2.0,2.0,1.0
Limnephilus lunatus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilus,,,2.0,,,,,,
Cinclus cinclus,166342358,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Cinclidae,Cinclus,,,,,1.0,,1.0,,2.0
Biscogniauxia nummularia,Not Found,Unknown,Unknown,Fungi,Ascomycota,Sordariomycetes,Xylariales,Graphostromataceae,Biscogniauxia,,,,1.0,,1.0,,,
Diurnea fagella,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Lypusidae,Diurnea,,,,,,,,1.0,
Dendrocopos major,166214479,Least Concern,Decreasing,Animalia,Chordata,Aves,Piciformes,Picidae,Dendrocopos,2.0,5.0,1.0,1.0,6.0,1.0,4.0,2.0,4.0
Stigmella aurella,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Nepticulidae,Stigmella,,,,,,1.0,,,
