Species Name,Invasive,Assessment ID,Red List Category,Population Trend,Kingdom,Phylum,Class,Order,Family,Genus,Observations_2005,Observations_2006,Observations_2007,Observations_2008,Observations_2009,Observations_2010,Observations_2011,Observations_2012,Observations_2013,Observations_2014,Observations_2015,Observations_2016,Observations_2017,Observations_2018,Observations_2019,Observations_2020,Observations_2021,Observations_2022,Observations_2023,Observations_2024
Galium mollugo,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lotus corniculatus,1,7243415,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brachypodium sylvaticum,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Brachypodium,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strix aluco,0,264546097,Least Concern,Stable,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Quercus robur,0,3126467,Least Concern,Decreasing,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,2,0,0,0,0,1,1,0,3,0,0,0,0,2,1,1,0,0,0,0
Capreolus capreolus,0,224358944,Least Concern,Increasing,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Capreolus,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
Polygonum aviculare,0,2764857,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Deraeocoris lutescens,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Deraeocoris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Platystoma seminationis,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Platystomatidae,Platystoma,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gunnera tinctoria,1,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Gunnerales,Gunneraceae,Gunnera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poa angustifolia,0,44508366,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Crepis capillaris,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Falco tinnunculus,0,210515355,Least Concern,Unknown,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,1,0,0,0
Juncus bufonius,0,84287155,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leucanthemum vulgare,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Leucanthemum,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acer negundo,0,3117065,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dactylis glomerata,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Dactylis,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bromus diandrus,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ladoga camilla,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Ladoga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Viola odorata,0,2766319,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carex pilulifera,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
Petrosedum rupestre,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Petrosedum,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meconema meridionale,0,74540416,Least Concern,Unknown,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Meconema,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Thuidium tamariscinum,0,87743497,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Thuidiaceae,Thuidium,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Epidalea calamita,0,228181470,Least Concern,Decreasing,Animalia,Chordata,Amphibia,Anura,Bufonidae,Epidalea,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nymphaea alba,0,63306122,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nymphaea,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Moehringia trinervia,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Moehringia,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Melissa officinalis,0,2762574,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Melissa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
Hypericum pulchrum,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Polemonium caeruleum,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Polemonium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Alliaria petiolata,1,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Alliaria,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lissotriton helveticus,0,228185144,Least Concern,Decreasing,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0
Iris pseudacorus,1,42326782,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Iris,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cirsium arvense,1,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,0,0,0,2,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Anemone ranunculoides,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Anemone,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Clematis viticella,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Trioza urticae,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Triozidae,Trioza,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stellaria alsine,1,5864526,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stellaria,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linaria vulgaris,1,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Linaria,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Prunella modularis,0,166409165,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Prunellidae,Prunella,0,0,0,0,0,0,0,0,9,8,0,0,1,0,2,0,0,3,0,0
Mentha piperita,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanellus vanellus,0,166266204,Vulnerable,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Juncus effusus,0,65914179,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,0,0,5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aglais urticae,0,211434469,Near Threatened,Decreasing,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Aglais,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coenonympha pamphilus,0,211434061,Least Concern,Increasing,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Coenonympha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Oestrus ovis,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Oestridae,Oestrus,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isodontia mexicana,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Isodontia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Carex hirta,0,5807322,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senecio vulgaris,1,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Papaver rhoeas,0,2764767,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Papaver,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dicranum scoparium,0,87768972,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Carabus purpurascens,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Roemeria hispida,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Roemeria,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lamium purpureum,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Aelia acuminata,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Aelia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Trifolium campestre,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scrophularia auriculata,0,5771354,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Scrophularia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinocampus coccinellae,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Dinocampus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bufo bufo,0,200188858,Least Concern,Decreasing,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo,0,0,0,0,0,0,0,5,0,0,2,3,0,0,0,0,0,0,1,0
Aegithalos caudatus,0,264587236,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Aegithalidae,Aegithalos,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0
Viscum album,0,2766017,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Santalales,Viscaceae,Viscum,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calystegia sepium,0,78457032,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Calystegia,0,0,0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centaurea cyanus,0,51180112,Least Concern,Decreasing,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Centaurea,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Alopecurus pratensis,0,7239556,Least Concern,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Alopecurus,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Urtica urens,0,2766205,Least Concern,Decreasing,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Urtica,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taxus baccata,0,95808896,Least Concern,Increasing,Plantae,Tracheophyta,Pinopsida,Pinales,Taxaceae,Taxus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sciurus vulgaris,0,221731049,Least Concern,Unknown,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
Oxybasis glauca,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Oxybasis,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papaver somniferum,0,2764773,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Papaver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Verbena officinalis,0,1040163,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Verbena,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stellaria aquatica,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stellaria,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galinsoga quadriradiata,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luzula forsteri,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Luzula,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Stachys sylvatica,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Stachys,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Dendroctonus micans,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Dendroctonus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salticus scenicus,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Salticus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zicrona caerulea,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Zicrona,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emberiza schoeniclus,0,166426048,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Geranium macrorrhizum,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Phleum pratense,0,7226408,Least Concern,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Phleum,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stellaria media,1,2758351,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stellaria,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agrostis gigantea,1,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Agrostis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hordeum vulgare,0,6824840,Least Concern,Increasing,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Hordeum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lamium album,0,2762544,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cotinus coggygria,1,119996147,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Cotinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Circus aeruginosus,0,210508502,Least Concern,Decreasing,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Jacobaea vulgaris,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Jacobaea,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sonchus arvensis,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Sonchus,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phalaris arundinacea,1,1021826,Least Concern,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Phalaris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Nuphar lutea,0,42398895,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nuphar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clanoptilus marginellus,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Malachiidae,Clanoptilus,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columba palumbus,0,166231450,Least Concern,Increasing,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,0,0,0,0,0,0,0,0,8,7,0,0,0,1,2,0,5,4,0,0
Elymus repens,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adalia decempunctata,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Adalia,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Polyommatus icarus,0,211430492,Least Concern,Decreasing,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Polyommatus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Turdus pilaris,0,264547173,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,0,0
Dryopteris carthusiana,0,85424377,Least Concern,Stable,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Dryopteris,1,0,0,1,0,0,1,0,1,0,2,0,0,1,0,1,0,0,0,0
Xestobium rufovillosum,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Anobiidae,Xestobium,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autographa gamma,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Autographa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Carex leporina,0,5717210,Least Concern,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palomena prasina,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Palomena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Geranium dissectum,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cydonia oblonga,0,61611931,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Cydonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Eristalis pertinax,0,152281614,Least Concern,Stable,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eristalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Centaurea scabiosa,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Centaurea,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fraxinus excelsior,0,67807718,Near Threatened,Decreasing,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,0,0,0,2,3,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0
Corvus corone,0,264543876,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,2,1,0,0
Datura stramonium,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Datura,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sylvia communis,0,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Accipiter nisus,0,210499136,Least Concern,Unknown,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Potentilla reptans,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyanistes caeruleus,0,264532201,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,0,0,0,0,0,0,0,0,14,11,0,0,1,0,1,0,2,4,0,0
Picus viridis,0,264587872,Least Concern,Stable,Animalia,Chordata,Aves,Piciformes,Picidae,Picus,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,2,1,0,0
Geotrupes spiniger,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Geotrupidae,Geotrupes,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sus scrofa,1,215861797,Least Concern,Increasing,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Sus,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Sympetrum striolatum,0,208822454,Least Concern,Stable,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Sympetrum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Epilobium montanum,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lissotriton vulgaris,0,229006372,Least Concern,Stable,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Asplenium ruta-muraria,0,83504118,Least Concern,Stable,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
