Species Name,Invasive,Assessment ID,Red List Category,Population Trend,Kingdom,Phylum,Class,Order,Family,Genus,Observations_2005,Observations_2006,Observations_2007,Observations_2008,Observations_2009,Observations_2010,Observations_2011,Observations_2012,Observations_2013,Observations_2014,Observations_2015,Observations_2016,Observations_2017,Observations_2018,Observations_2019,Observations_2020,Observations_2021,Observations_2022,Observations_2023,Observations_2024
Cryptops anomalans,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Chilopoda,Scolopendromorpha,Cryptopidae,Cryptops,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osmia bicornis,0,21154926,Least Concern,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columba oenas,0,264541812,Least Concern,Increasing,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,0,0,1,2,0,0,6,8,2,1,0,0,0,1,0,1,1,1,1,1
Avena fatua,0,19394581,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Avena,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cerastium holosteoides,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Cerastium,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mareca penelope,0,166199138,Least Concern,Decreasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mareca,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galium mollugo,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lotus corniculatus,1,7243415,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Amaranthus hybridus,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tachybaptus ruficollis,0,166311395,Least Concern,Stable,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Tachybaptus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phytolacca americana,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Phytolaccaceae,Phytolacca,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brachypodium sylvaticum,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Brachypodium,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cerastium pumilum,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Cerastium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calodromius bifasciatus,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Calodromius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zootoca vivipara,0,217510164,Least Concern,Unknown,Animalia,Chordata,Squamata,Unknown,Lacertidae,Zootoca,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Silene vulgaris,0,53798707,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Strix aluco,0,264546097,Least Concern,Stable,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Merdigera obscura,0,124815058,Least Concern,Stable,Animalia,Mollusca,Gastropoda,Stylommatophora,Enidae,Merdigera,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turdus viscivorus,0,264544715,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,0,0,0,0,0,0,1,2,0,2,0,2,0,0,1,0,0,1,0,0
Quercus robur,0,3126467,Least Concern,Decreasing,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lepidium coronopus,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruscus aculeatus,0,5581331,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Ruscus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Polygonum aviculare,0,2764857,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Caloplaca cerina,0,Not Found,Unknown,Unknown,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Caloplaca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Episyrphus balteatus,0,149167683,Least Concern,Unknown,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Episyrphus,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1
Crepis capillaris,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Falco tinnunculus,0,210515355,Least Concern,Unknown,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,0,0,0,0,0,0,1,2,0,0,2,0,0,2,0,1,0,0,0,0
Juncus bufonius,0,84287155,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aythya nyroca,0,166204665,Least Concern,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lepidium graminifolium,0,7258614,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leucanthemum vulgare,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Leucanthemum,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kryptonesticus eremita,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Nesticidae,Kryptonesticus,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Acer negundo,0,3117065,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mustela putorius,0,215860613,Least Concern,Decreasing,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asio otus,0,210504585,Least Concern,Unknown,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dactylis glomerata,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Dactylis,3,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viola odorata,0,2766319,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calliphora vicina,1,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,Calliphora,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sedum album,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
Moehringia trinervia,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Moehringia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melissa officinalis,0,2762574,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Melissa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Plodia interpunctella,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Plodia,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Fomes fomentarius,0,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Fomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cotoneaster franchetii,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Cotoneaster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bromus catharticus,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Artemisia verlotiorum,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliaria petiolata,1,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Alliaria,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Lissotriton helveticus,0,228185144,Least Concern,Decreasing,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cirsium arvense,1,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,0,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Iris pseudacorus,1,42326782,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Iris,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trifolium fragiferum,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Erysimum cheiranthoides,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Erysimum,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Linaria vulgaris,1,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Linaria,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Actitis hypoleucos,0,166252539,Least Concern,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Prunella modularis,0,166409165,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Prunellidae,Prunella,0,0,1,2,0,7,2,2,11,5,0,6,5,5,5,6,9,8,3,1
Pteris vittata,0,85448742,Least Concern,Increasing,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Pteris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cacopsylla pulchella,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Psyllidae,Cacopsylla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geranium endressii,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carex hirta,0,5807322,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Briza media,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Briza,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cerastium arvense,0,67729130,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Cerastium,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dysphania ambrosioides,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Dysphania,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cynodon dactylon,1,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cynodon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senecio vulgaris,1,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,5,1,2,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1
Papaver rhoeas,0,2764767,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Papaver,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trichoferus pallidus,0,5083987,Least Concern,Stable,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Trichoferus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pipistrellus pipistrellus,0,211012245,Least Concern,Stable,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0
Jasminum nudiflorum,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Jasminum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Alcea rosea,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Alcea,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lamium purpureum,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,2,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0
Trifolium campestre,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orthotrichum anomalum,0,87727352,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Orthotrichum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Trametes gibbosa,0,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Aegithalos caudatus,0,264587236,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Aegithalidae,Aegithalos,0,0,1,5,0,2,8,0,2,6,2,4,0,3,4,2,7,2,2,2
Chenopodiastrum murale,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodiastrum,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viscum album,0,2766017,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Santalales,Viscaceae,Viscum,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
Calystegia sepium,0,78457032,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Calystegia,7,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oxalis stricta,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bufo bufo,0,200188858,Least Concern,Decreasing,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Taxus baccata,0,95808896,Least Concern,Increasing,Plantae,Tracheophyta,Pinopsida,Pinales,Taxaceae,Taxus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Urtica urens,0,2766205,Least Concern,Decreasing,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Urtica,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
Fragaria vesca,1,6834548,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sciurus vulgaris,0,221731049,Least Concern,Unknown,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,0,0,0,4,0,0,0,0,0,3,2,4,0,1,1,0,0,0,0,1
Oxybasis glauca,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Oxybasis,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verbena officinalis,0,1040163,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Verbena,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stellaria aquatica,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stellaria,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Galinsoga quadriradiata,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Clinopodium menthifolium,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Clinopodium,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Persicaria lapathifolia,0,1048733,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arocatus roeselii,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Arocatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Stachys sylvatica,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Stachys,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cephalanthera damasonium,0,7169186,Least Concern,Unknown,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cephalanthera,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Salticus scenicus,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Salticus,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitrea contracta,0,112848141,Least Concern,Decreasing,Animalia,Mollusca,Gastropoda,Stylommatophora,Pristilomatidae,Vitrea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amaranthus retroflexus,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elymus caninus,0,7237189,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phleum pratense,0,7226408,Least Concern,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Phleum,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stellaria media,1,2758351,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stellaria,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0
Agrostis gigantea,1,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Agrostis,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamium album,0,2762544,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Ceutorhynchus pallidactylus,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Ceutorhynchus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jacobaea vulgaris,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Jacobaea,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Phalaris arundinacea,1,1021826,Least Concern,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Phalaris,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columba palumbus,0,166231450,Least Concern,Increasing,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,0,0,1,3,0,7,7,10,15,15,9,14,13,21,27,19,16,21,5,4
Sisymbrium irio,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Sisymbrium,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Humulus lupulus,0,2758327,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Humulus,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Elymus repens,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tadorna ferruginea,0,166197286,Least Concern,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Tadorna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Turdus pilaris,0,264547173,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,0,0,0,0,0,2,0,0,3,0,0,0,0,0,1,1,1,0,0,1
Reseda lutea,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Resedaceae,Reseda,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lauria cylindracea,0,Not Found,Unknown,Unknown,Animalia,Mollusca,Gastropoda,Stylommatophora,Lauriidae,Lauria,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tachycines asynamorus,0,135341193,Not Applicable,Increasing,Animalia,Arthropoda,Insecta,Orthoptera,Rhaphidophoridae,Tachycines,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Perca fluviatilis,1,221237573,Least Concern,Unknown,Animalia,Chordata,Unknown,Perciformes,Percidae,Perca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Regulus ignicapilla,0,166445678,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Regulidae,Regulus,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Senecio inaequidens,1,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2
Geranium dissectum,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Blackstonia perfoliata,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Blackstonia,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carex divulsa,0,5712657,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
