Species Name,Invasive,Assessment ID,Red List Category,Population Trend,Kingdom,Phylum,Class,Order,Family,Genus,Observations_2005,Observations_2006,Observations_2007,Observations_2008,Observations_2009,Observations_2010,Observations_2011,Observations_2012,Observations_2013,Observations_2014,Observations_2015,Observations_2016,Observations_2017,Observations_2018,Observations_2019,Observations_2020,Observations_2021,Observations_2022,Observations_2023,Observations_2024
Lotus corniculatus,1,7243415,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,0,0,1,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0
Aricia agestis,0,211402055,Least Concern,Increasing,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Aricia,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Tachybaptus ruficollis,0,166311395,Least Concern,Stable,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Tachybaptus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Panorpa germanica,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Mecoptera,Panorpidae,Panorpa,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Brachypodium sylvaticum,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Brachypodium,1,0,1,1,2,0,1,0,1,1,0,1,2,1,0,0,1,0,0,0
Hypopitys hypophegea,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Hypopitys,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teucrium chamaedrys,0,2762744,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Teucrium,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Zootoca vivipara,0,217510164,Least Concern,Unknown,Animalia,Chordata,Squamata,Unknown,Lacertidae,Zootoca,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Silene vulgaris,0,53798707,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
Merdigera obscura,0,124815058,Least Concern,Stable,Animalia,Mollusca,Gastropoda,Stylommatophora,Enidae,Merdigera,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strix aluco,0,264546097,Least Concern,Stable,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
Turdus viscivorus,0,264544715,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6,1,0,0,0,0
Quercus robur,0,3126467,Least Concern,Decreasing,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,0,1,2,1,1,0,2,0,1,1,0,1,2,1,1,0,3,0,0,0
Capreolus capreolus,0,224358944,Least Concern,Increasing,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Capreolus,0,0,0,0,0,1,0,2,0,1,2,3,2,0,0,1,0,0,0,0
Velia caprai,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Veliidae,Velia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Polygonum aviculare,0,2764857,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum,0,0,0,0,3,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0
Platanthera chlorantha,0,7156026,Least Concern,Decreasing,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Platanthera,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Episyrphus balteatus,0,149167683,Least Concern,Unknown,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Episyrphus,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Poa angustifolia,0,44508366,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sphaerophoria scripta,0,149165865,Least Concern,Stable,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Sphaerophoria,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dama dama,0,224359451,Least Concern,Increasing,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Dama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crepis capillaris,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,0,0,0,0,1,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0
Falco tinnunculus,0,210515355,Least Concern,Unknown,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,0,0,0,1,0,0,0,2,0,1,1,2,1,0,0,2,1,1,8,0
Frangula alnus,1,68082189,Least Concern,Increasing,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Frangula,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Galium palustre,0,19621346,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juncus bufonius,0,84287155,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Riparia riparia,0,199568748,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Riparia,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,2,0
Leucanthemum vulgare,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Leucanthemum,0,0,0,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Mustela putorius,0,215860613,Least Concern,Decreasing,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dactylis glomerata,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Dactylis,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Ladoga camilla,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Ladoga,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Carex pilulifera,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Perpolita hammonis,0,Not Found,Unknown,Unknown,Animalia,Mollusca,Gastropoda,Stylommatophora,Gastrodontidae,Perpolita,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Petrosedum rupestre,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Petrosedum,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Carpocoris purpureipennis,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Carpocoris,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Ciconia ciconia,0,166325948,Least Concern,Increasing,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Brachythecium rivulare,0,87732832,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Brachythecium,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Thuidium tamariscinum,0,87743497,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Thuidiaceae,Thuidium,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
Sedum album,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chilocorus renipustulatus,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Chilocorus,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Epidalea calamita,0,228181470,Least Concern,Decreasing,Animalia,Chordata,Amphibia,Anura,Bufonidae,Epidalea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Meconema meridionale,0,74540416,Least Concern,Unknown,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Meconema,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Luscinia svecica,0,166352021,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Luscinia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Moehringia trinervia,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Moehringia,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Melissa officinalis,0,2762574,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Melissa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Emberiza calandra,0,166426657,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Thamnobryum alopecurum,0,87737823,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Neckeraceae,Thamnobryum,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Arabis hirsuta,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Deroceras laeve,0,85576443,Least Concern,Stable,Animalia,Mollusca,Gastropoda,Stylommatophora,Agriolimacidae,Deroceras,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Caloptilia stigmatella,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Caloptilia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hypericum pulchrum,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teucrium scorodonia,0,2764259,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Teucrium,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliaria petiolata,1,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Alliaria,0,0,0,0,2,1,1,1,1,1,0,1,1,0,1,0,0,2,0,0
Lissotriton helveticus,0,228185144,Least Concern,Decreasing,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0
Cirsium arvense,1,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,0,0,0,0,1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0
Iris pseudacorus,1,42326782,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Iris,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Pyrgus malvae,0,211408018,Near Threatened,Decreasing,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Pyrgus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Veronica beccabunga,0,140517636,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trifolium fragiferum,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oriolus oriolus,0,264564352,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Oriolidae,Oriolus,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0
Stellaria alsine,1,5864526,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stellaria,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Prunella modularis,0,166409165,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Prunellidae,Prunella,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2,0,2,0,0,0
Limodorum abortivum,0,7145895,Least Concern,Unknown,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Limodorum,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Polygala vulgaris,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Fabales,Polygalaceae,Polygala,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Volucella bombylans,0,152281815,Least Concern,Stable,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Volucella,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Vanellus vanellus,0,166266204,Vulnerable,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,0,2,1,1,0,1,0,2,0,0,1,2,1,4,2,1,3,1,6,0
Juncus effusus,0,65914179,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Coenonympha pamphilus,0,211434061,Least Concern,Increasing,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Coenonympha,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
Aglais urticae,0,211434469,Near Threatened,Decreasing,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Aglais,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Daphne laureola,0,2766175,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Malvales,Thymelaeaceae,Daphne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Astragalus glycyphyllos,0,2758135,Least Concern,Decreasing,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Phaneroptera falcata,0,74526336,Least Concern,Increasing,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Phaneroptera,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Iberis amara,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Iberis,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carex hirta,0,5807322,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Briza media,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Briza,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gryllotalpa gryllotalpa,0,74521302,Least Concern,Decreasing,Animalia,Arthropoda,Insecta,Orthoptera,Gryllotalpidae,Gryllotalpa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cerastium arvense,0,67729130,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Cerastium,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papaver rhoeas,0,2764767,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Papaver,0,0,0,0,1,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0
Senecio vulgaris,1,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,0,0,0,0,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0
Hippolais polyglotta,0,264555818,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Hippolais,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0
Saxicola torquatus,0,166356128,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Saxicola,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Verbascum lychnitis,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Verbascum,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamium purpureum,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Volucella zonaria,0,152281807,Least Concern,Stable,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Volucella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Trifolium campestre,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
Coronella austriaca,0,204914315,Least Concern,Decreasing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Scrophularia auriculata,0,5771354,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Scrophularia,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thymus pulegioides,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Thymus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laburnum anagyroides,0,79919650,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Laburnum,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Rhinolophus hipposideros,0,216727479,Least Concern,Increasing,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,0,0,2,0,1,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0
Aegithalos caudatus,0,264587236,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Aegithalidae,Aegithalos,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,5,0
Bufo bufo,0,200188858,Least Concern,Decreasing,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0
Viscum album,0,2766017,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Santalales,Viscaceae,Viscum,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Calystegia sepium,0,78457032,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Calystegia,0,0,0,0,2,2,2,0,4,3,0,0,0,0,0,0,0,0,0,0
Oxalis stricta,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arianta arbustorum,0,4949797,Least Concern,Stable,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Arianta,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Holcostethus strictus,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Holcostethus,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Taxus baccata,0,95808896,Least Concern,Increasing,Plantae,Tracheophyta,Pinopsida,Pinales,Taxaceae,Taxus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Urtica urens,0,2766205,Least Concern,Decreasing,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Urtica,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fragaria vesca,1,6834548,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,1,0,1,0,1,1,2,0,1,1,0,1,2,1,0,0,1,0,0,0
Sciurus vulgaris,0,221731049,Least Concern,Unknown,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0
Oxybasis glauca,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Oxybasis,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Equisetum telmateia,0,85452008,Least Concern,Stable,Plantae,Tracheophyta,Polypodiopsida,Equisetales,Equisetaceae,Equisetum,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Verbena officinalis,0,1040163,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Verbena,0,0,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Potentilla recta,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stellaria aquatica,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stellaria,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stachys palustris,0,42396400,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Stachys,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Anas crecca,0,200197945,Least Concern,Increasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Carabus coriaceus,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Luzula forsteri,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Luzula,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rhus typhina,0,61984088,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Rhus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stachys sylvatica,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Stachys,0,0,1,0,1,0,1,1,1,1,0,2,2,0,0,0,1,0,0,0
