Species Name,Invasive,Assessment ID,Red List Category,Population Trend,Kingdom,Phylum,Class,Order,Family,Genus,Observations_2005,Observations_2006,Observations_2007,Observations_2008,Observations_2009,Observations_2010,Observations_2011,Observations_2012,Observations_2013,Observations_2014,Observations_2015,Observations_2016,Observations_2017,Observations_2018,Observations_2019,Observations_2020,Observations_2021,Observations_2022,Observations_2023,Observations_2024
Silene vulgaris,0,53798707,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Strix aluco,0,264546097,Least Concern,Stable,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,1,0,2,0,0,1,2,1,5,0,1,0,0,1,0,0,1,0,0,0
Turdus viscivorus,0,264544715,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,0,3,0,0,0,1,0,0,2,0,3,0,0,1,1,2,1,1,1,0
Quercus robur,0,3126467,Least Concern,Decreasing,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,1,1,1,1,2,2,0,0,0,0,1,1,0,0,1,1,0,3,0,0
Capreolus capreolus,0,224358944,Least Concern,Increasing,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Capreolus,1,3,2,1,2,2,1,2,6,2,0,0,2,0,1,1,0,1,0,0
Ruscus aculeatus,0,5581331,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Ruscus,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Campylium protensum,0,87766879,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Campylium,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ectropis crepuscularia,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Ectropis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Salvia officinalis,0,2762648,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nymphalis polychloros,0,211418010,Least Concern,Stable,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalis,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Scorpidium revolvens,0,87741328,Least Concern,Decreasing,Plantae,Bryophyta,Bryopsida,Hypnales,Scorpidiaceae,Scorpidium,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Campylopus introflexus,0,87771114,Not Applicable,Increasing,Plantae,Bryophyta,Bryopsida,Dicranales,Leucobryaceae,Campylopus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Platanthera chlorantha,0,7156026,Least Concern,Decreasing,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Platanthera,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Papilio machaon,0,211382700,Least Concern,Increasing,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Naematelia aurantia,0,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Naemateliaceae,Naematelia,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falco tinnunculus,0,210515355,Least Concern,Unknown,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,2,0,1,0,0,1,0,1,4,0,1,0,1,0,0,2,2,0,0,0
Frangula alnus,1,68082189,Least Concern,Increasing,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Frangula,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galium palustre,0,19621346,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aythya nyroca,0,166204665,Least Concern,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leucanthemum vulgare,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Leucanthemum,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mustela putorius,0,215860613,Least Concern,Decreasing,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Asio otus,0,210504585,Least Concern,Unknown,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Dactylis glomerata,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Dactylis,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0
Isopyrum thalictroides,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Isopyrum,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ladoga camilla,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Ladoga,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Anemone hortensis,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Anemone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Viola odorata,0,2766319,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Ponera coarctata,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Ponera,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carex pilulifera,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Encalypta streptocarpa,0,87735857,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Encalyptales,Encalyptaceae,Encalypta,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ciconia ciconia,0,166325948,Least Concern,Increasing,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Thuidium tamariscinum,0,87743497,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Thuidiaceae,Thuidium,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,2,0,0
Brachythecium rivulare,0,87732832,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Brachythecium,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
Salix atrocinerea,0,109616089,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moehringia trinervia,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Moehringia,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emberiza calandra,0,166426657,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thamnobryum alopecurum,0,87737823,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Neckeraceae,Thamnobryum,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Fomes fomentarius,0,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Fomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hypericum pulchrum,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teucrium scorodonia,0,2764259,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Teucrium,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curculio nucum,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Curculio,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliaria petiolata,1,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Alliaria,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Lissotriton helveticus,0,228185144,Least Concern,Decreasing,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Cirsium arvense,1,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Neotinea ustulata,0,7180745,Least Concern,Decreasing,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Neotinea,0,0,0,12,0,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0
Iris pseudacorus,1,42326782,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Iris,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Seseli annuum,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Seseli,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veronica beccabunga,0,140517636,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oriolus oriolus,0,264564352,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Oriolidae,Oriolus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Macrolepiota mastoidea,0,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Macrolepiota,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Astraeus hygrometricus,0,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Boletales,Diplocystidiaceae,Astraeus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Eurygaster testudinaria,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Scutelleridae,Eurygaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Actitis hypoleucos,0,166252539,Least Concern,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prunella modularis,0,166409165,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Prunellidae,Prunella,1,1,1,1,2,2,0,15,2,1,2,2,2,0,3,5,2,1,0,0
Limodorum abortivum,0,7145895,Least Concern,Unknown,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Limodorum,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
Vanellus vanellus,0,166266204,Vulnerable,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Juncus effusus,0,65914179,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Menophra abruptaria,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Menophra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pluteus aurantiorugosus,0,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Aglais urticae,0,211434469,Near Threatened,Decreasing,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Aglais,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Coenonympha pamphilus,0,211434061,Least Concern,Increasing,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Coenonympha,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Daphne laureola,0,2766175,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Malvales,Thymelaeaceae,Daphne,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,2,0,0
Boloria dia,0,211431258,Least Concern,Stable,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Boloria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Phaneroptera falcata,0,74526336,Least Concern,Increasing,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Phaneroptera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Briza media,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Briza,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sylvicola punctatus,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Anisopodidae,Sylvicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Papaver rhoeas,0,2764767,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Papaver,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dicranum scoparium,0,87768972,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Senecio vulgaris,1,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Hippolais polyglotta,0,264555818,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Hippolais,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Saxicola torquatus,0,166356128,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Saxicola,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lamium purpureum,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
Coronella austriaca,0,204914315,Least Concern,Decreasing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scrophularia auriculata,0,5771354,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Scrophularia,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orthotrichum anomalum,0,87727352,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Orthotrichum,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Trametes gibbosa,0,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Aegithalos caudatus,0,264587236,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Aegithalidae,Aegithalos,1,0,0,3,0,0,2,1,1,0,3,3,2,0,1,5,6,4,0,0
Bufo bufo,0,200188858,Least Concern,Decreasing,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo,0,5,1,2,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0
Viscum album,0,2766017,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Santalales,Viscaceae,Viscum,1,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
Calystegia sepium,0,78457032,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Calystegia,0,0,2,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Epipactis muelleri,0,7164239,Least Concern,Decreasing,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epipactis,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fragaria vesca,1,6834548,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oulema melanopus,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Oulema,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sciurus vulgaris,0,221731049,Least Concern,Unknown,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,0,1,1,0,0,0,0,0,6,0,1,1,1,1,2,1,1,0,0,0
Equisetum telmateia,0,85452008,Least Concern,Stable,Plantae,Tracheophyta,Polypodiopsida,Equisetales,Equisetaceae,Equisetum,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Verbena officinalis,0,1040163,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Verbena,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Stellaria aquatica,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stellaria,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0
Aubrieta deltoidea,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Aubrieta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Stachys palustris,0,42396400,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Stachys,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anas crecca,0,200197945,Least Concern,Increasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
Divales cinctus,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Melyridae,Divales,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stachys sylvatica,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Stachys,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Vinca minor,0,2758273,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Vinca,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0
Cephalanthera damasonium,0,7169186,Least Concern,Unknown,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cephalanthera,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emberiza schoeniclus,0,166426048,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salticus scenicus,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Salticus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Melanocoryphus albomaculatus,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Melanocoryphus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dactylorhiza maculata,0,7149916,Least Concern,Unknown,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dactylorhiza,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Elymus caninus,0,7237189,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phleum pratense,0,7226408,Least Concern,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Phleum,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Alopochen aegyptiaca,0,131910647,Least Concern,Decreasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Alopochen,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lamium album,0,2762544,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Streblotrichum convolutum,0,87738521,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Streblotrichum,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jacobaea vulgaris,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Jacobaea,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Phalaris arundinacea,1,1021826,Least Concern,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Phalaris,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Chiloscyphus polyanthos,0,87836711,Least Concern,Stable,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lophocoleaceae,Chiloscyphus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columba palumbus,0,166231450,Least Concern,Increasing,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,1,1,0,2,7,5,1,4,5,1,1,2,7,7,6,2,8,7,0,0
Luzula campestris,1,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Luzula,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
