Species Name,Invasive,Assessment ID,Red List Category,Population Trend,Kingdom,Phylum,Class,Order,Family,Genus,Observations_2005,Observations_2006,Observations_2007,Observations_2008,Observations_2009,Observations_2010,Observations_2011,Observations_2012,Observations_2013,Observations_2014,Observations_2015,Observations_2016,Observations_2017,Observations_2018,Observations_2019,Observations_2020,Observations_2021,Observations_2022,Observations_2023,Observations_2024
Amaranthus hybridus,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tachybaptus ruficollis,0,166311395,Least Concern,Stable,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Tachybaptus,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,1,2,7,1
Melampsora pulcherrima,0,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Melampsoraceae,Melampsora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Brachypodium sylvaticum,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Brachypodium,1,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zootoca vivipara,0,217510164,Least Concern,Unknown,Animalia,Chordata,Squamata,Unknown,Lacertidae,Zootoca,0,0,5,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Strix aluco,0,264546097,Least Concern,Stable,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Merdigera obscura,0,124815058,Least Concern,Stable,Animalia,Mollusca,Gastropoda,Stylommatophora,Enidae,Merdigera,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Turdus viscivorus,0,264544715,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,0,0,0,0,0,2,2,6,12,0,4,2,0,1,1,1,0,1,2,0
Quercus robur,0,3126467,Least Concern,Decreasing,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,4,4,3,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Capreolus capreolus,0,224358944,Least Concern,Increasing,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Capreolus,0,0,2,0,0,0,0,0,3,5,16,10,6,4,3,1,0,0,17,0
Dyroderes umbraculatus,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Dyroderes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Polygonum aviculare,0,2764857,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ectropis crepuscularia,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Ectropis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nymphalis polychloros,0,211418010,Least Concern,Stable,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalis,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Platanthera chlorantha,0,7156026,Least Concern,Decreasing,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Platanthera,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Episyrphus balteatus,0,149167683,Least Concern,Unknown,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Episyrphus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Silaum silaus,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Silaum,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicrophorus vespillo,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Nicrophorus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Papilio machaon,0,211382700,Least Concern,Increasing,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galium palustre,0,19621346,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Falco tinnunculus,0,210515355,Least Concern,Unknown,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,0,0,0,0,0,0,2,24,8,2,14,6,4,13,6,10,1,3,0,1
Leucanthemum vulgare,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Leucanthemum,1,3,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Peribatodes rhomboidaria,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Peribatodes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Asplenium ceterach,0,83470575,Least Concern,Stable,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mustela putorius,0,215860613,Least Concern,Decreasing,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Asio otus,0,210504585,Least Concern,Unknown,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,0,0,0,0,2,8,2,2,0,0,0,0,0,0,0,0,0,0,1,0
Dactylis glomerata,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Dactylis,2,2,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Tringa glareola,0,166251358,Least Concern,Unknown,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Viola odorata,0,2766319,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carex pilulifera,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liogluta granigera,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Liogluta,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Coenagrion puella,0,208828327,Least Concern,Stable,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Coenagrion,0,0,0,17,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amara ovata,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Amara,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corizus hyoscyami,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Rhopalidae,Corizus,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Thuidium tamariscinum,0,87743497,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Thuidiaceae,Thuidium,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Ciconia ciconia,0,166325948,Least Concern,Increasing,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,2,4,1
Sedum album,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cartodere bifasciata,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Latridiidae,Cartodere,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Borkhausenia minutella,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Oecophoridae,Borkhausenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hispa atra,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Hispa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Moehringia trinervia,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Moehringia,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Melissa officinalis,0,2762574,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Melissa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Emberiza calandra,0,166426657,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,0,0,0,0,0,4,2,0,0,2,0,0,0,0,0,1,0,0,1,0
Thamnobryum alopecurum,0,87737823,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Neckeraceae,Thamnobryum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Conistra vaccinii,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Conistra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Potamogeton berchtoldii,0,42401362,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Alismatales,Potamogetonaceae,Potamogeton,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teucrium scorodonia,0,2764259,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Teucrium,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strigamia acuminata,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Chilopoda,Geophilomorpha,Linotaeniidae,Strigamia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Alliaria petiolata,1,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Alliaria,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lissotriton helveticus,0,228185144,Least Concern,Decreasing,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton,0,0,0,1,2,7,0,0,0,0,2,3,2,0,0,1,0,0,2,0
Cirsium arvense,1,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anemone ranunculoides,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Anemone,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Iris pseudacorus,1,42326782,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Iris,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elipsocus hyalinus,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Psocodea,Elipsocidae,Elipsocus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Oriolus oriolus,0,264564352,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Oriolidae,Oriolus,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linaria vulgaris,1,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Linaria,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Actitis hypoleucos,0,166252539,Least Concern,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Prunella modularis,0,166409165,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Prunellidae,Prunella,0,0,0,0,2,4,0,6,4,4,6,6,15,7,6,4,4,2,0,1
Eschscholzia californica,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Carcharodus alceae,0,211408589,Least Concern,Increasing,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Carcharodus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanellus vanellus,0,166266204,Vulnerable,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,0,0,0,0,0,0,0,2,2,6,4,2,4,8,6,6,8,2,1,0
Juncus effusus,0,65914179,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Menophra abruptaria,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Menophra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cynips longiventris,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Cynips,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Coenonympha pamphilus,0,211434061,Least Concern,Increasing,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Coenonympha,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aglais urticae,0,211434469,Near Threatened,Decreasing,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Aglais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Carphacis striatus,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Carphacis,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harpalus anxius,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Daphne laureola,0,2766175,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Malvales,Thymelaeaceae,Daphne,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ocypus aethiops,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Ocypus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Macaria alternata,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Macaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Libellula fulva,0,208842480,Least Concern,Stable,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cylindroiulus caeruleocinctus,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Diplopoda,Julida,Julidae,Cylindroiulus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Xylocampa areola,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Xylocampa,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Stictoleptura rubra,0,87311740,Least Concern,Increasing,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Stictoleptura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Senecio vulgaris,1,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,1,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0
Papaver rhoeas,0,2764767,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Papaver,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cochlodina laminata,0,1328456,Least Concern,Stable,Animalia,Mollusca,Gastropoda,Stylommatophora,Clausiliidae,Cochlodina,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Eupithecia intricata,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Carpophilus sexpustulatus,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Nitidulidae,Carpophilus,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Myrtus communis,0,119997141,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrtus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sialis lutaria,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Megaloptera,Sialidae,Sialis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hippolais polyglotta,0,264555818,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Hippolais,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Notonecta maculata,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Notonectidae,Notonecta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lamium purpureum,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Aelia acuminata,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Aelia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Scrophularia auriculata,0,5771354,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Scrophularia,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bufo bufo,0,200188858,Least Concern,Decreasing,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo,0,0,3,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,1,0
Aegithalos caudatus,0,264587236,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Aegithalidae,Aegithalos,0,0,0,0,2,0,0,2,2,10,0,4,2,6,2,1,4,1,0,0
Viscum album,0,2766017,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Santalales,Viscaceae,Viscum,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0
Calystegia sepium,0,78457032,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Calystegia,0,4,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Lecidella elaeochroma,0,Not Found,Unknown,Unknown,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecidella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Taxus baccata,0,95808896,Least Concern,Increasing,Plantae,Tracheophyta,Pinopsida,Pinales,Taxaceae,Taxus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bothrideres bipunctatus,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Bothrideridae,Bothrideres,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lygistopterus sanguineus,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Lycidae,Lygistopterus,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alopecurus pratensis,0,7239556,Least Concern,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Alopecurus,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Platydracus stercorarius,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Platydracus,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fragaria vesca,1,6834548,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ebaeus collaris,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Malachiidae,Ebaeus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sciurus vulgaris,0,221731049,Least Concern,Unknown,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0
Agriopis marginaria,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Agriopis,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0
Liophloeus tessulatus,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Liophloeus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Trachea atriplicis,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Trachea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Stellaria aquatica,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stellaria,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galinsoga quadriradiata,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stachys palustris,0,42396400,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Stachys,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Persicaria lapathifolia,0,1048733,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Anas crecca,0,200197945,Least Concern,Increasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1
Stachys sylvatica,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Stachys,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
