Species Name,Invasive,Assessment ID,Red List Category,Population Trend,Kingdom,Phylum,Class,Order,Family,Genus,Observations_2005,Observations_2006,Observations_2007,Observations_2008,Observations_2009,Observations_2010,Observations_2011,Observations_2012,Observations_2013,Observations_2014,Observations_2015,Observations_2016,Observations_2017,Observations_2018,Observations_2019,Observations_2020,Observations_2021,Observations_2022,Observations_2023,Observations_2024
Turdus viscivorus,0,264544715,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,0,0,0
Quercus robur,0,3126467,Least Concern,Decreasing,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,2,3,2,1,2,1,0,6,0,2,1,0,0,4,2,0,0,0,0,0
Lepidium coronopus,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capreolus capreolus,0,224358944,Least Concern,Increasing,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Capreolus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1
Salvia officinalis,0,2762648,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Polygonum aviculare,0,2764857,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nymphalis polychloros,0,211418010,Least Concern,Stable,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalis,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
Campylopus introflexus,0,87771114,Not Applicable,Increasing,Plantae,Bryophyta,Bryopsida,Dicranales,Leucobryaceae,Campylopus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Silaum silaus,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Silaum,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papilio machaon,0,211382700,Least Concern,Increasing,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Crepis capillaris,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,5,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galium palustre,0,19621346,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juncus bufonius,0,84287155,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Falco tinnunculus,0,210515355,Least Concern,Unknown,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,0,0,0,0,0,0,1,0,3,0,1,1,0,0,3,5,5,2,0,0
Frangula alnus,1,68082189,Least Concern,Increasing,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Frangula,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0
Leucanthemum vulgare,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Leucanthemum,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asplenium ceterach,0,83470575,Least Concern,Stable,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dactylis glomerata,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Dactylis,6,1,3,5,4,2,0,0,0,6,0,2,1,0,2,0,0,5,0,0
Bromus diandrus,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0
Ladoga camilla,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Ladoga,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Viola odorata,0,2766319,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carex pilulifera,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,0,1,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Petrosedum rupestre,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Petrosedum,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thuidium tamariscinum,0,87743497,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Thuidiaceae,Thuidium,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Nymphaea alba,0,63306122,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nymphaea,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Melissa officinalis,0,2762574,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Melissa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
Emberiza calandra,0,166426657,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,1,0,0
Succisa pratensis,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Succisa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arabis hirsuta,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabis,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thamnobryum alopecurum,0,87737823,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Neckeraceae,Thamnobryum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gymnadenia conopsea,0,7157439,Least Concern,Decreasing,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Gymnadenia,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypericum pulchrum,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cotoneaster franchetii,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Cotoneaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Teucrium scorodonia,0,2764259,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Teucrium,2,1,0,0,0,4,0,0,0,0,1,2,0,4,0,0,0,1,0,0
Alliaria petiolata,1,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Alliaria,0,0,1,0,2,0,0,0,4,2,0,0,0,0,0,0,0,3,0,0
Lissotriton helveticus,0,228185144,Least Concern,Decreasing,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Cirsium arvense,1,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,1,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Iris pseudacorus,1,42326782,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Iris,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Pyrgus malvae,0,211408018,Near Threatened,Decreasing,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Pyrgus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Veronica beccabunga,0,140517636,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Trifolium fragiferum,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linaria vulgaris,1,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Linaria,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prunella modularis,0,166409165,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Prunellidae,Prunella,0,0,0,0,0,1,0,0,1,0,0,2,0,3,1,4,5,0,0,0
Vanellus vanellus,0,166266204,Vulnerable,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,1,0,0
Juncus effusus,0,65914179,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,0,0,0,3,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Coenonympha pamphilus,0,211434061,Least Concern,Increasing,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Coenonympha,0,2,0,0,0,0,1,0,0,1,1,2,3,0,2,0,0,0,0,0
Aglais urticae,0,211434469,Near Threatened,Decreasing,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Aglais,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
Daphne laureola,0,2766175,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Malvales,Thymelaeaceae,Daphne,4,2,0,0,1,1,0,0,2,2,0,0,0,0,1,0,0,1,0,0
Boloria dia,0,211431258,Least Concern,Stable,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Boloria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Libellula fulva,0,208842480,Least Concern,Stable,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Carex hirta,0,5807322,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papaver rhoeas,0,2764767,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Papaver,3,1,1,2,1,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0
Senecio vulgaris,1,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,0,1,3,4,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
Dicranum scoparium,0,87768972,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Hyla arborea,0,228182338,Least Concern,Decreasing,Animalia,Chordata,Amphibia,Anura,Hylidae,Hyla,0,0,0,0,0,2,0,0,0,4,2,0,0,2,0,0,0,0,0,0
Hippolais polyglotta,0,264555818,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Hippolais,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Lamium purpureum,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,1,1,0,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0
Trifolium campestre,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coronella austriaca,0,204914315,Least Concern,Decreasing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,2,10,10,0,0,0,0,0,0,0
Scrophularia auriculata,0,5771354,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Scrophularia,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pungitius laevis,0,137283537,Least Concern,Unknown,Animalia,Chordata,Unknown,Gasterosteiformes,Gasterosteidae,Pungitius,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bufo bufo,0,200188858,Least Concern,Decreasing,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0
Aegithalos caudatus,0,264587236,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Aegithalidae,Aegithalos,0,0,0,0,0,1,0,0,0,1,1,2,1,2,1,4,0,1,0,0
Viscum album,0,2766017,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Santalales,Viscaceae,Viscum,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Calystegia sepium,0,78457032,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Calystegia,0,2,7,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centaurea cyanus,0,51180112,Least Concern,Decreasing,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Centaurea,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taxus baccata,0,95808896,Least Concern,Increasing,Plantae,Tracheophyta,Pinopsida,Pinales,Taxaceae,Taxus,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Alopecurus pratensis,0,7239556,Least Concern,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Alopecurus,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pterostichus melanarius,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Campanula persicifolia,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Campanula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fragaria vesca,1,6834548,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,0,0,2,0,3,0,0,16,0,0,1,2,0,0,0,0,0,1,0,0
Sciurus vulgaris,0,221731049,Least Concern,Unknown,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0
Hamearis lucina,0,211390189,Least Concern,Stable,Animalia,Arthropoda,Insecta,Lepidoptera,Riodinidae,Hamearis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Tephromela atra,0,Not Found,Unknown,Unknown,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Tephromelataceae,Tephromela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Verbena officinalis,0,1040163,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Verbena,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Galinsoga quadriradiata,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aubrieta deltoidea,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Aubrieta,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
Anas crecca,0,200197945,Least Concern,Increasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Luzula forsteri,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Luzula,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Stachys sylvatica,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Stachys,0,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vinca minor,0,2758273,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Vinca,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
Emberiza schoeniclus,0,166426048,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Geranium macrorrhizum,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Amaranthus retroflexus,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elymus caninus,0,7237189,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prunus cerasus,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Phleum pratense,0,7226408,Least Concern,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Phleum,1,2,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Stellaria media,1,2758351,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stellaria,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Hordeum vulgare,0,6824840,Least Concern,Increasing,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Hordeum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Lamium album,0,2762544,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,1,0,1,1,1,0,0,12,6,0,0,0,0,0,1,0,0,0,0,0
Agrius convolvuli,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Agrius,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cotinus coggygria,1,119996147,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Cotinus,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Circus aeruginosus,0,210508502,Least Concern,Decreasing,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Stachys arvensis,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Stachys,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laothoe populi,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Laothoe,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacobaea vulgaris,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Jacobaea,0,2,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Sonchus arvensis,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Sonchus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phalaris arundinacea,1,1021826,Least Concern,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Phalaris,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0
Nuphar lutea,0,42398895,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nuphar,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0
Athene noctua,0,210505328,Least Concern,Unknown,Animalia,Chordata,Aves,Strigiformes,Strigidae,Athene,8,7,0,5,1,7,12,0,0,6,11,8,11,13,13,2,1,0,0,0
Columba palumbus,0,166231450,Least Concern,Increasing,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,3,0,0,0,0,4,16,0,0,0,8,4,1,3,6,11,11,2,0,0
Anthoxanthum odoratum,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Anthoxanthum,1,1,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,1,0,0
Humulus lupulus,0,2758327,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Humulus,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elymus repens,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyria jacobaeae,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Tyria,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forsythia intermedia,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Forsythia,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Utricularia australis,0,21842538,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lentibulariaceae,Utricularia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Reseda lutea,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Resedaceae,Reseda,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Hildenbrandia rivularis,0,Not Found,Unknown,Unknown,Plantae,Rhodophyta,Florideophyceae,Hildenbrandiales,Hildenbrandiaceae,Hildenbrandia,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Turdus pilaris,0,264547173,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,6,0,0,0
Dryopteris carthusiana,0,85424377,Least Concern,Stable,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Dryopteris,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypnum jutlandicum,0,87713970,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Hypnum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Roeseliana roeselii,0,74623999,Least Concern,Increasing,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Roeseliana,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
