Species Name,Invasive,Assessment ID,Red List Category,Population Trend,Kingdom,Phylum,Class,Order,Family,Genus,Observations_2005,Observations_2006,Observations_2007,Observations_2008,Observations_2009,Observations_2010,Observations_2011,Observations_2012,Observations_2013,Observations_2014,Observations_2015,Observations_2016,Observations_2017,Observations_2018,Observations_2019,Observations_2020,Observations_2021,Observations_2022,Observations_2023,Observations_2024
Oedothorax retusus,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Oedothorax,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ardea alba,0,166318863,Least Concern,Increasing,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,0,0,2,0,0,0,3,2,0,7,6,6,7,10,6,4,6,0,7,0
Veronica officinalis,0,2764839,Least Concern,Decreasing,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Carex vesicaria,0,42370710,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meles meles,0,215859004,Least Concern,Stable,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Meles,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0
Prunella vulgaris,0,78457152,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Prunella,2,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Libellula fulva,0,208842480,Least Concern,Stable,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,0,2,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0
Cyanistes caeruleus,0,264532201,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,0,0,0,0,2,2,2,3,2,12,19,17,7,11,0,11,7,10,4,0
Prunus avium,0,50673544,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Artemisia vulgaris,0,2758117,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Myosotis ramosissima,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Myosotis,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Iberina candida,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Hahniidae,Iberina,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Falco subbuteo,0,210514648,Least Concern,Unknown,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,0,0,0,0,2,0,0,1,2,0,0,0,1,1,0,0,2,0,0,0
Motacilla alba,0,221312886,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,0,0,0,1,2,1,0,0,0,2,0,0,0,2,7,5,3,1,0,0
Saturnia pyri,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Saturnia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Scopula floslactata,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Scopula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Milvus milvus,0,210523277,Least Concern,Increasing,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Milvus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Berula erecta,0,13575878,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Berula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tripleurospermum inodorum,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tripleurospermum,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Buteo buteo,0,210507000,Least Concern,Stable,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,0,0,0,0,0,0,1,1,3,5,3,0,5,3,3,3,3,0,0,0
Epilobium parviflorum,0,1051649,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bufo bufo,0,200188858,Least Concern,Decreasing,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Garrulus glandarius,0,196469765,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Corvidae,Garrulus,0,0,0,0,2,2,0,0,1,0,2,0,2,5,1,5,2,2,0,0
Orchesella cincta,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Collembola,Entomobryomorpha,Orchesellidae,Orchesella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Geum urbanum,0,2765446,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Geum,2,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Phalacrocorax carbo,0,166315940,Least Concern,Increasing,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,0,7,10,4,0,2,7,7,0,4,8,9,3,4,7,2,4,4,1,0
Tessellana tessellata,0,74624644,Least Concern,Unknown,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Tessellana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Chaerophyllum temulum,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Chaerophyllum,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gomphus vulgatissimus,0,208851085,Least Concern,Stable,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Gomphus,0,0,0,0,0,0,0,5,2,0,0,0,0,1,0,0,0,0,1,0
Anthus richardi,0,94581724,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Rumex crispus,1,1032245,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gryllotalpa gryllotalpa,0,74521302,Least Concern,Decreasing,Animalia,Arthropoda,Insecta,Orthoptera,Gryllotalpidae,Gryllotalpa,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pluvialis apricaria,0,166262122,Least Concern,Stable,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,2,0
Erythromma najas,0,208842979,Least Concern,Stable,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Erythromma,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dreissena polymorpha,1,212996341,Least Concern,Unknown,Animalia,Mollusca,Bivalvia,Myida,Dreissenidae,Dreissena,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gomphus pulchellus,0,208810056,Near Threatened,Decreasing,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Gomphus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthocharis cardamines,0,211384788,Least Concern,Stable,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Anthocharis,0,0,0,0,2,6,3,0,1,0,0,0,6,1,2,0,1,1,1,0
Achillea millefolium,0,78457012,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Achillea,3,0,1,0,1,4,1,2,0,1,0,1,0,0,0,0,0,0,0,0
Typha latifolia,1,84300723,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Poales,Typhaceae,Typha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lemna minor,0,120125670,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Lemna,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chrysomela populi,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Chrysomela,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Phlegra fasciata,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Phlegra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Phylloscopus trochilus,0,264584438,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,0,2,0,2,0
Leonurus cardiaca,0,2762562,Least Concern,Decreasing,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Leonurus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Silene latifolia,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psyllobora vigintiduopunctata,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Psyllobora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gavia immer,0,166327842,Least Concern,Stable,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Epilobium hirsutum,0,1044291,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Heliophanus flavipes,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Heliophanus,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Jacobaea vulgaris,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Jacobaea,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypochaeris radicata,1,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hypochaeris,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Linaria cannabina,0,166415057,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Linaria,0,0,0,0,0,1,0,1,3,0,0,0,0,4,3,3,4,1,0,0
Delichon urbicum,0,264561964,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Delichon,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0
Coloeus monedula,0,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Corvidae,Coloeus,0,0,0,0,0,0,1,0,2,5,1,0,0,2,2,0,2,1,2,0
Saxicola rubetra,0,264591332,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Saxicola,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Micromys minutus,0,221782508,Least Concern,Unknown,Animalia,Chordata,Mammalia,Rodentia,Muridae,Micromys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Anser anser,1,166194209,Least Concern,Increasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Rosa arvensis,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thuidium tamariscinum,0,87743497,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Thuidiaceae,Thuidium,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuphar lutea,0,42398895,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nuphar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Oriolus oriolus,0,264564352,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Oriolidae,Oriolus,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0
Unio pictorum,0,212997180,Near Threatened,Decreasing,Animalia,Mollusca,Bivalvia,Unionida,Unionidae,Unio,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juncus bufonius,0,84287155,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Luscinia svecica,0,166352021,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Luscinia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Urtica dioica,0,78457212,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Urtica,3,1,2,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
Euphorbia exigua,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tragopogon pratensis,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tragopogon,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pardosa saltans,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Pardosa,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Blackstonia perfoliata,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Blackstonia,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tachybaptus ruficollis,0,166311395,Least Concern,Stable,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Tachybaptus,0,2,0,0,0,1,0,2,0,1,1,2,1,1,3,2,2,1,0,0
Hordeum vulgare,0,6824840,Least Concern,Increasing,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Hordeum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Parietaria judaica,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Parietaria,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sedum album,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rorippa amphibia,0,42310700,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Rorippa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stachys byzantina,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Stachys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Corythucha ciliata,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Tingidae,Corythucha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Centaurea cyanus,0,51180112,Least Concern,Decreasing,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Centaurea,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
