Species Name,Invasive,Assessment ID,Red List Category,Population Trend,Kingdom,Phylum,Class,Order,Family,Genus,Observations_2005,Observations_2006,Observations_2007,Observations_2008,Observations_2009,Observations_2010,Observations_2011,Observations_2012,Observations_2013,Observations_2014,Observations_2015,Observations_2016,Observations_2017,Observations_2018,Observations_2019,Observations_2020,Observations_2021,Observations_2022,Observations_2023,Observations_2024
Serinus serinus,0,166411537,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Serinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Capsella bursa-pastoris,0,2758177,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Capsella,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Asio otus,0,210504585,Least Concern,Unknown,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
Polygala vulgaris,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Fabales,Polygalaceae,Polygala,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stachys annua,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Stachys,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Microtus arvalis,0,221337633,Least Concern,Stable,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lithospermum officinale,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Lithospermum,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sherardia arvensis,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Sherardia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phylloscopus collybita,0,264567918,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,7,1,0,0,0,0,0,0,0,0,0,2,0,2,2,1,1,2,4,0
Mercurialis perennis,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Mercurialis,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malva neglecta,0,2764349,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malva,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Globularia bisnagarica,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Globularia,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0
Tychius picirostris,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Tychius,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Laburnum anagyroides,0,79919650,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Laburnum,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capreolus capreolus,0,224358944,Least Concern,Increasing,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Capreolus,0,0,0,0,0,0,0,3,2,0,28,7,39,8,40,2,16,7,6,0
Pardosa monticola,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Pardosa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Accipiter nisus,0,210499136,Least Concern,Unknown,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Falco tinnunculus,0,210515355,Least Concern,Unknown,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,3,1,0,0,0,0,0,0,0,0,2,4,25,4,10,2,5,10,10,0
Orthosia incerta,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Orthosia,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0
Prunus spinosa,0,19400568,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,1,3,1,1,2,2,3,8,0,0,0,0,0,0,0,0,0,1,0,0
Cerastium brachypetalum,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Cerastium,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Festuca marginata,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Festuca,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Celastrina argiolus,0,211396618,Least Concern,Increasing,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Celastrina,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0
Dactylis glomerata,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Dactylis,0,1,4,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Ceriagrion tenellum,0,208842108,Least Concern,Stable,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Ceriagrion,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medicago lupulina,0,7248555,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,0,1,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Hirundo rustica,0,166369730,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
Orthosia gothica,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Orthosia,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Rubia peregrina,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Rubia,0,1,0,0,1,2,6,9,4,0,0,0,1,0,0,0,0,1,0,0
Filipendula ulmaria,0,42408831,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Filipendula,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polystichum aculeatum,0,85427195,Least Concern,Stable,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Polystichum,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ardea alba,0,166318863,Least Concern,Increasing,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0
Campanula rotundifolia,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Campanula,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
Veronica officinalis,0,2764839,Least Concern,Decreasing,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Drassodes pubescens,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Gnaphosidae,Drassodes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sparganium emersum,0,6417775,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Poales,Typhaceae,Sparganium,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meles meles,0,215859004,Least Concern,Stable,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Meles,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,0,0,0,1,0
Vicia cracca,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prunella vulgaris,0,78457152,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Prunella,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyanistes caeruleus,0,264532201,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,2,1,0,0,0,0,0,0,3,0,0,14,2,22,8,13,10,5,5,0
Prunus avium,0,50673544,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Lissotriton vulgaris,0,229006372,Least Concern,Stable,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Juniperus communis,0,83898203,Least Concern,Stable,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,0,1,0,0,4,1,4,3,0,2,0,0,0,0,0,0,0,0,0,0
Artemisia vulgaris,0,2758117,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myosotis ramosissima,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Myosotis,0,0,1,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Trigoniophthalmus alternatus,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Archaeognatha,Machilidae,Trigoniophthalmus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Motacilla alba,0,221312886,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0
Alectoris rufa,0,166184840,Near Threatened,Decreasing,Animalia,Chordata,Aves,Galliformes,Phasianidae,Alectoris,0,0,0,0,0,0,0,0,1,0,2,0,2,0,1,0,0,1,0,0
Impatiens glandulifera,1,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripleurospermum inodorum,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tripleurospermum,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buteo buteo,0,210507000,Least Concern,Stable,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,0,1,0,1,0,0,0,0,0,0,0,6,32,8,22,8,10,12,10,0
Bufo bufo,0,200188858,Least Concern,Decreasing,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo,0,0,0,0,3,0,2,3,1,2,0,0,0,0,0,0,0,0,0,0
Garrulus glandarius,0,196469765,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Corvidae,Garrulus,2,0,0,0,0,0,0,0,0,0,0,14,2,12,4,1,2,3,2,0
Geum urbanum,0,2765446,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Geum,4,1,5,2,2,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0
Phalacrocorax carbo,0,166315940,Least Concern,Increasing,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
Orchis mascula,0,7175991,Least Concern,Decreasing,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Orchis,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaerophyllum temulum,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Chaerophyllum,0,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
Rumex crispus,1,1032245,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pluvialis apricaria,0,166262122,Least Concern,Stable,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,1,2,1,0
Crocidura russula,0,226600756,Least Concern,Stable,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Crocidura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Anthocharis cardamines,0,211384788,Least Concern,Stable,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Anthocharis,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,4,2,0
Achillea millefolium,0,78457012,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Achillea,0,3,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Carex distans,0,13543252,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callitriche obtusangula,0,5857573,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Callitriche,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asarum europaeum,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Piperales,Aristolochiaceae,Asarum,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nordmannia ilicis,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Nordmannia,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phylloscopus trochilus,0,264584438,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Silene latifolia,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,0,3,4,0,0,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0
Epilobium hirsutum,0,1044291,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polypodium interjectum,0,85447694,Least Concern,Stable,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Polypodium,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carex panicea,0,5851406,Least Concern,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuberaria guttata,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Tuberaria,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Prunella grandiflora,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Prunella,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Heliophanus flavipes,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Heliophanus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacobaea vulgaris,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Jacobaea,0,3,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Cleora cinctaria,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Cleora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hypochaeris radicata,1,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hypochaeris,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linaria cannabina,0,166415057,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Linaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0
Delichon urbicum,0,264561964,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Delichon,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coloeus monedula,0,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Corvidae,Coloeus,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Carex elata,0,42312759,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saxicola rubetra,0,264591332,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Saxicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lasallia pustulata,0,Not Found,Unknown,Unknown,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Neottia nidus-avis,0,44484143,Least Concern,Decreasing,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Neottia,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0
Anser anser,1,166194209,Least Concern,Increasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Rosa arvensis,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,0,1,2,1,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0
Onopordum acanthium,1,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Onopordum,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Thuidium tamariscinum,0,87743497,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Thuidiaceae,Thuidium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuphar lutea,0,42398895,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nuphar,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Oriolus oriolus,0,264564352,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Oriolidae,Oriolus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Urtica dioica,0,78457212,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Urtica,0,3,1,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0
Tragopogon pratensis,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tragopogon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Euphorbia exigua,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lycopsis arvensis,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Lycopsis,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gentianella germanica,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Gentianella,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blackstonia perfoliata,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Blackstonia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tachybaptus ruficollis,0,166311395,Least Concern,Stable,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Tachybaptus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Frontinellina frutetorum,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Frontinellina,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sedum album,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0
Dioscorea communis,0,2758501,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asio flammeus,0,210503760,Near Threatened,Stable,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
Crepis capillaris,0,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sonchus palustris,0,19620971,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Sonchus,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Salix cinerea,1,86138163,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plebejus argus,0,211405751,Least Concern,Increasing,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Plebejus,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lysandra bellargus,0,211388522,Near Threatened,Decreasing,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Lysandra,0,0,0,20,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Pardosa hortensis,0,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Pardosa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
