,ID,ScientificName,SourceURL,LifeForm
34,1253,Ageratina riparia,http://www.invasivespecies.net/database/species/ecology.asp?si=1253&fr=1&sts=&lang=EN,"herb, shrub"
35,1493,Ageratum conyzoides,http://www.invasivespecies.net/database/species/ecology.asp?si=1493&fr=1&sts=&lang=EN,herb
36,722,Agrilus planipennis,http://www.invasivespecies.net/database/species/ecology.asp?si=722&fr=1&sts=&lang=EN,insect
37,1365,Agrostis capillaris,http://www.invasivespecies.net/database/species/ecology.asp?si=1365&fr=1&sts=&lang=EN,grass
38,1375,Agrostis gigantea,http://www.invasivespecies.net/database/species/ecology.asp?si=1375&fr=1&sts=&lang=EN,grass
39,319,Ailanthus altissima,http://www.invasivespecies.net/database/species/ecology.asp?si=319&fr=1&sts=&lang=EN,"tree, shrub"
40,188,Akebia quinata,http://www.invasivespecies.net/database/species/ecology.asp?si=188&fr=1&sts=&lang=EN,"vine, climber"
41,364,Albizia julibrissin,http://www.invasivespecies.net/database/species/ecology.asp?si=364&fr=1&sts=&lang=EN,tree
42,1293,Albizia lebbeck,http://www.invasivespecies.net/database/species/ecology.asp?si=1293&fr=1&sts=&lang=EN,tree
43,1616,Alectoris chukar,http://www.invasivespecies.net/database/species/ecology.asp?si=1616&fr=1&sts=&lang=EN,bird
44,1296,Aleurites moluccana,http://www.invasivespecies.net/database/species/ecology.asp?si=1296&fr=1&sts=&lang=EN,tree
45,1023,Alexandrium minutum,http://www.invasivespecies.net/database/species/ecology.asp?si=1023&fr=1&sts=&lang=EN,alga
46,1068,Alitta succinea,http://www.invasivespecies.net/database/species/ecology.asp?si=1068&fr=1&sts=&lang=EN,annelid
47,406,Alliaria petiolata,http://www.invasivespecies.net/database/species/ecology.asp?si=406&fr=1&sts=&lang=EN,herb
48,1669,Alnus glutinosa,http://www.invasivespecies.net/database/species/ecology.asp?si=1669&fr=1&sts=&lang=EN,tree
49,625,Alosa pseudoharengus,http://www.invasivespecies.net/database/species/ecology.asp?si=625&fr=1&sts=&lang=EN,fish
50,1617,Alpinia zerumbet,http://www.invasivespecies.net/database/species/ecology.asp?si=1617&fr=1&sts=&lang=EN,herb
51,763,Alternanthera philoxeroides,http://www.invasivespecies.net/database/species/ecology.asp?si=763&fr=1&sts=&lang=EN,"aquatic plant, herb"
52,767,Alternanthera sessilis,http://www.invasivespecies.net/database/species/ecology.asp?si=767&fr=1&sts=&lang=EN,herb
53,1125,Ambrosia artemisiifolia,http://www.invasivespecies.net/database/species/ecology.asp?si=1125&fr=1&sts=&lang=EN,herb
54,612,Ameiurus nebulosus,http://www.invasivespecies.net/database/species/ecology.asp?si=612&fr=1&sts=&lang=EN,fish
55,1518,Ammophila arenaria,http://www.invasivespecies.net/database/species/ecology.asp?si=1518&fr=1&sts=&lang=EN,grass
56,292,Ampelopsis brevipedunculata,http://www.invasivespecies.net/database/species/ecology.asp?si=292&fr=1&sts=&lang=EN,"vine, climber"
57,1241,Anas platyrhynchos,http://www.invasivespecies.net/database/species/ecology.asp?si=1241&fr=1&sts=&lang=EN,bird
58,200,Andropogon virginicus,http://www.invasivespecies.net/database/species/ecology.asp?si=200&fr=1&sts=&lang=EN,sedge
59,1550,Angiopteris evecta,http://www.invasivespecies.net/database/species/ecology.asp?si=1550&fr=1&sts=&lang=EN,fern
60,187,Annona glabra,http://www.invasivespecies.net/database/species/ecology.asp?si=187&fr=1&sts=&lang=EN,tree
61,1314,Annona squamosa,http://www.invasivespecies.net/database/species/ecology.asp?si=1314&fr=1&sts=&lang=EN,tree
62,1674,Anolis aeneus,http://www.invasivespecies.net/database/species/ecology.asp?si=1674&fr=1&sts=&lang=EN,reptile
63,604,Anolis carolinensis,http://www.invasivespecies.net/database/species/ecology.asp?si=604&fr=1&sts=&lang=EN,reptile
64,1686,Anolis cristatellus,http://www.invasivespecies.net/database/species/ecology.asp?si=1686&fr=1&sts=&lang=EN,reptile
65,1681,Anolis distichus,http://www.invasivespecies.net/database/species/ecology.asp?si=1681&fr=1&sts=&lang=EN,reptile
66,1619,Anolis equestris,http://www.invasivespecies.net/database/species/ecology.asp?si=1619&fr=1&sts=&lang=EN,reptile
67,1676,Anolis extremus,http://www.invasivespecies.net/database/species/ecology.asp?si=1676&fr=1&sts=&lang=EN,reptile
68,1682,Anolis garmani,http://www.invasivespecies.net/database/species/ecology.asp?si=1682&fr=1&sts=&lang=EN,reptile
69,1677,Anolis leachii,http://www.invasivespecies.net/database/species/ecology.asp?si=1677&fr=1&sts=&lang=EN,reptile
70,1742,Anolis lineatus,http://www.invasivespecies.net/database/species/ecology.asp?si=1742&fr=1&sts=&lang=EN,reptile
71,1621,Anolis maynardi,http://www.invasivespecies.net/database/species/ecology.asp?si=1621&fr=1&sts=&lang=EN,reptile
72,1684,Anolis porcatus,http://www.invasivespecies.net/database/species/ecology.asp?si=1684&fr=1&sts=&lang=EN,reptile
73,1735,Anolis richardii,http://www.invasivespecies.net/database/species/ecology.asp?si=1735&fr=1&sts=&lang=EN,reptile
74,1675,Anolis trinitatis,http://www.invasivespecies.net/database/species/ecology.asp?si=1675&fr=1&sts=&lang=EN,reptile
75,1678,Anolis wattsi,http://www.invasivespecies.net/database/species/ecology.asp?si=1678&fr=1&sts=&lang=EN,reptile
76,140,Anopheles quadrimaculatus,http://www.invasivespecies.net/database/species/ecology.asp?si=140&fr=1&sts=&lang=EN,insect
77,110,Anoplolepis gracilipes,http://www.invasivespecies.net/database/species/ecology.asp?si=110&fr=1&sts=&lang=EN,insect
78,1404,Anoplophora chinensis,http://www.invasivespecies.net/database/species/ecology.asp?si=1404&fr=1&sts=&lang=EN,insect
79,111,Anoplophora glabripennis,http://www.invasivespecies.net/database/species/ecology.asp?si=111&fr=1&sts=&lang=EN,insect
80,776,Anredera cordifolia,http://www.invasivespecies.net/database/species/ecology.asp?si=776&fr=1&sts=&lang=EN,"vine, climber"
81,1401,Anser anser,http://www.invasivespecies.net/database/species/ecology.asp?si=1401&fr=1&sts=&lang=EN,bird
82,549,Anthonomus grandis,http://www.invasivespecies.net/database/species/ecology.asp?si=549&fr=1&sts=&lang=EN,insect
83,1297,Antidesma bunias,http://www.invasivespecies.net/database/species/ecology.asp?si=1297&fr=1&sts=&lang=EN,tree
84,203,Antigonon leptopus,http://www.invasivespecies.net/database/species/ecology.asp?si=203&fr=1&sts=&lang=EN,"vine, climber"
85,107,Aphanomyces astaci,http://www.invasivespecies.net/database/species/ecology.asp?si=107&fr=1&sts=&lang=EN,oomycete
86,325,Apis mellifera scutellata,http://www.invasivespecies.net/database/species/ecology.asp?si=325&fr=1&sts=&lang=EN,insect
87,1665,Archontophoenix cunninghamiana,http://www.invasivespecies.net/database/species/ecology.asp?si=1665&fr=1&sts=&lang=EN,tree
88,1782,Ardisia acuminata,http://www.invasivespecies.net/database/species/ecology.asp?si=1782&fr=1&sts=&lang=EN,shrub
89,1285,Ardisia crenata,http://www.invasivespecies.net/database/species/ecology.asp?si=1285&fr=1&sts=&lang=EN,shrub
90,52,Ardisia elliptica,http://www.invasivespecies.net/database/species/ecology.asp?si=52&fr=1&sts=&lang=EN,tree
91,1800,Artemia franciscana,http://www.invasivespecies.net/database/species/ecology.asp?si=1800&fr=1&sts=&lang=EN,crustacean
92,112,Arundo donax,http://www.invasivespecies.net/database/species/ecology.asp?si=112&fr=1&sts=&lang=EN,grass
93,1126,Ascidiella aspersa,http://www.invasivespecies.net/database/species/ecology.asp?si=1126&fr=1&sts=&lang=EN,tunicate
94,837,Asparagus densiflorus,http://www.invasivespecies.net/database/species/ecology.asp?si=837&fr=1&sts=&lang=EN,herb
95,1783,Asparagus officinalis,http://www.invasivespecies.net/database/species/ecology.asp?si=1783&fr=1&sts=&lang=EN,herb
96,82,Asterias amurensis,http://www.invasivespecies.net/database/species/ecology.asp?si=82&fr=1&sts=&lang=EN,sea star
97,1273,Asystasia gangetica,http://www.invasivespecies.net/database/species/ecology.asp?si=1273&fr=1&sts=&lang=EN,herb
98,814,Aulacaspis yasumatsui,http://www.invasivespecies.net/database/species/ecology.asp?si=814&fr=1&sts=&lang=EN,insect
99,1445,Austroeupatorium inulifolium,http://www.invasivespecies.net/database/species/ecology.asp?si=1445&fr=1&sts=&lang=EN,"herb, shrub"
100,529,Avian Influenza Virus,http://www.invasivespecies.net/database/species/ecology.asp?si=529&fr=1&sts=&lang=EN,micro-organism
101,444,Avipoxvirus,http://www.invasivespecies.net/database/species/ecology.asp?si=444&fr=1&sts=&lang=EN,micro-organism
102,972,Axis axis,http://www.invasivespecies.net/database/species/ecology.asp?si=972&fr=1&sts=&lang=EN,mammal
103,204,Azolla pinnata,http://www.invasivespecies.net/database/species/ecology.asp?si=204&fr=1&sts=&lang=EN,aquatic plant
104,1784,Bacopa monnieri,http://www.invasivespecies.net/database/species/ecology.asp?si=1784&fr=1&sts=&lang=EN,herb
105,925,Bactrocera tryoni,http://www.invasivespecies.net/database/species/ecology.asp?si=925&fr=1&sts=&lang=EN,insect
106,1399,Bambusa vulgaris,http://www.invasivespecies.net/database/species/ecology.asp?si=1399&fr=1&sts=&lang=EN,"grass, tree"
107,141,Banana bunchy top virus (BBTV),http://www.invasivespecies.net/database/species/ecology.asp?si=141&fr=1&sts=&lang=EN,micro-organism
108,1150,Batillaria attramentaria,http://www.invasivespecies.net/database/species/ecology.asp?si=1150&fr=1&sts=&lang=EN,mollusc
109,123,Batrachochytrium dendrobatidis,http://www.invasivespecies.net/database/species/ecology.asp?si=123&fr=1&sts=&lang=EN,fungus
110,839,Beak and feather disease virus (BFDV),http://www.invasivespecies.net/database/species/ecology.asp?si=839&fr=1&sts=&lang=EN,micro-organism
111,1340,Begonia cucullata,http://www.invasivespecies.net/database/species/ecology.asp?si=1340&fr=1&sts=&lang=EN,herb
112,1812,Bellamya chinensis,http://www.invasivespecies.net/database/species/ecology.asp?si=1812&fr=1&sts=&lang=EN,mollusc
113,1785,Bellis perennis,http://www.invasivespecies.net/database/species/ecology.asp?si=1785&fr=1&sts=&lang=EN,herb
114,106,Bemisia tabaci,http://www.invasivespecies.net/database/species/ecology.asp?si=106&fr=1&sts=&lang=EN,insect
115,1416,Berberis buxifolia,http://www.invasivespecies.net/database/species/ecology.asp?si=1416&fr=1&sts=&lang=EN,shrub
116,1622,Berberis darwinii,http://www.invasivespecies.net/database/species/ecology.asp?si=1622&fr=1&sts=&lang=EN,"tree, shrub"
117,592,Berberis thunbergii,http://www.invasivespecies.net/database/species/ecology.asp?si=592&fr=1&sts=&lang=EN,shrub
118,1431,Bidens pilosa,http://www.invasivespecies.net/database/species/ecology.asp?si=1431&fr=1&sts=&lang=EN,herb
119,1439,Boa constrictor imperator,http://www.invasivespecies.net/database/species/ecology.asp?si=1439&fr=1&sts=&lang=EN,reptile
120,1275,Boehmeria penduliflora,http://www.invasivespecies.net/database/species/ecology.asp?si=1275&fr=1&sts=&lang=EN,"herb, shrub"
121,54,Boiga irregularis,http://www.invasivespecies.net/database/species/ecology.asp?si=54&fr=1&sts=&lang=EN,reptile
122,1147,Boonea bisuturalis,http://www.invasivespecies.net/database/species/ecology.asp?si=1147&fr=1&sts=&lang=EN,mollusc
123,172,Bos taurus,http://www.invasivespecies.net/database/species/ecology.asp?si=172&fr=1&sts=&lang=EN,mammal
124,1584,Bothriochloa pertusa,http://www.invasivespecies.net/database/species/ecology.asp?si=1584&fr=1&sts=&lang=EN,grass
125,1427,Branta canadensis,http://www.invasivespecies.net/database/species/ecology.asp?si=1427&fr=1&sts=&lang=EN,bird
126,1064,Brassica elongata,http://www.invasivespecies.net/database/species/ecology.asp?si=1064&fr=1&sts=&lang=EN,herb
127,819,Brassica tournefortii,http://www.invasivespecies.net/database/species/ecology.asp?si=819&fr=1&sts=&lang=EN,herb
128,1223,Bromus inermis,http://www.invasivespecies.net/database/species/ecology.asp?si=1223&fr=1&sts=&lang=EN,grass
129,596,Bromus rubens,http://www.invasivespecies.net/database/species/ecology.asp?si=596&fr=1&sts=&lang=EN,grass
130,266,Bromus tectorum,http://www.invasivespecies.net/database/species/ecology.asp?si=266&fr=1&sts=&lang=EN,grass
131,1406,Brontispa longissima,http://www.invasivespecies.net/database/species/ecology.asp?si=1406&fr=1&sts=&lang=EN,insect
132,1242,Bubo virginianus,http://www.invasivespecies.net/database/species/ecology.asp?si=1242&fr=1&sts=&lang=EN,bird
133,970,Bubulcus ibis,http://www.invasivespecies.net/database/species/ecology.asp?si=970&fr=1&sts=&lang=EN,bird
134,650,Buddleja davidii,http://www.invasivespecies.net/database/species/ecology.asp?si=650&fr=1&sts=&lang=EN,shrub
135,1577,Buddleja madagascariensis,http://www.invasivespecies.net/database/species/ecology.asp?si=1577&fr=1&sts=&lang=EN,"vine, climber, shrub"
136,1080,Bugula neritina,http://www.invasivespecies.net/database/species/ecology.asp?si=1080&fr=1&sts=&lang=EN,bryozoan
137,769,Bursaphelenchus xylophilus,http://www.invasivespecies.net/database/species/ecology.asp?si=769&fr=1&sts=&lang=EN,nematode
138,610,Butomus umbellatus,http://www.invasivespecies.net/database/species/ecology.asp?si=610&fr=1&sts=&lang=EN,aquatic plant
139,151,Bythotrephes longimanus,http://www.invasivespecies.net/database/species/ecology.asp?si=151&fr=1&sts=&lang=EN,crustacean
140,402,Cabomba caroliniana,http://www.invasivespecies.net/database/species/ecology.asp?si=402&fr=1&sts=&lang=EN,aquatic plant
141,729,Cactoblastis cactorum,http://www.invasivespecies.net/database/species/ecology.asp?si=729&fr=1&sts=&lang=EN,insect
142,510,Caesalpinia decapetala,http://www.invasivespecies.net/database/species/ecology.asp?si=510&fr=1&sts=&lang=EN,"tree, shrub"
143,1206,Caiman crocodilus,http://www.invasivespecies.net/database/species/ecology.asp?si=1206&fr=1&sts=&lang=EN,reptile
144,1254,Calliphora vicina,http://www.invasivespecies.net/database/species/ecology.asp?si=1254&fr=1&sts=&lang=EN,insect
145,1623,Calluna vulgaris,http://www.invasivespecies.net/database/species/ecology.asp?si=1623&fr=1&sts=&lang=EN,herb
146,1440,Camelina sativa,http://www.invasivespecies.net/database/species/ecology.asp?si=1440&fr=1&sts=&lang=EN,herb
147,1494,Candidatus Liberibacter africanus,http://www.invasivespecies.net/database/species/ecology.asp?si=1494&fr=1&sts=&lang=EN,micro-organism
148,1495,Candidatus Liberibacter americanus,http://www.invasivespecies.net/database/species/ecology.asp?si=1495&fr=1&sts=&lang=EN,micro-organism
149,1496,Candidatus Liberibacter asiaticus,http://www.invasivespecies.net/database/species/ecology.asp?si=1496&fr=1&sts=&lang=EN,micro-organism
150,146,Canis lupus,http://www.invasivespecies.net/database/species/ecology.asp?si=146&fr=1&sts=&lang=EN,mammal
151,640,Canna indica,http://www.invasivespecies.net/database/species/ecology.asp?si=640&fr=1&sts=&lang=EN,herb
152,40,Capra hircus,http://www.invasivespecies.net/database/species/ecology.asp?si=40&fr=1&sts=&lang=EN,mammal
153,368,Carassius auratus,http://www.invasivespecies.net/database/species/ecology.asp?si=368&fr=1&sts=&lang=EN,fish
154,114,Carcinus maenas,http://www.invasivespecies.net/database/species/ecology.asp?si=114&fr=1&sts=&lang=EN,crustacean
155,1579,Cardamine flexuosa,http://www.invasivespecies.net/database/species/ecology.asp?si=1579&fr=1&sts=&lang=EN,herb
156,1786,Cardamine glacialis,http://www.invasivespecies.net/database/species/ecology.asp?si=1786&fr=1&sts=&lang=EN,herb
157,1346,Cardiospermum grandiflorum,http://www.invasivespecies.net/database/species/ecology.asp?si=1346&fr=1&sts=&lang=EN,"vine, climber"
158,519,Carduus nutans,http://www.invasivespecies.net/database/species/ecology.asp?si=519&fr=1&sts=&lang=EN,herb
159,694,Carijoa riisei,http://www.invasivespecies.net/database/species/ecology.asp?si=694&fr=1&sts=&lang=EN,coral
160,1010,Carpobrotus edulis,http://www.invasivespecies.net/database/species/ecology.asp?si=1010&fr=1&sts=&lang=EN,succulent
161,485,Carpodacus mexicanus,http://www.invasivespecies.net/database/species/ecology.asp?si=485&fr=1&sts=&lang=EN,bird
162,1295,Castilla elastica,http://www.invasivespecies.net/database/species/ecology.asp?si=1295&fr=1&sts=&lang=EN,tree
163,981,Castor canadensis,http://www.invasivespecies.net/database/species/ecology.asp?si=981&fr=1&sts=&lang=EN,mammal
164,365,Casuarina equisetifolia,http://www.invasivespecies.net/database/species/ecology.asp?si=365&fr=1&sts=&lang=EN,tree
165,115,Caulerpa taxifolia,http://www.invasivespecies.net/database/species/ecology.asp?si=115&fr=1&sts=&lang=EN,alga
166,1808,Caulerpa webbiana,http://www.invasivespecies.net/database/species/ecology.asp?si=1808&fr=1&sts=&lang=EN,alga
167,116,Cecropia peltata,http://www.invasivespecies.net/database/species/ecology.asp?si=116&fr=1&sts=&lang=EN,tree
168,117,Cecropia schreberiana,http://www.invasivespecies.net/database/species/ecology.asp?si=117&fr=1&sts=&lang=EN,"tree, shrub"
169,343,Cedrela odorata,http://www.invasivespecies.net/database/species/ecology.asp?si=343&fr=1&sts=&lang=EN,"tree, shrub"
170,156,Celastrus orbiculatus,http://www.invasivespecies.net/database/species/ecology.asp?si=156&fr=1&sts=&lang=EN,"vine, climber"
171,1804,Celtodoryx ciocalyptoides,http://www.invasivespecies.net/database/species/ecology.asp?si=1804&fr=1&sts=&lang=EN,sponge
172,846,Cenchrus ciliaris,http://www.invasivespecies.net/database/species/ecology.asp?si=846&fr=1&sts=&lang=EN,grass
173,183,Cenchrus clandestinus,http://www.invasivespecies.net/database/species/ecology.asp?si=183&fr=1&sts=&lang=EN,grass
174,1655,Cenchrus echinatus,http://www.invasivespecies.net/database/species/ecology.asp?si=1655&fr=1&sts=&lang=EN,grass
175,1353,Cenchrus macrourus,http://www.invasivespecies.net/database/species/ecology.asp?si=1353&fr=1&sts=&lang=EN,grass
176,210,Cenchrus polystachios,http://www.invasivespecies.net/database/species/ecology.asp?si=210&fr=1&sts=&lang=EN,grass
177,309,Cenchrus setaceus,http://www.invasivespecies.net/database/species/ecology.asp?si=309&fr=1&sts=&lang=EN,grass
178,315,Centaurea biebersteinii,http://www.invasivespecies.net/database/species/ecology.asp?si=315&fr=1&sts=&lang=EN,herb
179,313,Centaurea diffusa,http://www.invasivespecies.net/database/species/ecology.asp?si=313&fr=1&sts=&lang=EN,herb
180,264,Centaurea melitensis,http://www.invasivespecies.net/database/species/ecology.asp?si=264&fr=1&sts=&lang=EN,herb
181,263,Centaurea solstitialis,http://www.invasivespecies.net/database/species/ecology.asp?si=263&fr=1&sts=&lang=EN,herb
182,1422,Cerastium fontanum,http://www.invasivespecies.net/database/species/ecology.asp?si=1422&fr=1&sts=&lang=EN,herb
183,521,Ceratitis capitata,http://www.invasivespecies.net/database/species/ecology.asp?si=521&fr=1&sts=&lang=EN,insect
184,281,Ceratophyllum demersum,http://www.invasivespecies.net/database/species/ecology.asp?si=281&fr=1&sts=&lang=EN,aquatic plant
185,1185,Ceratostoma inornatum,http://www.invasivespecies.net/database/species/ecology.asp?si=1185&fr=1&sts=&lang=EN,mollusc
186,118,Cercopagis pengoi,http://www.invasivespecies.net/database/species/ecology.asp?si=118&fr=1&sts=&lang=EN,crustacean
187,119,Cervus elaphus,http://www.invasivespecies.net/database/species/ecology.asp?si=119&fr=1&sts=&lang=EN,mammal
188,1120,Cervus timorensis russa,http://www.invasivespecies.net/database/species/ecology.asp?si=1120&fr=1&sts=&lang=EN,mammal
189,851,Cestrum nocturnum,http://www.invasivespecies.net/database/species/ecology.asp?si=851&fr=1&sts=&lang=EN,shrub
190,850,Cestrum parqui,http://www.invasivespecies.net/database/species/ecology.asp?si=850&fr=1&sts=&lang=EN,shrub
191,1575,Chamaeleo jacksonii,http://www.invasivespecies.net/database/species/ecology.asp?si=1575&fr=1&sts=&lang=EN,reptile
192,380,Channa argus,http://www.invasivespecies.net/database/species/ecology.asp?si=380&fr=1&sts=&lang=EN,fish
193,520,Channa marulius,http://www.invasivespecies.net/database/species/ecology.asp?si=520&fr=1&sts=&lang=EN,fish
194,1432,Charybdis hellerii,http://www.invasivespecies.net/database/species/ecology.asp?si=1432&fr=1&sts=&lang=EN,crustacean
195,1044,Charybdis japonica,http://www.invasivespecies.net/database/species/ecology.asp?si=1044&fr=1&sts=&lang=EN,crustacean
196,47,Chromolaena odorata,http://www.invasivespecies.net/database/species/ecology.asp?si=47&fr=1&sts=&lang=EN,herb
197,1444,Chronic Wasting Disease (CWD),http://www.invasivespecies.net/database/species/ecology.asp?si=1444&fr=1&sts=&lang=EN,micro-organism
198,1350,Chrysanthemoides monilifera,http://www.invasivespecies.net/database/species/ecology.asp?si=1350&fr=1&sts=&lang=EN,herb
199,1294,Chrysobalanus icaco,http://www.invasivespecies.net/database/species/ecology.asp?si=1294&fr=1&sts=&lang=EN,"tree, shrub"
200,1078,Chthamalus proteus,http://www.invasivespecies.net/database/species/ecology.asp?si=1078&fr=1&sts=&lang=EN,crustacean
201,982,Cichla ocellaris,http://www.invasivespecies.net/database/species/ecology.asp?si=982&fr=1&sts=&lang=EN,fish
202,1692,Cichlasoma urophthalmus,http://www.invasivespecies.net/database/species/ecology.asp?si=1692&fr=1&sts=&lang=EN,fish
203,121,Cinara cupressi,http://www.invasivespecies.net/database/species/ecology.asp?si=121&fr=1&sts=&lang=EN,insect
204,63,Cinchona pubescens,http://www.invasivespecies.net/database/species/ecology.asp?si=63&fr=1&sts=&lang=EN,tree
205,291,Cinnamomum camphora,http://www.invasivespecies.net/database/species/ecology.asp?si=291&fr=1&sts=&lang=EN,tree
206,1324,Cinnamomum verum,http://www.invasivespecies.net/database/species/ecology.asp?si=1324&fr=1&sts=&lang=EN,tree
207,1127,Ciona intestinalis,http://www.invasivespecies.net/database/species/ecology.asp?si=1127&fr=1&sts=&lang=EN,bryozoan
208,1246,Circus approximans,http://www.invasivespecies.net/database/species/ecology.asp?si=1246&fr=1&sts=&lang=EN,bird
209,413,Cirsium arvense,http://www.invasivespecies.net/database/species/ecology.asp?si=413&fr=1&sts=&lang=EN,herb
210,414,Cirsium vulgare,http://www.invasivespecies.net/database/species/ecology.asp?si=414&fr=1&sts=&lang=EN,herb
211,1059,Citharexylum spinosum,http://www.invasivespecies.net/database/species/ecology.asp?si=1059&fr=1&sts=&lang=EN,tree
212,62,Clarias batrachus,http://www.invasivespecies.net/database/species/ecology.asp?si=62&fr=1&sts=&lang=EN,fish
213,1224,Clematis terniflora,http://www.invasivespecies.net/database/species/ecology.asp?si=1224&fr=1&sts=&lang=EN,"vine, climber"
214,157,Clematis vitalba,http://www.invasivespecies.net/database/species/ecology.asp?si=157&fr=1&sts=&lang=EN,"vine, climber"
215,53,Clidemia hirta,http://www.invasivespecies.net/database/species/ecology.asp?si=53&fr=1&sts=&lang=EN,shrub
216,348,Coccinia grandis,http://www.invasivespecies.net/database/species/ecology.asp?si=348&fr=1&sts=&lang=EN,"vine, climber"
217,796,Codium fragile ssp. tomentosoides,http://www.invasivespecies.net/database/species/ecology.asp?si=796&fr=1&sts=&lang=EN,alga
218,371,Colubrina asiatica,http://www.invasivespecies.net/database/species/ecology.asp?si=371&fr=1&sts=&lang=EN,shrub
219,1052,Columba livia,http://www.invasivespecies.net/database/species/ecology.asp?si=1052&fr=1&sts=&lang=EN,bird
220,1367,Commelina benghalensis,http://www.invasivespecies.net/database/species/ecology.asp?si=1367&fr=1&sts=&lang=EN,herb
221,1447,Conyza floribunda,http://www.invasivespecies.net/database/species/ecology.asp?si=1447&fr=1&sts=&lang=EN,
222,61,Coptotermes formosanus,http://www.invasivespecies.net/database/species/ecology.asp?si=61&fr=1&sts=&lang=EN,insect
