Month,Fire Area (m2),Max Precipitation,Min Precipitation,Avg Precipitation,Max Temperature,Min Temperature,Avg Temperature,Max Soil Moisture,Min Soil Moisture,Avg Soil Moisture,Max Wind Speed,Min Wind Speed,Avg Wind Speed,Evergreen needleleaf forest,Evergreen broadleaf forest,Deciduous needleleaf forest,Deciduous broadleaf forest,Mixed forest,Wooded grassland,Other wooded land,Open shrubland,Savanna,Grassland,Permanent wetlands,Cropland,Urban and built-up,Cropland/natural vegetation mosaic,Snow and ice,Barren or sparsely vegetated,Water,Urban areas,"('Asteraceae',)","('Fabaceae',)","('Hydropsychidae',)","('Sylviidae',)","('Caryophyllaceae',)","('Caprifoliaceae',)","('Lecanoraceae',)","('Rubiaceae',)","('Brassicaceae',)","('Eumenidae',)","('Campanulaceae',)","('Boraginaceae',)","('Apiaceae',)","('Amaryllidaceae',)","('Phylloscopidae',)","('Ranunculaceae',)","('Violaceae',)","('Rosaceae',)","('Physciaceae',)","('Collemataceae',)","('Aegithalidae',)","('Acarosporaceae',)","('Candelariaceae',)","('Asparagaceae',)","('Aspleniaceae',)","('Apocynaceae',)","('Acrocephalidae',)","('Cyperaceae',)","('Cistaceae',)","('Cettiidae',)","('Orobanchaceae',)","('Orchidaceae',)","('Megachilidae',)","('Liliaceae',)","('Cladoniaceae',)","('Colchicaceae',)","('Convolvulaceae',)","('Parmeliaceae',)","('Ramalinaceae',)","('Psoraceae',)","('Placynthiaceae',)","('Papaveraceae',)","('Scrophulariaceae',)","('Saxifragaceae',)","('Upupidae',)","('Zygaenidae',)",Population,"('Plantaginaceae',)","('Lacertidae',)","('Lamiaceae',)","('Lasiocampidae',)","('Pyralidae',)","('Arbaciidae',)","('Aeshnidae',)","('Erebidae',)","('Phoenicopteridae',)","('Cheloniidae',)","('Empusidae',)","('Platycnemididae',)","('Sphingidae',)","('Strombidae',)","('Poaceae',)","('Cupressaceae',)","('Polygalaceae',)","('Crassulaceae',)","('Berberidaceae',)","('Juncaceae',)","('Fagaceae',)","('Geraniaceae',)","('Cystopteridaceae',)","('Dryopteridaceae',)","('Rhamnaceae',)","('Plumbaginaceae',)","('Linaceae',)","('Potamidae',)","('Anacardiaceae',)","('Grossulariaceae',)","('Crabronidae',)","('Euphorbiaceae',)","('Araceae',)","('Caliciaceae',)","('Polygonaceae',)","('Mutillidae',)","('Peltigeraceae',)","('Malvaceae',)","('Sapindaceae',)","('Primulaceae',)","('Sapygidae',)","('Thesiaceae',)","('Viscaceae',)","('Vitaceae',)","('Ascalaphidae',)","('Anobiidae',)","('Anguidae',)","('Acrididae',)","('Crambidae',)","('Lycosidae',)","('Mantidae',)","('Julidae',)","('Mustelidae',)","('Meliaceae',)","('Pyrrhocoridae',)","('Tortricidae',)","('Geometridae',)","('Depressariidae',)","('Unknown',)","('Notodontidae',)","('Psychidae',)","('Cossidae',)","('Ixodidae',)","('Brachodidae',)","('Pisauridae',)","('Oecophoridae',)","('Nolidae',)","('Lamnidae',)","('Salticidae',)","('Testudinidae',)","('Clausiliidae',)","('Enidae',)","('Achatinidae',)","('Geomitridae',)","('Helicidae',)","('Orculidae',)","('Cochlostomatidae',)","('Ferussaciidae',)","('Pomatiidae',)","('Chondrinidae',)","('Cardiidae',)","('Capparaceae',)","('Arcidae',)","('Haliplidae',)","('Cucurbitaceae',)","('Cypraeidae',)","('Moraceae',)","('Margaritidae',)","('Mactridae',)","('Lauriidae',)","('Iridaceae',)","('Oxychilidae',)","('Pyramidulidae',)","('Stratiomyidae',)","('Tellinidae',)","('Trissexodontidae',)","('Vitrinidae',)","('Amaranthaceae',)","('Mangeliidae',)","('Rissoidae',)","('Colubridae',)","('Tamaricaceae',)","('Selaginellaceae',)","('Asphodelaceae',)","('Cactaceae',)","('Cerithiidae',)","('Armadillidiidae',)","('Armadillidae',)","('Araneidae',)","('Astropectinidae',)","('Buthidae',)","('Oxalidaceae',)","('Nemopteridae',)","('Lampyridae',)","('Lygaeidae',)","('Rissoellidae',)","('Ranidae',)","('Solanaceae',)","('Sparidae',)","('Testudinellidae',)","('Lepadellidae',)","('Asplanchnidae',)","('Resedaceae',)","('Morchellaceae',)","('Pteridaceae',)","('Poeciliidae',)","('Salamandridae',)","('Psychomyiidae',)","('Rhyacophilidae',)","('Endomychidae',)","('Certhiidae',)","('Callionymidae',)","('Gekkonidae',)","('Labridae',)","('Hydroptilidae',)","('Mugilidae',)","('Polyporaceae',)","('Trachinidae',)","('Aizoaceae',)","('Sarcoscyphaceae',)","('Pinaceae',)","('Glareolidae',)","('Gryllidae',)","('Biebersteiniaceae',)","('Calopterygidae',)","('Lythraceae',)","('Equisetaceae',)","('Pompilidae',)","('Pentatomidae',)","('Schizopetalidae',)","('Cicadellidae',)","('Viburnaceae',)","('Hexanchidae',)","('Otididae',)","('Glaphyridae',)","('Smilacaceae',)","('Erinaceidae',)","('Eresidae',)","('Hydnangiaceae',)","('Geotrupidae',)","('Helvellaceae',)","('Ericaceae',)","('Hypericaceae',)","('Oleaceae',)","('Araliaceae',)","('Urticaceae',)","('Amelidae',)","('Gloeophyllaceae',)","('Felidae',)","('Targioniaceae',)","('Boidae',)","('Meloidae',)","('Leporidae',)","('Phyllodactylidae',)","('Porcellionidae',)","('Sicariidae',)",Vegetation Count,Regional Fuel Content
2011-02-01,0.0,44.78973916684481,0.0,5.346682404762929,9.57000000000005,-0.25,5.1674953042165725,0.38177376985549927,0.38177376985549927,0.39830241997401933,2.5825926343176975,0.7490961518435719,1.2971643681854024,109.1686274509804,0,0,0,0,0,0,39.83921568627451,240.2509803921569,313.79607843137256,5.0,0,4,0,0,0,0,0,18.0,26.0,8.0,2.0,15.0,4.0,12.0,3.0,16.0,3.0,1.0,11.0,3.0,1.0,1.0,7.0,3.0,1.0,8.0,4.0,1.0,2.0,5.0,6.0,3.0,1.0,1.0,8.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,1.0,2.0,9.0,2054.0166329243607,8.0,7.0,6.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,17.0,5.0,4.0,2.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,12.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,9.0,5.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013265306122448979,3.601616971592849
2011-03-01,0.0,23.559826612370216,0.0,2.828568568890157,18.210000000000036,-4.329999999999984,9.646624552231572,0.373016357421875,0.373016357421875,0.3795898539094498,2.3655959726310307,0.3753816163167719,1.1205742545720176,109.1686274509804,0,0,0,0,0,0,39.83921568627451,240.2509803921569,313.79607843137256,5.0,0,4,0,0,0,0,0,18.0,26.0,8.0,2.0,15.0,4.0,12.0,3.0,16.0,3.0,1.0,11.0,3.0,1.0,1.0,7.0,3.0,1.0,8.0,4.0,1.0,2.0,5.0,6.0,3.0,1.0,1.0,8.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,1.0,2.0,9.0,2054.0166329243607,8.0,7.0,6.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,17.0,5.0,4.0,2.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,12.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,9.0,5.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013265306122448979,3.601616971592849
2011-04-01,0.0,26.075680783947064,0.0,3.9816424116583806,21.390000000000043,10.510000000000048,16.38862900061656,0.3710085153579712,0.3710085153579712,0.3663360464115874,2.6427844420693933,1.4095161720745957,1.9435400978293844,109.1686274509804,0,0,0,0,0,0,39.83921568627451,240.2509803921569,313.79607843137256,5.0,0,4,0,0,0,0,0,18.0,26.0,8.0,2.0,15.0,4.0,12.0,3.0,16.0,3.0,1.0,11.0,3.0,1.0,1.0,7.0,3.0,1.0,8.0,4.0,1.0,2.0,5.0,6.0,3.0,1.0,1.0,8.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,1.0,2.0,9.0,2054.0166329243607,8.0,7.0,6.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,17.0,5.0,4.0,2.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,12.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,9.0,5.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013265306122448979,3.601616971592849
2011-05-01,0.0,9.543042683731073,7.644359811820323e-06,2.755470862580496,22.450000000000045,13.730000000000018,18.952579268815896,0.3436411917209625,0.3436411917209625,0.34374295037013647,1.960061734918011,0.6035433563331014,0.9585076109173606,109.1686274509804,0,0,0,0,0,0,39.83921568627451,240.2509803921569,313.79607843137256,5.0,0,4,0,0,0,0,0,18.0,26.0,8.0,2.0,15.0,4.0,12.0,3.0,16.0,3.0,1.0,11.0,3.0,1.0,1.0,7.0,3.0,1.0,8.0,4.0,1.0,2.0,5.0,6.0,3.0,1.0,1.0,8.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,1.0,2.0,9.0,2054.0166329243607,8.0,7.0,6.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,17.0,5.0,4.0,2.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,12.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,9.0,5.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013265306122448979,3.601616971592849
2011-06-01,0.0,10.608726739878449,0.0,1.4979176543626587,32.53000000000003,17.07000000000005,26.191434163835936,0.2870028614997864,0.2870028614997864,0.28144033748311353,2.519251159015864,0.3505403248249384,0.9379498700747346,109.1686274509804,0,0,0,0,0,0,39.83921568627451,240.2509803921569,313.79607843137256,5.0,0,4,0,0,0,0,0,18.0,26.0,8.0,2.0,15.0,4.0,12.0,3.0,16.0,3.0,1.0,11.0,3.0,1.0,1.0,7.0,3.0,1.0,8.0,4.0,1.0,2.0,5.0,6.0,3.0,1.0,1.0,8.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,1.0,2.0,9.0,2054.0166329243607,8.0,7.0,6.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,17.0,5.0,4.0,2.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,12.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,9.0,5.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013265306122448979,3.601616971592849
2011-07-01,0.0,0.7466822422088626,0.0,0.04490156106272554,36.83000000000004,27.05000000000001,31.75227263045798,0.19332391023635864,0.19332391023635864,0.19217022001362455,2.6145520565341855,0.5415497878630762,1.3735220045034422,109.1686274509804,0,0,0,0,0,0,39.83921568627451,240.2509803921569,313.79607843137256,5.0,0,4,0,0,0,0,0,18.0,26.0,8.0,2.0,15.0,4.0,12.0,3.0,16.0,3.0,1.0,11.0,3.0,1.0,1.0,7.0,3.0,1.0,8.0,4.0,1.0,2.0,5.0,6.0,3.0,1.0,1.0,8.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,1.0,2.0,9.0,2054.0166329243607,8.0,7.0,6.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,17.0,5.0,4.0,2.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,12.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,9.0,5.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013265306122448979,3.601616971592849
2011-08-01,0.0,2.112269401550293,-5.960430371487746e-06,0.16573875339766084,37.450000000000045,26.130000000000052,30.455531563291856,0.18545295298099518,0.18545295298099518,0.17886467406544063,1.5439446834233828,0.6119947473662273,0.9806546080010398,109.1686274509804,0,0,0,0,0,0,39.83921568627451,240.2509803921569,313.79607843137256,5.0,0,4,0,0,0,0,0,18.0,26.0,8.0,2.0,15.0,4.0,12.0,3.0,16.0,3.0,1.0,11.0,3.0,1.0,1.0,7.0,3.0,1.0,8.0,4.0,1.0,2.0,5.0,6.0,3.0,1.0,1.0,8.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,1.0,2.0,9.0,2054.0166329243607,8.0,7.0,6.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,17.0,5.0,4.0,2.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,12.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,9.0,5.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013265306122448979,3.601616971592849
2011-09-01,0.0,10.034739971047202,0.0,0.725091155958136,31.730000000000018,18.150000000000034,27.603880226420358,0.23083442449569702,0.23083442449569702,0.2245416525787058,1.5520100832026988,0.4635836535315751,0.7769955599153707,109.1686274509804,0,0,0,0,0,0,39.83921568627451,240.2509803921569,313.79607843137256,5.0,0,4,0,0,0,0,0,18.0,26.0,8.0,2.0,15.0,4.0,12.0,3.0,16.0,3.0,1.0,11.0,3.0,1.0,1.0,7.0,3.0,1.0,8.0,4.0,1.0,2.0,5.0,6.0,3.0,1.0,1.0,8.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,1.0,2.0,9.0,2054.0166329243607,8.0,7.0,6.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,17.0,5.0,4.0,2.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,12.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,9.0,5.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013265306122448979,3.601616971592849
2011-10-01,0.0,23.191367237529903,0.00044107436991680515,2.653297181375154,23.83000000000004,5.990000000000009,16.190545092763898,0.2958005368709564,0.2958005368709564,0.2943041325091554,2.201851138581789,1.16206526402129,1.5762787601112718,109.1686274509804,0,0,0,0,0,0,39.83921568627451,240.2509803921569,313.79607843137256,5.0,0,4,0,0,0,0,0,18.0,26.0,8.0,2.0,15.0,4.0,12.0,3.0,16.0,3.0,1.0,11.0,3.0,1.0,1.0,7.0,3.0,1.0,8.0,4.0,1.0,2.0,5.0,6.0,3.0,1.0,1.0,8.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,1.0,2.0,9.0,2054.0166329243607,8.0,7.0,6.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,17.0,5.0,4.0,2.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,12.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,9.0,5.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013265306122448979,3.601616971592849
2011-11-01,0.0,5.694957489595254,0.00042787632992258295,0.7168930867656567,14.310000000000002,4.8700000000000045,9.662985862045389,0.28657811880111694,0.28657811880111694,0.28691326343594264,1.9709116002258529,0.1678168237520248,0.8315135804404257,109.1686274509804,0,0,0,0,0,0,39.83921568627451,240.2509803921569,313.79607843137256,5.0,0,4,0,0,0,0,0,18.0,26.0,8.0,2.0,15.0,4.0,12.0,3.0,16.0,3.0,1.0,11.0,3.0,1.0,1.0,7.0,3.0,1.0,8.0,4.0,1.0,2.0,5.0,6.0,3.0,1.0,1.0,8.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,1.0,2.0,9.0,2054.0166329243607,8.0,7.0,6.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,17.0,5.0,4.0,2.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,12.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,9.0,5.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013265306122448979,3.601616971592849
2011-12-01,0.0,17.361843585963044,0.0004261732087229575,2.5791424615065788,11.190000000000055,2.330000000000041,7.149746590673658,0.3414964973926544,0.3414964973926544,0.342661523638061,2.3601956569662446,0.0404367753388181,1.174267382166813,109.1686274509804,0,0,0,0,0,0,39.83921568627451,240.2509803921569,313.79607843137256,5.0,0,4,0,0,0,0,0,18.0,26.0,8.0,2.0,15.0,4.0,12.0,3.0,16.0,3.0,1.0,11.0,3.0,1.0,1.0,7.0,3.0,1.0,8.0,4.0,1.0,2.0,5.0,6.0,3.0,1.0,1.0,8.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,1.0,2.0,9.0,2054.0166329243607,8.0,7.0,6.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,17.0,5.0,4.0,2.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,12.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,9.0,5.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013265306122448979,3.601616971592849
2012-01-01,0.0,22.420120238791696,7.753845920888125e-05,2.135851415463491,7.250000000000057,-0.92999999999995,2.8533614504375464,0.3664405941963196,0.3664405941963196,0.3663796951500372,2.6780500792975754,0.44678950277375007,1.2732370193487743,120.37254901960785,0,0,0,0,0,0,44.439215686274515,241.49019607843138,312.38431372549024,6.0,0,4,0,0,0,0,0,2.0,3.0,8.0,2.0,2.0,4.0,12.0,3.0,4.0,3.0,1.0,11.0,3.0,2.0,2.0,2.0,3.0,1.0,8.0,4.0,1.0,2.0,5.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,9.0,2054.0166329243607,8.0,9.0,6.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.0,5.0,4.0,2.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,10.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,12.0,3.0,7.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,9.0,5.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0069387755102040816,3.694707101148992
